,nox_emissions
7105,100.0
7106,127.16438692403482
7107,127.16438692403482
7108,127.16438692403482
7109,127.16438692403482
7110,127.16438692403482
7111,127.16438692403482
7112,127.16438692403482
7113,127.16438692403482
7114,127.16438692403482
7115,127.16438692403482
7116,127.16438692403482
7117,127.16438692403482
7118,127.16438692403482
7119,127.16438692403482
7120,127.16438692403482
7121,127.16438692403482
7122,400.0
7123,400.0
7124,400.0
7125,400.0
7126,400.0
7127,400.0
7128,400.0
7129,400.0
7130,400.0
7131,127.16438692403482
7132,127.16438692403482
7133,127.16438692403482
7134,127.16438692403482
7135,100.0
7136,127.16438692403482
7137,127.16438692403482
7138,127.16438692403482
7139,127.16438692403482
7140,127.16438692403482
7141,127.16438692403482
7142,127.16438692403482
7143,127.16438692403482
7144,127.16438692403482
7145,127.16438692403482
7146,400.0
7147,400.0
7148,400.0
7149,400.0
7150,400.0
7151,400.0
7152,400.0
7153,400.0
7154,400.0
7155,400.0
7156,400.0
7157,127.16438692403482
7158,127.16438692403482
7159,127.16438692403482
7160,127.16438692403482
7161,127.16438692403482
7162,300.0
7163,400.0
7164,400.0
7165,300.0
7166,400.0
7167,400.0
7168,300.0
7169,400.0
7170,400.0
7171,127.16438692403482
7172,100.0
7173,127.16438692403482
7174,127.16438692403482
7175,127.16438692403482
7176,400.0
7177,400.0
7178,400.0
7179,400.0
7180,127.16438692403482
7181,127.16438692403482
7182,127.16438692403482
7183,127.16438692403482
7184,127.16438692403482
7185,127.16438692403482
7186,127.16438692403482
7187,127.16438692403482
7188,127.16438692403482
7189,127.16438692403482
7190,127.16438692403482
7191,400.0
7192,400.0
7193,400.0
7194,400.0
7195,400.0
7196,400.0
7197,400.0
7198,400.0
7199,400.0
7200,127.16438692403482
7201,127.16438692403482
7202,127.16438692403482
7203,400.0
7204,300.0
7205,400.0
7206,300.0
7207,400.0
7208,400.0
7209,300.0
7210,400.0
7211,400.0
7212,127.16438692403482
7213,127.16438692403482
7214,127.16438692403482
7215,400.0
7216,400.0
7217,400.0
7218,127.16438692403482
7219,127.16438692403482
7220,127.16438692403482
7221,127.16438692403482
7222,127.16438692403482
7223,400.0
7224,400.0
7225,127.16438692403482
7226,127.16438692403482
7227,127.16438692403482
7228,100.0
7229,300.0
7230,127.16438692403482
7231,127.16438692403482
7232,127.16438692403482
7233,127.16438692403482
7234,127.16438692403482
7235,127.16438692403482
7236,127.16438692403482
7237,127.16438692403482
7238,127.16438692403482
7239,127.16438692403482
7240,127.16438692403482
7241,400.0
7242,400.0
7243,400.0
7244,400.0
7245,400.0
7246,400.0
7247,400.0
7248,400.0
7249,400.0
7250,400.0
7251,127.16438692403482
7252,127.16438692403482
7253,127.16438692403482
7254,400.0
7255,400.0
7256,400.0
7257,127.16438692403482
7258,127.16438692403482
7259,127.16438692403482
7260,127.16438692403482
7261,400.0
7262,400.0
7263,127.16438692403482
7264,127.16438692403482
7265,100.0
7266,127.16438692403482
7267,127.16438692403482
7268,600.0
7269,600.0
7270,127.16438692403482
7271,127.16438692403482
7272,600.0
7273,127.16438692403482
7274,127.16438692403482
7275,127.16438692403482
7276,127.16438692403482
7277,127.16438692403482
7278,127.16438692403482
7279,127.16438692403482
7280,127.16438692403482
7281,127.16438692403482
7282,127.16438692403482
7283,127.16438692403482
7284,300.0
7285,300.0
7286,400.0
7287,300.0
7288,400.0
7289,300.0
7290,127.16438692403482
7291,127.16438692403482
7292,127.16438692403482
7293,127.16438692403482
7294,127.16438692403482
7295,127.16438692403482
7296,127.16438692403482
7297,127.16438692403482
7298,127.16438692403482
7299,400.0
7300,400.0
7301,400.0
7302,300.0
7303,400.0
7304,300.0
7305,300.0
7306,400.0
7307,300.0
7308,300.0
7309,400.0
7310,300.0
7311,400.0
7312,300.0
7313,300.0
7314,127.16438692403482
7315,127.16438692403482
7316,127.16438692403482
7317,127.16438692403482
7318,127.16438692403482
7319,127.16438692403482
7320,127.16438692403482
7321,127.16438692403482
7322,127.16438692403482
7323,100.0
7324,127.16438692403482
7325,100.0
7326,127.16438692403482
7327,127.16438692403482
7328,127.16438692403482
7329,100.0
7330,100.0
7331,127.16438692403482
7332,127.16438692403482
7333,300.0
7334,400.0
7335,300.0
7336,300.0
7337,300.0
7338,400.0
7339,300.0
7340,400.0
7341,300.0
7342,127.16438692403482
7343,127.16438692403482
7344,127.16438692403482
7345,127.16438692403482
7346,127.16438692403482
7347,400.0
7348,400.0
7349,400.0
7350,300.0
7351,400.0
7352,300.0
7353,300.0
7354,300.0
7355,400.0
7356,300.0
7357,300.0
7358,400.0
7359,127.16438692403482
7360,127.16438692403482
7361,400.0
7362,400.0
7363,400.0
7364,127.16438692403482
7365,127.16438692403482
7366,127.16438692403482
7367,127.16438692403482
7368,127.16438692403482
7369,127.16438692403482
7370,127.16438692403482
7371,127.16438692403482
7372,127.16438692403482
7373,127.16438692403482
7374,127.16438692403482
7375,127.16438692403482
7376,127.16438692403482
7377,127.16438692403482
7378,127.16438692403482
7379,400.0
7380,300.0
7381,300.0
7382,300.0
7383,400.0
7384,300.0
7385,400.0
7386,300.0
7387,300.0
7388,127.16438692403482
7389,127.16438692403482
7390,127.16438692403482
7391,127.16438692403482
7392,127.16438692403482
7393,127.16438692403482
7394,300.0
7395,400.0
7396,300.0
7397,300.0
7398,400.0
7399,300.0
7400,300.0
7401,400.0
7402,300.0
7403,100.0
7404,127.16438692403482
7405,127.16438692403482
7406,100.0
7407,127.16438692403482
7408,127.16438692403482
7409,100.0
7410,127.16438692403482
7411,400.0
7412,400.0
7413,400.0
7414,100.0
7415,100.0
7416,127.16438692403482
7417,100.0
7418,127.16438692403482
7419,127.16438692403482
7420,127.16438692403482
7421,400.0
7422,127.16438692403482
7423,127.16438692403482
7424,127.16438692403482
7425,127.16438692403482
7426,127.16438692403482
7427,127.16438692403482
7428,127.16438692403482
7429,127.16438692403482
7430,127.16438692403482
7431,127.16438692403482
7432,127.16438692403482
7433,127.16438692403482
7434,127.16438692403482
7435,127.16438692403482
7436,127.16438692403482
7437,400.0
7438,127.16438692403482
7439,127.16438692403482
7440,127.16438692403482
7441,127.16438692403482
7442,127.16438692403482
7443,127.16438692403482
7444,127.16438692403482
7445,127.16438692403482
7446,127.16438692403482
7447,100.0
7448,100.0
7449,100.0
7450,127.16438692403482
7451,127.16438692403482
7452,127.16438692403482
7453,127.16438692403482
7454,127.16438692403482
7455,100.0
7456,100.0
7457,127.16438692403482
7458,100.0
7459,127.16438692403482
7460,100.0
7461,127.16438692403482
7462,127.16438692403482
7463,127.16438692403482
7464,127.16438692403482
7465,127.16438692403482
7466,127.16438692403482
7467,127.16438692403482
7468,127.16438692403482
7469,127.16438692403482
7470,127.16438692403482
7471,127.16438692403482
7472,400.0
7473,400.0
7474,400.0
7475,400.0
7476,400.0
7477,400.0
7478,400.0
7479,400.0
7480,400.0
7481,127.16438692403482
7482,127.16438692403482
7483,127.16438692403482
7484,127.16438692403482
7485,127.16438692403482
7486,127.16438692403482
7487,127.16438692403482
7488,127.16438692403482
7489,127.16438692403482
7490,500.0
7491,600.0
7492,500.0
7493,600.0
7494,500.0
7495,600.0
7496,100.0
7497,100.0
7498,100.0
7499,100.0
7500,100.0
7501,100.0
7502,500.0
7503,500.0
7504,500.0
7505,500.0
7506,500.0
7507,500.0
7508,500.0
7509,500.0
7510,500.0
7511,500.0
7512,127.16438692403482
7513,127.16438692403482
7514,127.16438692403482
7515,700.0
7516,700.0
7517,100.0
7518,100.0
7519,100.0
7520,127.16438692403482
7521,100.0
7522,100.0
7523,100.0
7524,127.16438692403482
7525,127.16438692403482
7526,127.16438692403482
7527,127.16438692403482
7528,127.16438692403482
7529,100.0
7530,400.0
7531,400.0
7532,127.16438692403482
7533,127.16438692403482
7534,127.16438692403482
7535,100.0
7536,400.0
7537,400.0
7538,100.0
7539,100.0
7540,100.0
7541,127.16438692403482
7542,100.0
7543,100.0
7544,500.0
7545,400.0
7546,300.0
7547,300.0
7548,100.0
7549,100.0
7550,100.0
7551,127.16438692403482
7552,100.0
7553,100.0
7554,400.0
7555,500.0
7556,300.0
7557,300.0
7558,100.0
7559,100.0
7560,127.16438692403482
7561,127.16438692403482
7562,127.16438692403482
7563,127.16438692403482
7564,127.16438692403482
7565,127.16438692403482
7566,127.16438692403482
7567,127.16438692403482
7568,400.0
7569,400.0
7570,127.16438692403482
7571,127.16438692403482
7572,127.16438692403482
7573,127.16438692403482
7574,127.16438692403482
7575,400.0
7576,400.0
7577,100.0
7578,100.0
7579,127.16438692403482
7580,100.0
7581,100.0
7582,100.0
7583,100.0
7584,127.16438692403482
7585,127.16438692403482
7586,127.16438692403482
7587,100.0
7588,100.0
7589,400.0
7590,500.0
7591,300.0
7592,300.0
7593,100.0
7594,100.0
7595,100.0
7596,100.0
7597,127.16438692403482
7598,100.0
7599,100.0
7600,100.0
7601,100.0
7602,127.16438692403482
7603,127.16438692403482
7604,127.16438692403482
7605,100.0
7606,100.0
7607,400.0
7608,500.0
7609,300.0
7610,300.0
7611,100.0
7612,100.0
7613,100.0
7614,100.0
7615,127.16438692403482
7616,127.16438692403482
7617,100.0
7618,500.0
7619,127.16438692403482
7620,127.16438692403482
7621,100.0
7622,127.16438692403482
7623,127.16438692403482
7624,400.0
7625,127.16438692403482
7626,127.16438692403482
7627,127.16438692403482
7628,127.16438692403482
7629,400.0
7630,127.16438692403482
7631,127.16438692403482
7632,127.16438692403482
7633,127.16438692403482
7634,127.16438692403482
7635,127.16438692403482
7636,127.16438692403482
7637,400.0
7638,400.0
7639,127.16438692403482
7640,127.16438692403482
7641,600.0
7642,600.0
7643,600.0
7644,100.0
7645,100.0
7646,127.16438692403482
7647,127.16438692403482
7648,127.16438692403482
7649,127.16438692403482
7650,127.16438692403482
7651,100.0
7652,100.0
7653,100.0
7654,100.0
7655,600.0
7656,127.16438692403482
7657,127.16438692403482
7658,100.0
7659,100.0
7660,100.0
7661,127.16438692403482
7662,127.16438692403482
7663,127.16438692403482
7664,100.0
7665,127.16438692403482
7666,127.16438692403482
7667,127.16438692403482
7668,127.16438692403482
7669,400.0
7670,500.0
7671,127.16438692403482
7672,100.0
7673,400.0
7674,400.0
7675,100.0
7676,127.16438692403482
7677,100.0
7678,127.16438692403482
7679,127.16438692403482
7680,400.0
7681,300.0
7682,600.0
7683,600.0
7684,127.16438692403482
7685,100.0
7686,127.16438692403482
7687,127.16438692403482
7688,100.0
7689,127.16438692403482
7690,127.16438692403482
7691,127.16438692403482
7692,127.16438692403482
7693,500.0
7694,600.0
7695,600.0
7696,600.0
7697,600.0
7698,700.0
7699,127.16438692403482
7700,127.16438692403482
7701,500.0
7702,127.16438692403482
7703,127.16438692403482
7704,127.16438692403482
7705,127.16438692403482
7706,127.16438692403482
7707,127.16438692403482
7708,127.16438692403482
7709,127.16438692403482
7710,127.16438692403482
7711,127.16438692403482
7712,127.16438692403482
7713,300.0
7714,127.16438692403482
7715,127.16438692403482
7716,127.16438692403482
7717,200.0
7718,100.0
7719,100.0
7720,500.0
7721,400.0
7722,127.16438692403482
7723,100.0
7724,100.0
7725,127.16438692403482
7726,127.16438692403482
7727,127.16438692403482
7728,300.0
7729,127.16438692403482
7730,100.0
7731,100.0
7732,400.0
7733,400.0
7734,127.16438692403482
7735,127.16438692403482
7736,400.0
7737,127.16438692403482
7738,100.0
7739,200.0
7740,100.0
7741,127.16438692403482
7742,400.0
7743,300.0
7744,200.0
7745,127.16438692403482
7746,100.0
7747,100.0
7748,127.16438692403482
7749,127.16438692403482
7750,400.0
7751,100.0
7752,100.0
7753,200.0
7754,200.0
7755,127.16438692403482
7756,100.0
7757,400.0
7758,400.0
7759,200.0
7760,100.0
7761,127.16438692403482
7762,400.0
7763,127.16438692403482
7764,127.16438692403482
7765,100.0
7766,100.0
7767,100.0
7768,500.0
7769,400.0
7770,400.0
7771,127.16438692403482
7772,400.0
7773,127.16438692403482
7774,127.16438692403482
7775,127.16438692403482
7776,100.0
7777,100.0
7778,400.0
7779,400.0
7780,400.0
7781,100.0
7782,300.0
7783,127.16438692403482
7784,127.16438692403482
7785,200.0
7786,100.0
7787,127.16438692403482
7788,100.0
7789,200.0
7790,300.0
7791,100.0
7792,100.0
7793,127.16438692403482
7794,200.0
7795,100.0
7796,100.0
7797,127.16438692403482
7798,200.0
7799,300.0
7800,100.0
7801,100.0
7802,127.16438692403482
7803,127.16438692403482
7804,300.0
7805,100.0
7806,100.0
7807,500.0
7808,500.0
7809,300.0
7810,127.16438692403482
7811,127.16438692403482
7812,127.16438692403482
7813,400.0
7814,600.0
7815,127.16438692403482
7816,500.0
7817,600.0
7818,500.0
7819,500.0
7820,127.16438692403482
7821,127.16438692403482
7822,400.0
7823,300.0
7824,127.16438692403482
7825,127.16438692403482
7826,127.16438692403482
7827,127.16438692403482
7828,127.16438692403482
7829,127.16438692403482
7830,127.16438692403482
7831,127.16438692403482
7832,127.16438692403482
7833,127.16438692403482
7834,127.16438692403482
7835,127.16438692403482
7836,127.16438692403482
7837,127.16438692403482
7838,127.16438692403482
7839,127.16438692403482
7840,127.16438692403482
7841,127.16438692403482
7842,127.16438692403482
7843,127.16438692403482
7844,127.16438692403482
7845,127.16438692403482
7846,127.16438692403482
7847,127.16438692403482
7848,127.16438692403482
7849,127.16438692403482
7850,127.16438692403482
7851,127.16438692403482
7852,127.16438692403482
7853,127.16438692403482
7854,127.16438692403482
7855,127.16438692403482
7856,127.16438692403482
7857,127.16438692403482
7858,127.16438692403482
7859,127.16438692403482
7860,127.16438692403482
7861,100.0
7862,400.0
7863,100.0
7864,127.16438692403482
7865,100.0
7866,100.0
7867,400.0
7868,100.0
7869,100.0
7870,127.16438692403482
7871,100.0
7872,127.16438692403482
7873,100.0
7874,100.0
7875,100.0
7876,100.0
7877,100.0
7878,400.0
7879,400.0
7880,127.16438692403482
7881,100.0
7882,127.16438692403482
7883,400.0
7884,100.0
7885,127.16438692403482
7886,127.16438692403482
7887,600.0
7888,127.16438692403482
7889,127.16438692403482
7890,600.0
7891,127.16438692403482
7892,127.16438692403482
7893,127.16438692403482
7894,100.0
7895,100.0
7896,127.16438692403482
7897,400.0
7898,400.0
7899,127.16438692403482
7900,300.0
7901,500.0
7902,300.0
7903,127.16438692403482
7904,400.0
7905,400.0
7906,400.0
7907,127.16438692403482
7908,100.0
7909,100.0
7910,100.0
7911,500.0
7912,300.0
7913,127.16438692403482
7914,127.16438692403482
7915,127.16438692403482
7916,127.16438692403482
7917,127.16438692403482
7918,500.0
7919,127.16438692403482
7920,100.0
7921,100.0
7922,500.0
7923,127.16438692403482
7924,300.0
7925,127.16438692403482
7926,127.16438692403482
7927,127.16438692403482
7928,500.0
7929,127.16438692403482
7930,100.0
7931,127.16438692403482
7932,127.16438692403482
7933,127.16438692403482
7934,127.16438692403482
7935,100.0
7936,127.16438692403482
7937,127.16438692403482
7938,400.0
7939,300.0
7940,127.16438692403482
7941,100.0
7942,127.16438692403482
7943,127.16438692403482
7944,127.16438692403482
7945,127.16438692403482
7946,100.0
7947,127.16438692403482
7948,127.16438692403482
7949,400.0
7950,300.0
7951,100.0
7952,100.0
7953,127.16438692403482
7954,127.16438692403482
7955,127.16438692403482
7956,127.16438692403482
7957,100.0
7958,127.16438692403482
7959,100.0
7960,127.16438692403482
7961,400.0
7962,400.0
7963,400.0
7964,400.0
7965,400.0
7966,127.16438692403482
7967,127.16438692403482
7968,127.16438692403482
7969,127.16438692403482
7970,127.16438692403482
7971,127.16438692403482
7972,127.16438692403482
7973,127.16438692403482
7974,100.0
7975,700.0
7976,700.0
7977,100.0
7978,100.0
7979,127.16438692403482
7980,127.16438692403482
7981,127.16438692403482
7982,600.0
7983,600.0
7984,600.0
7985,500.0
7986,500.0
7987,100.0
7988,100.0
7989,127.16438692403482
7990,127.16438692403482
7991,127.16438692403482
7992,600.0
7993,600.0
7994,600.0
7995,500.0
7996,500.0
7997,100.0
7998,100.0
7999,400.0
8000,127.16438692403482
8001,100.0
8002,400.0
8003,500.0
8004,500.0
8005,127.16438692403482
8006,127.16438692403482
8007,127.16438692403482
8008,127.16438692403482
8009,400.0
8010,127.16438692403482
8011,127.16438692403482
8012,127.16438692403482
8013,100.0
8014,127.16438692403482
8015,400.0
8016,127.16438692403482
8017,400.0
8018,100.0
8019,400.0
8020,127.16438692403482
8021,127.16438692403482
8022,100.0
8023,100.0
8024,300.0
8025,400.0
8026,100.0
8027,100.0
8028,400.0
8029,127.16438692403482
8030,127.16438692403482
8031,100.0
8032,500.0
8033,400.0
8034,127.16438692403482
8035,127.16438692403482
8036,400.0
8037,127.16438692403482
8038,127.16438692403482
8039,127.16438692403482
8040,100.0
8041,500.0
8042,400.0
8043,127.16438692403482
8044,127.16438692403482
8045,400.0
8046,127.16438692403482
8047,127.16438692403482
8048,127.16438692403482
8049,100.0
8050,127.16438692403482
8051,127.16438692403482
8052,400.0
8053,400.0
8054,400.0
8055,127.16438692403482
8056,127.16438692403482
8057,600.0
8058,127.16438692403482
8059,127.16438692403482
8060,127.16438692403482
8061,127.16438692403482
8062,400.0
8063,400.0
8064,127.16438692403482
8065,127.16438692403482
8066,127.16438692403482
8067,127.16438692403482
8068,127.16438692403482
8069,127.16438692403482
8070,127.16438692403482
8071,127.16438692403482
8072,127.16438692403482
8073,127.16438692403482
8074,127.16438692403482
8075,127.16438692403482
8076,127.16438692403482
8077,127.16438692403482
8078,127.16438692403482
8079,127.16438692403482
8080,127.16438692403482
8081,127.16438692403482
8082,127.16438692403482
8083,127.16438692403482
8084,127.16438692403482
8085,127.16438692403482
8086,400.0
8087,127.16438692403482
8088,127.16438692403482
8089,400.0
8090,400.0
8091,127.16438692403482
8092,127.16438692403482
8093,127.16438692403482
8094,127.16438692403482
8095,127.16438692403482
8096,127.16438692403482
8097,400.0
8098,127.16438692403482
8099,127.16438692403482
8100,127.16438692403482
8101,400.0
8102,400.0
8103,127.16438692403482
8104,127.16438692403482
8105,127.16438692403482
8106,127.16438692403482
8107,127.16438692403482
8108,127.16438692403482
8109,400.0
8110,127.16438692403482
8111,127.16438692403482
8112,100.0
8113,400.0
8114,300.0
8115,500.0
8116,100.0
8117,100.0
8118,127.16438692403482
8119,127.16438692403482
8120,127.16438692403482
8121,127.16438692403482
8122,400.0
8123,500.0
8124,127.16438692403482
8125,127.16438692403482
8126,100.0
8127,127.16438692403482
8128,127.16438692403482
8129,400.0
8130,300.0
8131,400.0
8132,400.0
8133,100.0
8134,127.16438692403482
8135,127.16438692403482
8136,127.16438692403482
8137,400.0
8138,127.16438692403482
8139,400.0
8140,500.0
8141,127.16438692403482
8142,100.0
8143,127.16438692403482
8144,127.16438692403482
8145,400.0
8146,300.0
8147,400.0
8148,127.16438692403482
8149,127.16438692403482
8150,100.0
8151,400.0
8152,400.0
8153,127.16438692403482
8154,127.16438692403482
8155,100.0
8156,400.0
8157,400.0
8158,400.0
8159,127.16438692403482
8160,100.0
8161,400.0
8162,127.16438692403482
8163,127.16438692403482
8164,127.16438692403482
8165,100.0
8166,400.0
8167,400.0
8168,127.16438692403482
8169,127.16438692403482
8170,100.0
8171,400.0
8172,400.0
8173,400.0
8174,127.16438692403482
8175,100.0
8176,400.0
8177,127.16438692403482
8178,400.0
8179,127.16438692403482
8180,100.0
8181,400.0
8182,127.16438692403482
8183,200.0
8184,200.0
8185,100.0
8186,127.16438692403482
8187,127.16438692403482
8188,200.0
8189,127.16438692403482
8190,200.0
8191,200.0
8192,127.16438692403482
8193,400.0
8194,300.0
8195,127.16438692403482
8196,127.16438692403482
8197,300.0
8198,400.0
8199,127.16438692403482
8200,127.16438692403482
8201,127.16438692403482
8202,400.0
8203,300.0
8204,127.16438692403482
8205,127.16438692403482
8206,400.0
8207,300.0
8208,127.16438692403482
8209,127.16438692403482
8210,300.0
8211,400.0
8212,127.16438692403482
8213,100.0
8214,127.16438692403482
8215,300.0
8216,400.0
8217,127.16438692403482
8218,127.16438692403482
8219,400.0
8220,300.0
8221,127.16438692403482
8222,127.16438692403482
8223,400.0
8224,300.0
8225,127.16438692403482
8226,127.16438692403482
8227,127.16438692403482
8228,400.0
8229,400.0
8230,400.0
8231,127.16438692403482
8232,127.16438692403482
8233,127.16438692403482
8234,400.0
8235,400.0
8236,300.0
8237,400.0
8238,400.0
8239,300.0
8240,127.16438692403482
8241,127.16438692403482
8242,127.16438692403482
8243,127.16438692403482
8244,100.0
8245,100.0
8246,100.0
8247,100.0
8248,127.16438692403482
8249,127.16438692403482
8250,127.16438692403482
8251,127.16438692403482
8252,127.16438692403482
8253,127.16438692403482
8254,100.0
8255,127.16438692403482
8256,127.16438692403482
8257,127.16438692403482
8258,127.16438692403482
8259,127.16438692403482
8260,127.16438692403482
8261,127.16438692403482
8262,127.16438692403482
8263,127.16438692403482
8264,127.16438692403482
8265,127.16438692403482
8266,127.16438692403482
8267,127.16438692403482
8268,127.16438692403482
8269,127.16438692403482
8270,127.16438692403482
8271,127.16438692403482
8272,127.16438692403482
8273,127.16438692403482
8274,127.16438692403482
8275,127.16438692403482
8276,127.16438692403482
8277,127.16438692403482
8278,127.16438692403482
8279,127.16438692403482
8280,127.16438692403482
8281,127.16438692403482
8282,127.16438692403482
8283,127.16438692403482
8284,127.16438692403482
8285,127.16438692403482
8286,127.16438692403482
8287,127.16438692403482
8288,127.16438692403482
8289,127.16438692403482
8290,127.16438692403482
8291,127.16438692403482
8292,127.16438692403482
8293,127.16438692403482
8294,100.0
8295,100.0
8296,127.16438692403482
8297,127.16438692403482
8298,127.16438692403482
8299,127.16438692403482
8300,127.16438692403482
8301,127.16438692403482
8302,127.16438692403482
8303,127.16438692403482
8304,127.16438692403482
8305,127.16438692403482
8306,127.16438692403482
8307,127.16438692403482
8308,127.16438692403482
8309,127.16438692403482
8310,127.16438692403482
8311,127.16438692403482
8312,127.16438692403482
8313,127.16438692403482
8314,127.16438692403482
8315,127.16438692403482
8316,127.16438692403482
8317,100.0
8318,127.16438692403482
8319,100.0
8320,127.16438692403482
8321,127.16438692403482
8322,127.16438692403482
8323,127.16438692403482
8324,127.16438692403482
8325,127.16438692403482
8326,127.16438692403482
8327,127.16438692403482
8328,127.16438692403482
8329,127.16438692403482
8330,127.16438692403482
8331,127.16438692403482
8332,127.16438692403482
8333,127.16438692403482
8334,127.16438692403482
8335,127.16438692403482
8336,127.16438692403482
8337,127.16438692403482
8338,600.0
8339,127.16438692403482
8340,500.0
8341,500.0
8342,127.16438692403482
8343,127.16438692403482
8344,127.16438692403482
8345,127.16438692403482
8346,127.16438692403482
8347,127.16438692403482
8348,127.16438692403482
8349,127.16438692403482
8350,127.16438692403482
8351,127.16438692403482
8352,127.16438692403482
8353,127.16438692403482
8354,127.16438692403482
8355,127.16438692403482
8356,127.16438692403482
8357,127.16438692403482
8358,127.16438692403482
8359,127.16438692403482
8360,127.16438692403482
8361,127.16438692403482
8362,600.0
8363,600.0
8364,500.0
8365,500.0
8366,100.0
8367,600.0
8368,100.0
8369,127.16438692403482
8370,100.0
8371,200.0
8372,200.0
8373,100.0
8374,127.16438692403482
8375,127.16438692403482
8376,127.16438692403482
8377,127.16438692403482
8378,127.16438692403482
8379,400.0
8380,127.16438692403482
8381,127.16438692403482
8382,127.16438692403482
8383,127.16438692403482
8384,127.16438692403482
8385,127.16438692403482
8386,127.16438692403482
8387,127.16438692403482
8388,127.16438692403482
8389,127.16438692403482
8390,127.16438692403482
8391,127.16438692403482
8392,127.16438692403482
8393,127.16438692403482
8394,100.0
8395,500.0
8396,200.0
8397,500.0
8398,200.0
8399,500.0
8400,127.16438692403482
8401,127.16438692403482
8402,100.0
8403,300.0
8404,600.0
8405,500.0
8406,600.0
8407,500.0
8408,127.16438692403482
8409,600.0
8410,600.0
8411,100.0
8412,127.16438692403482
8413,400.0
8414,127.16438692403482
8415,127.16438692403482
8416,127.16438692403482
8417,400.0
8418,127.16438692403482
8419,127.16438692403482
8420,127.16438692403482
8421,127.16438692403482
8422,127.16438692403482
8423,127.16438692403482
8424,127.16438692403482
8425,127.16438692403482
8426,127.16438692403482
8427,400.0
8428,127.16438692403482
8429,127.16438692403482
8430,127.16438692403482
8431,127.16438692403482
8432,400.0
8433,100.0
8434,100.0
8435,127.16438692403482
8436,127.16438692403482
8437,127.16438692403482
8438,127.16438692403482
8439,127.16438692403482
8440,127.16438692403482
8441,127.16438692403482
8442,127.16438692403482
8443,127.16438692403482
8444,127.16438692403482
8445,127.16438692403482
8446,127.16438692403482
8447,127.16438692403482
8448,127.16438692403482
8449,127.16438692403482
8450,127.16438692403482
8451,127.16438692403482
8452,127.16438692403482
8453,127.16438692403482
8454,127.16438692403482
8455,127.16438692403482
8456,127.16438692403482
8457,127.16438692403482
8458,127.16438692403482
8459,127.16438692403482
8460,127.16438692403482
8461,127.16438692403482
8462,127.16438692403482
8463,127.16438692403482
8464,127.16438692403482
8465,127.16438692403482
8466,127.16438692403482
8467,127.16438692403482
8468,200.0
8469,400.0
8470,400.0
8471,400.0
8472,400.0
8473,400.0
8474,200.0
8475,127.16438692403482
8476,127.16438692403482
8477,127.16438692403482
8478,127.16438692403482
8479,127.16438692403482
8480,127.16438692403482
8481,127.16438692403482
8482,127.16438692403482
8483,127.16438692403482
8484,127.16438692403482
8485,127.16438692403482
8486,300.0
8487,300.0
8488,300.0
8489,300.0
8490,300.0
8491,300.0
8492,127.16438692403482
8493,127.16438692403482
8494,127.16438692403482
8495,127.16438692403482
8496,127.16438692403482
8497,127.16438692403482
8498,127.16438692403482
8499,127.16438692403482
8500,127.16438692403482
8501,127.16438692403482
8502,127.16438692403482
8503,127.16438692403482
8504,127.16438692403482
8505,127.16438692403482
8506,127.16438692403482
8507,127.16438692403482
8508,127.16438692403482
8509,127.16438692403482
8510,127.16438692403482
8511,127.16438692403482
8512,127.16438692403482
8513,127.16438692403482
8514,127.16438692403482
8515,127.16438692403482
8516,127.16438692403482
8517,127.16438692403482
8518,127.16438692403482
8519,127.16438692403482
8520,127.16438692403482
8521,127.16438692403482
8522,127.16438692403482
8523,127.16438692403482
8524,127.16438692403482
8525,127.16438692403482
8526,127.16438692403482
8527,100.0
8528,100.0
8529,100.0
8530,100.0
8531,127.16438692403482
8532,400.0
8533,400.0
8534,400.0
8535,400.0
8536,300.0
8537,300.0
8538,400.0
8539,127.16438692403482
8540,127.16438692403482
8541,127.16438692403482
8542,127.16438692403482
8543,127.16438692403482
8544,127.16438692403482
8545,127.16438692403482
8546,127.16438692403482
8547,127.16438692403482
8548,400.0
8549,400.0
8550,100.0
8551,100.0
8552,100.0
8553,100.0
8554,100.0
8555,127.16438692403482
8556,100.0
8557,127.16438692403482
8558,127.16438692403482
8559,300.0
8560,127.16438692403482
8561,127.16438692403482
8562,400.0
8563,300.0
8564,300.0
8565,127.16438692403482
8566,127.16438692403482
8567,127.16438692403482
8568,127.16438692403482
8569,127.16438692403482
8570,127.16438692403482
8571,400.0
8572,400.0
8573,400.0
8574,127.16438692403482
8575,127.16438692403482
8576,127.16438692403482
8577,127.16438692403482
8578,127.16438692403482
8579,127.16438692403482
8580,127.16438692403482
8581,400.0
8582,400.0
8583,400.0
8584,500.0
8585,500.0
8586,127.16438692403482
8587,127.16438692403482
8588,127.16438692403482
8589,127.16438692403482
8590,127.16438692403482
8591,127.16438692403482
8592,127.16438692403482
8593,127.16438692403482
8594,127.16438692403482
8595,127.16438692403482
8596,127.16438692403482
8597,127.16438692403482
8598,127.16438692403482
8599,127.16438692403482
8600,127.16438692403482
8601,127.16438692403482
8602,400.0
8603,400.0
8604,400.0
8605,400.0
8606,127.16438692403482
8607,127.16438692403482
8608,127.16438692403482
8609,127.16438692403482
8610,127.16438692403482
8611,127.16438692403482
8612,127.16438692403482
8613,300.0
8614,127.16438692403482
8615,127.16438692403482
8616,100.0
8617,127.16438692403482
8618,127.16438692403482
