,thc_emissions_[mg/km]
22269,49.22662638179499
22270,49.22662638179499
22271,49.22662638179499
22272,49.22662638179499
22273,49.22662638179499
22274,49.22662638179499
22275,49.22662638179499
22276,49.22662638179499
22277,49.22662638179499
22278,49.22662638179499
22279,49.22662638179499
22280,49.22662638179499
22281,49.22662638179499
22282,49.22662638179499
22283,49.22662638179499
22284,49.22662638179499
22285,49.22662638179499
22286,49.22662638179499
22287,49.22662638179499
22288,49.22662638179499
22289,49.22662638179499
22290,49.22662638179499
22291,49.22662638179499
22292,46.0
22293,49.22662638179499
22294,39.0
22295,26.0
22296,49.22662638179499
22297,15.0
22298,24.0
22299,49.22662638179499
22300,23.0
22301,26.0
22302,17.0
22303,26.0
22304,49.22662638179499
22305,29.0
22306,31.0
22307,47.0
22308,49.22662638179499
22309,48.0
22310,61.0
22311,29.0
22312,49.22662638179499
22313,21.0
22314,49.22662638179499
22315,23.0
22316,30.0
22317,66.0
22318,46.0
22319,56.0
22320,80.0
22321,20.0
22322,32.0
22323,49.22662638179499
22324,49.22662638179499
22325,21.0
22326,27.0
22327,49.22662638179499
22328,49.22662638179499
22329,49.0
22330,30.0
22331,21.0
22332,40.0
22333,49.22662638179499
22334,49.22662638179499
22335,26.0
22336,43.0
22337,35.0
22338,54.0
22339,49.22662638179499
22340,49.22662638179499
22341,22.0
22342,47.0
22343,49.22662638179499
22344,48.0
22345,61.0
22346,29.0
22347,49.22662638179499
22348,17.0
22349,21.0
22350,49.22662638179499
22351,23.0
22352,30.0
22353,66.0
22354,64.0
22355,52.0
22356,67.0
22357,26.0
22358,36.0
22359,49.22662638179499
22360,20.0
22361,35.0
22362,16.0
22363,40.0
22364,49.22662638179499
22365,28.0
22366,42.0
22367,25.0
22368,25.0
22369,49.22662638179499
22370,49.22662638179499
22371,49.22662638179499
22372,49.22662638179499
22373,51.0
22374,31.0
22375,28.0
22376,49.0
22377,61.0
22378,26.0
22379,49.22662638179499
22380,49.22662638179499
22381,36.0
22382,36.0
22383,49.22662638179499
22384,49.22662638179499
22385,49.22662638179499
22386,70.0
22387,45.0
22388,48.0
22389,49.22662638179499
22390,49.22662638179499
22391,55.0
22392,43.0
22393,49.22662638179499
22394,49.22662638179499
22395,28.0
22396,49.22662638179499
22397,49.22662638179499
22398,49.22662638179499
22399,47.0
22400,68.0
22401,78.0
22402,43.0
22403,49.22662638179499
22404,49.22662638179499
22405,28.0
22406,49.22662638179499
22407,49.22662638179499
22408,49.22662638179499
22409,47.0
22410,68.0
22411,78.0
22412,66.0
22413,49.22662638179499
22414,50.0
22415,78.0
22416,66.0
22417,49.22662638179499
22418,49.22662638179499
22419,52.0
22420,50.0
22421,78.0
22422,41.0
22423,49.22662638179499
22424,66.0
22425,34.0
22426,66.0
22427,49.22662638179499
22428,50.0
22429,78.0
22430,66.0
22431,49.22662638179499
22432,49.22662638179499
22433,52.0
22434,50.0
22435,78.0
22436,62.0
22437,54.0
22438,58.0
22439,36.0
22440,46.0
22441,85.0
22442,73.0
22443,85.0
22444,73.0
22445,41.0
22446,64.0
22447,74.0
22448,25.0
22449,58.0
22450,58.0
22451,49.22662638179499
22452,49.22662638179499
22453,53.0
22454,52.0
22455,49.22662638179499
22456,49.22662638179499
22457,49.22662638179499
22458,49.22662638179499
22459,49.22662638179499
22460,60.0
22461,41.0
22462,65.0
22463,34.0
22464,34.0
22465,38.0
22466,41.0
22467,49.22662638179499
22468,49.22662638179499
22469,49.22662638179499
22470,48.0
22471,54.0
22472,41.0
22473,64.0
22474,74.0
22475,25.0
22476,58.0
22477,58.0
22478,49.22662638179499
22479,49.22662638179499
22480,53.0
22481,52.0
22482,49.22662638179499
22483,49.22662638179499
22484,49.22662638179499
22485,49.22662638179499
22486,49.22662638179499
22487,60.0
22488,41.0
22489,65.0
22490,34.0
22491,34.0
22492,20.0
22493,58.0
22494,35.0
22495,49.22662638179499
22496,68.0
22497,88.0
22498,49.22662638179499
22499,49.22662638179499
22500,49.22662638179499
22501,49.22662638179499
22502,59.0
22503,38.0
22504,34.0
22505,61.0
22506,46.0
22507,76.0
22508,49.22662638179499
22509,49.22662638179499
22510,49.22662638179499
22511,49.22662638179499
22512,75.0
22513,64.0
22514,80.0
22515,20.0
22516,58.0
22517,35.0
22518,49.22662638179499
22519,68.0
22520,88.0
22521,49.22662638179499
22522,49.22662638179499
22523,49.22662638179499
22524,49.22662638179499
22525,59.0
22526,38.0
22527,34.0
22528,61.0
22529,46.0
22530,76.0
22531,49.22662638179499
22532,49.22662638179499
22533,49.22662638179499
22534,49.22662638179499
22535,75.0
22536,64.0
22537,80.0
22538,18.0
22539,49.22662638179499
22540,49.22662638179499
22541,64.0
22542,47.0
22543,56.0
22544,49.22662638179499
22545,49.22662638179499
22546,42.0
22547,69.0
22548,37.0
22549,58.0
22550,50.0
22551,49.22662638179499
22552,49.22662638179499
22553,49.22662638179499
22554,49.22662638179499
22555,71.0
22556,71.0
22557,71.0
22558,49.22662638179499
22559,49.22662638179499
22560,61.0
22561,79.0
22562,56.0
22563,91.0
22564,60.0
22565,49.22662638179499
22566,49.22662638179499
22567,42.0
22568,69.0
22569,37.0
22570,58.0
22571,50.0
22572,49.22662638179499
22573,49.22662638179499
22574,49.22662638179499
22575,49.22662638179499
22576,71.0
22577,71.0
22578,71.0
22579,49.22662638179499
22580,49.22662638179499
22581,61.0
22582,79.0
22583,56.0
22584,91.0
22585,60.0
22586,64.0
22587,49.22662638179499
22588,49.22662638179499
22589,55.0
22590,55.0
22591,62.0
22592,67.0
22593,67.0
22594,49.22662638179499
22595,49.22662638179499
22596,97.0
22597,84.0
22598,49.22662638179499
22599,49.22662638179499
22600,49.22662638179499
22601,52.0
22602,48.0
22603,59.0
22604,20.0
22605,31.0
22606,49.22662638179499
22607,49.22662638179499
22608,34.0
22609,47.0
22610,49.22662638179499
22611,49.22662638179499
22612,44.0
22613,61.0
22614,38.0
22615,49.0
22616,83.0
22617,18.0
22618,17.0
22619,71.0
22620,49.22662638179499
22621,49.22662638179499
22622,49.22662638179499
22623,49.22662638179499
22624,47.0
22625,79.0
22626,49.22662638179499
22627,83.0
22628,55.0
22629,49.22662638179499
22630,65.0
22631,75.0
22632,49.0
22633,55.0
22634,83.0
22635,68.0
22636,83.0
22637,65.0
22638,46.0
22639,35.0
22640,46.0
22641,31.0
22642,41.0
22643,31.0
22644,75.0
22645,75.0
22646,72.0
22647,38.0
22648,53.0
22649,31.0
22650,29.0
22651,55.0
22652,44.0
22653,34.0
22654,32.0
22655,61.0
22656,61.0
22657,61.0
22658,61.0
22659,61.0
22660,40.0
22661,40.0
22662,40.0
22663,50.0
22664,50.0
22665,50.0
22666,50.0
22667,65.0
22668,48.0
22669,65.0
22670,48.0
22671,49.22662638179499
22672,49.22662638179499
22673,49.22662638179499
22674,49.22662638179499
22675,52.0
22676,43.0
22677,52.0
22678,43.0
22679,52.0
22680,43.0
22681,49.22662638179499
22682,49.22662638179499
22683,49.22662638179499
22684,49.22662638179499
22685,49.22662638179499
22686,49.22662638179499
22687,49.22662638179499
22688,49.22662638179499
22689,71.0
22690,78.0
22691,71.0
22692,78.0
22693,71.0
22694,78.0
22695,49.22662638179499
22696,49.22662638179499
22697,49.22662638179499
22698,49.22662638179499
22699,49.22662638179499
22700,49.22662638179499
22701,63.0
22702,53.0
22703,63.0
22704,53.0
22705,64.0
22706,61.0
22707,64.0
22708,61.0
22709,56.0
22710,89.0
22711,56.0
22712,89.0
22713,49.22662638179499
22714,49.22662638179499
22715,84.0
22716,55.0
22717,84.0
22718,55.0
22719,49.22662638179499
22720,49.22662638179499
22721,49.22662638179499
22722,49.22662638179499
22723,49.22662638179499
22724,49.22662638179499
22725,49.22662638179499
22726,49.22662638179499
22727,49.22662638179499
22728,71.0
22729,76.0
22730,71.0
22731,76.0
22732,71.0
22733,76.0
22734,71.0
22735,76.0
22736,49.22662638179499
22737,49.22662638179499
22738,49.22662638179499
22739,49.22662638179499
22740,49.22662638179499
22741,49.22662638179499
22742,49.22662638179499
22743,49.22662638179499
22744,76.0
22745,83.0
22746,76.0
22747,83.0
22748,76.0
22749,83.0
22750,76.0
22751,83.0
22752,49.22662638179499
22753,49.22662638179499
22754,49.22662638179499
22755,49.22662638179499
22756,49.22662638179499
22757,49.22662638179499
22758,49.22662638179499
22759,49.22662638179499
22760,78.0
22761,63.0
22762,78.0
22763,63.0
22764,78.0
22765,63.0
22766,78.0
22767,63.0
22768,49.22662638179499
22769,49.22662638179499
22770,49.22662638179499
22771,64.0
22772,52.0
22773,64.0
22774,52.0
22775,64.0
22776,52.0
22777,64.0
22778,52.0
22779,56.0
22780,68.0
22781,56.0
22782,68.0
22783,56.0
22784,68.0
22785,49.22662638179499
22786,49.22662638179499
22787,49.22662638179499
22788,49.22662638179499
22789,77.0
22790,83.0
22791,77.0
22792,83.0
22793,49.22662638179499
22794,49.22662638179499
22795,49.22662638179499
22796,49.22662638179499
22797,67.0
22798,80.0
22799,67.0
22800,80.0
22801,49.22662638179499
22802,49.22662638179499
22803,49.22662638179499
22804,49.22662638179499
22805,75.0
22806,63.0
22807,75.0
22808,63.0
22809,49.22662638179499
22810,49.22662638179499
22811,35.0
22812,66.0
22813,45.0
22814,67.0
22815,45.0
22816,67.0
22817,93.0
22818,93.0
22819,93.0
22820,93.0
22821,75.0
22822,63.0
22823,75.0
22824,63.0
22825,49.22662638179499
22826,49.22662638179499
22827,34.0
22828,67.0
22829,55.0
22830,67.0
22831,93.0
22832,93.0
22833,93.0
22834,93.0
22835,49.22662638179499
22836,61.0
22837,49.22662638179499
22838,61.0
22839,89.0
22840,89.0
22841,69.0
22842,69.0
22843,52.0
22844,52.0
22845,49.22662638179499
22846,49.22662638179499
22847,49.0
22848,68.0
22849,49.22662638179499
22850,49.22662638179499
22851,49.22662638179499
22852,67.0
22853,49.22662638179499
22854,49.22662638179499
22855,52.0
22856,28.0
22857,49.22662638179499
22858,49.22662638179499
22859,65.0
22860,56.0
22861,50.0
22862,61.0
22863,52.0
22864,58.0
22865,55.0
22866,71.0
22867,55.0
22868,71.0
22869,62.0
22870,62.0
22871,49.22662638179499
22872,49.22662638179499
22873,40.0
22874,60.0
22875,50.0
22876,60.0
22877,61.0
22878,72.0
22879,49.22662638179499
22880,49.22662638179499
22881,49.22662638179499
22882,49.22662638179499
22883,40.0
22884,60.0
22885,50.0
22886,60.0
22887,40.0
22888,60.0
22889,58.0
22890,58.0
22891,49.22662638179499
22892,49.22662638179499
22893,49.22662638179499
22894,49.22662638179499
22895,40.0
22896,60.0
22897,50.0
22898,60.0
22899,40.0
22900,60.0
22901,58.0
22902,58.0
22903,66.0
22904,73.0
22905,58.0
22906,56.0
22907,101.0
22908,101.0
22909,55.0
22910,55.0
22911,106.0
22912,59.0
22913,106.0
22914,73.0
22915,53.0
22916,65.0
22917,53.0
22918,60.0
22919,60.0
22920,60.0
22921,60.0
22922,80.0
22923,60.0
22924,49.22662638179499
22925,49.22662638179499
22926,49.22662638179499
22927,49.22662638179499
22928,49.22662638179499
22929,49.22662638179499
22930,20.0
22931,50.0
22932,49.22662638179499
22933,49.22662638179499
22934,49.22662638179499
22935,60.0
22936,60.0
22937,50.0
22938,60.0
22939,50.0
22940,50.0
22941,40.0
22942,50.0
22943,60.0
22944,50.0
22945,50.0
22946,40.0
22947,40.0
22948,50.0
22949,50.0
22950,50.0
22951,60.0
22952,40.0
22953,49.22662638179499
22954,49.22662638179499
22955,28.0
22956,28.0
22957,45.0
22958,45.0
22959,92.0
22960,92.0
22961,48.0
22962,66.0
22963,66.0
22964,48.0
22965,66.0
22966,66.0
22967,49.22662638179499
22968,51.0
22969,50.0
22970,49.22662638179499
22971,69.0
22972,54.0
22973,69.0
22974,54.0
22975,37.0
22976,49.22662638179499
22977,52.0
22978,49.22662638179499
22979,61.0
22980,76.0
22981,49.22662638179499
22982,49.22662638179499
22983,49.22662638179499
22984,49.22662638179499
22985,58.0
22986,49.22662638179499
22987,49.22662638179499
22988,49.22662638179499
22989,73.0
22990,49.22662638179499
22991,33.0
22992,27.0
22993,49.22662638179499
22994,33.0
22995,27.0
22996,49.22662638179499
22997,49.22662638179499
22998,23.0
22999,42.0
23000,49.22662638179499
23001,49.22662638179499
23002,49.22662638179499
23003,73.0
23004,96.0
23005,37.0
23006,49.22662638179499
23007,49.22662638179499
23008,50.0
23009,50.0
23010,49.22662638179499
23011,41.0
23012,49.22662638179499
23013,32.0
23014,36.0
23015,49.22662638179499
23016,49.0
23017,46.0
23018,38.0
23019,49.22662638179499
23020,40.0
23021,50.0
23022,49.0
23023,49.22662638179499
23024,49.22662638179499
23025,35.0
23026,52.0
23027,44.0
23028,49.22662638179499
23029,42.0
23030,28.0
23031,50.0
23032,49.22662638179499
23033,49.22662638179499
23034,49.22662638179499
23035,49.22662638179499
23036,58.0
23037,46.0
23038,49.22662638179499
23039,49.22662638179499
23040,68.0
23041,65.0
23042,78.0
23043,49.22662638179499
23044,49.22662638179499
23045,55.0
23046,49.22662638179499
23047,49.22662638179499
23048,78.0
23049,50.0
23050,49.22662638179499
23051,49.22662638179499
23052,49.22662638179499
23053,49.22662638179499
23054,59.0
23055,49.22662638179499
23056,49.22662638179499
23057,62.0
23058,49.22662638179499
23059,49.22662638179499
23060,64.0
23061,47.0
23062,49.22662638179499
23063,49.22662638179499
23064,49.22662638179499
23065,49.22662638179499
23066,49.22662638179499
23067,49.22662638179499
23068,49.22662638179499
23069,49.22662638179499
23070,49.22662638179499
23071,49.22662638179499
23072,55.0
23073,49.22662638179499
23074,49.22662638179499
23075,78.0
23076,49.0
23077,49.22662638179499
23078,49.22662638179499
23079,49.0
23080,47.0
23081,49.22662638179499
23082,49.22662638179499
23083,49.22662638179499
23084,49.22662638179499
23085,52.0
23086,52.0
23087,58.0
23088,50.0
23089,49.22662638179499
23090,49.22662638179499
23091,49.22662638179499
23092,49.22662638179499
23093,49.22662638179499
23094,49.22662638179499
23095,46.0
23096,64.0
23097,50.0
23098,46.0
23099,66.0
23100,50.0
23101,46.0
23102,66.0
23103,68.0
23104,76.0
23105,57.0
23106,68.0
23107,76.0
23108,57.0
23109,99.0
23110,44.0
23111,29.0
23112,47.0
23113,31.0
23114,23.0
23115,47.0
23116,55.0
23117,60.0
23118,40.0
23119,29.0
23120,31.0
23121,28.0
23122,26.0
23123,26.0
23124,32.0
23125,30.0
23126,29.0
23127,26.0
23128,37.0
23129,49.22662638179499
23130,52.0
23131,52.0
23132,47.0
23133,49.22662638179499
23134,49.22662638179499
23135,49.22662638179499
23136,70.0
23137,54.0
23138,35.0
23139,36.0
23140,50.0
23141,45.0
23142,45.0
23143,55.0
23144,34.0
23145,49.22662638179499
23146,40.0
23147,38.0
23148,31.0
23149,31.0
23150,49.0
23151,49.0
23152,58.0
23153,49.22662638179499
23154,49.22662638179499
23155,49.22662638179499
23156,49.22662638179499
23157,49.22662638179499
23158,49.22662638179499
23159,49.22662638179499
23160,49.22662638179499
23161,30.0
23162,30.0
23163,49.22662638179499
23164,49.22662638179499
23165,49.22662638179499
23166,49.22662638179499
23167,49.22662638179499
23168,49.22662638179499
23169,43.0
23170,49.22662638179499
23171,35.0
23172,49.0
23173,24.0
23174,28.0
23175,49.22662638179499
23176,58.0
23177,49.22662638179499
23178,61.0
23179,58.0
23180,58.0
23181,49.22662638179499
23182,56.0
23183,53.0
23184,49.22662638179499
23185,49.22662638179499
23186,49.22662638179499
23187,49.22662638179499
23188,49.22662638179499
23189,49.22662638179499
23190,49.22662638179499
23191,42.0
23192,49.22662638179499
23193,59.0
23194,56.0
23195,44.0
23196,49.22662638179499
23197,75.0
23198,49.0
23199,59.0
23200,49.22662638179499
23201,86.0
23202,90.0
23203,72.0
23204,71.0
23205,71.0
23206,72.0
23207,71.0
23208,85.0
23209,85.0
23210,78.0
23211,78.0
23212,49.22662638179499
23213,49.22662638179499
23214,49.22662638179499
23215,49.22662638179499
23216,49.22662638179499
23217,49.22662638179499
23218,49.22662638179499
23219,49.22662638179499
23220,81.0
23221,81.0
23222,81.0
23223,81.0
23224,49.22662638179499
23225,49.22662638179499
23226,49.22662638179499
23227,84.0
23228,87.0
23229,84.0
23230,87.0
23231,49.22662638179499
23232,49.22662638179499
23233,49.22662638179499
23234,49.22662638179499
23235,49.22662638179499
23236,49.22662638179499
23237,49.22662638179499
23238,49.22662638179499
23239,49.22662638179499
23240,49.22662638179499
23241,66.0
23242,72.0
23243,49.22662638179499
23244,49.22662638179499
23245,81.0
23246,81.0
23247,49.22662638179499
23248,84.0
23249,87.0
23250,49.22662638179499
23251,49.22662638179499
23252,49.22662638179499
23253,49.22662638179499
23254,72.0
23255,87.0
23256,84.0
23257,49.22662638179499
23258,44.0
23259,44.0
23260,49.22662638179499
23261,59.0
23262,75.0
23263,49.22662638179499
23264,49.22662638179499
23265,49.22662638179499
23266,49.22662638179499
23267,64.0
23268,57.0
23269,49.22662638179499
23270,49.22662638179499
23271,49.22662638179499
23272,49.22662638179499
23273,49.22662638179499
23274,57.0
23275,82.0
23276,82.0
23277,66.0
23278,66.0
23279,46.0
23280,49.22662638179499
23281,49.22662638179499
23282,95.0
23283,95.0
23284,95.0
23285,95.0
23286,49.22662638179499
23287,49.22662638179499
23288,49.22662638179499
23289,49.22662638179499
23290,49.22662638179499
23291,49.22662638179499
23292,49.22662638179499
23293,49.22662638179499
23294,64.0
23295,64.0
23296,34.0
23297,34.0
23298,49.22662638179499
23299,49.22662638179499
23300,49.22662638179499
23301,49.22662638179499
23302,49.22662638179499
23303,49.22662638179499
23304,49.22662638179499
23305,49.22662638179499
23306,57.0
23307,57.0
23308,58.0
23309,58.0
23310,49.22662638179499
23311,49.22662638179499
23312,64.0
23313,57.0
23314,49.22662638179499
23315,49.22662638179499
23316,49.22662638179499
23317,49.22662638179499
23318,49.22662638179499
23319,57.0
23320,58.0
23321,49.22662638179499
23322,49.22662638179499
23323,49.22662638179499
23324,49.22662638179499
23325,49.22662638179499
23326,40.0
23327,70.0
23328,41.0
23329,56.0
23330,40.0
23331,70.0
23332,49.22662638179499
23333,49.22662638179499
23334,33.0
23335,46.0
23336,55.0
23337,33.0
23338,40.0
23339,55.0
23340,39.0
23341,54.0
23342,49.22662638179499
23343,49.22662638179499
23344,46.0
23345,52.0
23346,48.0
23347,46.0
23348,43.0
23349,42.0
23350,27.0
23351,23.0
23352,33.0
23353,24.0
23354,27.0
23355,23.0
23356,33.0
23357,24.0
23358,49.22662638179499
23359,49.22662638179499
23360,49.22662638179499
23361,49.22662638179499
23362,55.0
23363,42.0
23364,42.0
23365,33.0
23366,37.0
23367,33.0
23368,37.0
23369,33.0
23370,37.0
23371,49.22662638179499
23372,49.22662638179499
23373,49.22662638179499
23374,29.0
23375,37.0
23376,49.22662638179499
23377,29.0
23378,37.0
23379,49.22662638179499
23380,29.0
23381,37.0
23382,49.22662638179499
23383,29.0
23384,36.0
23385,49.22662638179499
23386,29.0
23387,36.0
23388,49.22662638179499
23389,29.0
23390,36.0
23391,49.22662638179499
23392,86.0
23393,66.0
23394,78.0
23395,66.0
23396,78.0
23397,51.0
23398,51.0
23399,52.0
23400,71.0
23401,52.0
23402,71.0
23403,37.0
23404,28.0
23405,24.0
23406,31.0
23407,24.0
23408,30.0
23409,13.0
23410,22.0
23411,14.0
23412,21.0
23413,30.0
23414,30.0
23415,42.0
23416,49.22662638179499
23417,49.22662638179499
23418,22.0
23419,20.0
23420,57.0
23421,32.0
23422,35.0
23423,35.0
23424,41.0
23425,31.0
23426,34.0
23427,49.22662638179499
23428,49.22662638179499
23429,49.22662638179499
23430,49.22662638179499
23431,31.0
23432,34.0
23433,49.22662638179499
23434,49.22662638179499
23435,49.22662638179499
23436,49.22662638179499
23437,30.0
23438,30.0
23439,30.0
23440,40.0
23441,49.22662638179499
23442,49.22662638179499
23443,49.22662638179499
23444,31.0
23445,29.0
23446,30.0
23447,49.22662638179499
23448,49.22662638179499
23449,49.0
23450,34.0
23451,34.0
23452,49.22662638179499
23453,49.22662638179499
23454,49.22662638179499
23455,15.0
23456,49.22662638179499
23457,49.22662638179499
23458,34.0
23459,39.0
23460,49.0
23461,82.0
23462,49.22662638179499
23463,39.0
23464,80.0
23465,58.0
23466,49.0
23467,82.0
23468,49.0
23469,52.0
23470,52.0
23471,79.0
23472,79.0
23473,49.0
23474,64.0
23475,49.22662638179499
23476,49.22662638179499
23477,49.22662638179499
23478,49.22662638179499
23479,49.22662638179499
23480,49.22662638179499
23481,37.0
23482,37.0
23483,37.0
23484,37.0
23485,46.0
23486,51.0
23487,46.0
23488,51.0
23489,40.0
23490,49.22662638179499
23491,49.22662638179499
23492,49.22662638179499
23493,49.22662638179499
23494,49.22662638179499
23495,20.0
23496,20.0
23497,20.0
23498,49.0
23499,38.0
23500,43.0
23501,49.22662638179499
23502,49.22662638179499
23503,74.0
23504,54.0
23505,49.22662638179499
23506,49.22662638179499
23507,49.22662638179499
23508,49.22662638179499
23509,20.0
23510,20.0
23511,20.0
23512,20.0
23513,43.0
23514,40.0
23515,49.0
23516,74.0
23517,54.0
23518,49.22662638179499
23519,49.22662638179499
23520,49.22662638179499
23521,58.0
23522,37.0
23523,49.22662638179499
23524,16.0
23525,49.22662638179499
23526,49.22662638179499
23527,49.22662638179499
23528,49.22662638179499
23529,55.0
23530,31.0
23531,49.22662638179499
23532,34.0
23533,36.0
23534,70.0
23535,70.0
23536,70.0
23537,70.0
23538,62.0
23539,57.0
23540,50.0
23541,50.0
23542,60.0
23543,60.0
23544,49.22662638179499
23545,49.22662638179499
23546,49.22662638179499
23547,49.22662638179499
23548,131.0
23549,49.22662638179499
23550,49.22662638179499
23551,49.22662638179499
23552,49.22662638179499
23553,53.0
23554,49.22662638179499
23555,145.0
23556,98.0
23557,49.22662638179499
23558,49.22662638179499
23559,100.0
23560,131.0
23561,50.0
23562,10.0
23563,10.0
23564,36.0
23565,49.22662638179499
23566,49.22662638179499
23567,40.0
23568,50.0
23569,30.0
23570,50.0
23571,20.0
23572,38.0
23573,30.0
23574,47.0
23575,78.0
23576,50.0
23577,41.0
23578,78.0
23579,86.0
23580,49.22662638179499
23581,49.22662638179499
23582,49.0
23583,52.0
23584,38.0
23585,53.0
23586,49.0
23587,43.0
23588,49.0
23589,49.0
23590,49.22662638179499
23591,28.0
23592,53.0
23593,41.0
23594,53.0
23595,53.0
23596,49.22662638179499
23597,49.22662638179499
23598,28.0
23599,49.22662638179499
23600,52.0
23601,31.0
23602,35.0
23603,49.22662638179499
23604,46.0
23605,42.0
23606,49.22662638179499
23607,52.0
23608,49.22662638179499
23609,38.0
23610,38.0
23611,76.0
23612,38.0
23613,76.0
23614,49.22662638179499
23615,36.0
23616,36.0
23617,40.0
23618,40.0
23619,30.0
23620,48.0
23621,35.0
23622,29.0
23623,70.0
23624,29.0
23625,70.0
23626,29.0
23627,70.0
23628,49.22662638179499
23629,49.22662638179499
23630,49.22662638179499
23631,49.22662638179499
23632,49.22662638179499
23633,49.22662638179499
23634,49.22662638179499
23635,49.22662638179499
23636,49.22662638179499
23637,49.22662638179499
23638,49.22662638179499
23639,49.22662638179499
23640,52.0
23641,64.0
23642,52.0
23643,64.0
23644,52.0
23645,64.0
23646,49.22662638179499
23647,49.22662638179499
23648,49.22662638179499
23649,49.22662638179499
23650,49.22662638179499
23651,49.22662638179499
23652,49.22662638179499
23653,49.22662638179499
23654,49.22662638179499
23655,49.22662638179499
23656,49.22662638179499
23657,49.22662638179499
23658,22.0
23659,43.0
23660,22.0
23661,43.0
23662,49.22662638179499
23663,49.22662638179499
23664,49.22662638179499
23665,49.22662638179499
23666,49.22662638179499
23667,49.22662638179499
23668,49.22662638179499
23669,49.22662638179499
23670,49.22662638179499
23671,49.22662638179499
23672,62.0
23673,60.0
23674,62.0
23675,60.0
23676,29.0
23677,70.0
23678,29.0
23679,70.0
23680,29.0
23681,70.0
23682,49.22662638179499
23683,49.22662638179499
23684,49.22662638179499
23685,49.22662638179499
23686,49.22662638179499
23687,49.22662638179499
23688,49.22662638179499
23689,49.22662638179499
23690,49.22662638179499
23691,49.22662638179499
23692,49.22662638179499
23693,49.22662638179499
23694,52.0
23695,64.0
23696,52.0
23697,64.0
23698,52.0
23699,64.0
23700,49.22662638179499
23701,49.22662638179499
23702,49.22662638179499
23703,49.22662638179499
23704,49.22662638179499
23705,49.22662638179499
23706,49.22662638179499
23707,49.22662638179499
23708,49.22662638179499
23709,49.22662638179499
23710,49.22662638179499
23711,49.22662638179499
23712,22.0
23713,43.0
23714,22.0
23715,43.0
23716,49.22662638179499
23717,49.22662638179499
23718,49.22662638179499
23719,49.22662638179499
23720,49.22662638179499
23721,49.22662638179499
23722,49.22662638179499
23723,49.22662638179499
23724,49.22662638179499
23725,49.22662638179499
23726,62.0
23727,60.0
23728,62.0
23729,60.0
23730,29.0
23731,78.0
23732,29.0
23733,78.0
23734,52.0
23735,76.0
23736,52.0
23737,76.0
23738,49.22662638179499
23739,49.22662638179499
23740,49.22662638179499
23741,49.22662638179499
23742,49.22662638179499
23743,22.0
23744,45.0
23745,22.0
23746,45.0
23747,49.22662638179499
23748,49.22662638179499
23749,49.22662638179499
23750,49.22662638179499
23751,49.22662638179499
23752,62.0
23753,60.0
23754,62.0
23755,60.0
23756,37.0
23757,59.0
23758,37.0
23759,59.0
23760,49.22662638179499
23761,49.22662638179499
23762,49.22662638179499
23763,49.22662638179499
23764,37.0
23765,67.0
23766,37.0
23767,67.0
23768,49.22662638179499
23769,49.22662638179499
23770,49.22662638179499
23771,49.22662638179499
23772,28.0
23773,58.0
23774,28.0
23775,58.0
23776,24.0
23777,32.0
23778,24.0
23779,32.0
23780,49.22662638179499
23781,49.22662638179499
23782,24.0
23783,26.0
23784,24.0
23785,26.0
23786,26.0
23787,45.0
23788,30.0
23789,45.0
23790,30.0
23791,49.22662638179499
23792,49.22662638179499
23793,49.22662638179499
23794,47.0
23795,32.0
23796,47.0
23797,32.0
23798,49.22662638179499
23799,49.22662638179499
23800,49.22662638179499
23801,22.0
23802,39.0
23803,22.0
23804,39.0
23805,31.0
23806,31.0
23807,49.22662638179499
23808,49.22662638179499
23809,24.0
23810,24.0
23811,23.0
23812,45.0
23813,30.0
23814,45.0
23815,30.0
23816,45.0
23817,30.0
23818,49.22662638179499
23819,49.22662638179499
23820,49.22662638179499
23821,49.22662638179499
23822,49.22662638179499
23823,49.22662638179499
23824,47.0
23825,32.0
23826,47.0
23827,32.0
23828,49.22662638179499
23829,49.22662638179499
23830,49.22662638179499
23831,49.22662638179499
23832,22.0
23833,39.0
23834,22.0
23835,39.0
23836,31.0
23837,31.0
23838,49.22662638179499
23839,49.22662638179499
23840,24.0
23841,24.0
23842,44.0
23843,67.0
23844,44.0
23845,67.0
23846,44.0
23847,59.0
23848,44.0
23849,59.0
23850,49.22662638179499
23851,49.22662638179499
23852,49.22662638179499
23853,49.22662638179499
23854,44.0
23855,67.0
23856,44.0
23857,67.0
23858,49.22662638179499
23859,49.22662638179499
23860,49.22662638179499
23861,49.22662638179499
23862,28.0
23863,58.0
23864,28.0
23865,58.0
23866,24.0
23867,26.0
23868,24.0
23869,26.0
23870,44.0
23871,59.0
23872,44.0
23873,59.0
23874,44.0
23875,59.0
23876,49.22662638179499
23877,49.22662638179499
23878,49.22662638179499
23879,49.22662638179499
23880,49.22662638179499
23881,49.22662638179499
23882,27.0
23883,46.0
23884,27.0
23885,46.0
23886,27.0
23887,46.0
23888,49.22662638179499
23889,49.22662638179499
23890,49.22662638179499
23891,49.22662638179499
23892,49.22662638179499
23893,49.22662638179499
23894,28.0
23895,58.0
23896,26.0
23897,42.0
23898,72.0
23899,22.0
23900,78.0
23901,55.0
23902,62.0
23903,55.0
23904,62.0
23905,32.0
23906,32.0
23907,32.0
23908,26.0
23909,26.0
