,thc_emissions
0,62.52649849072864
1,62.52649849072864
2,62.52649849072864
3,62.52649849072864
4,62.52649849072864
5,62.52649849072864
6,62.52649849072864
7,62.52649849072864
8,62.52649849072864
9,62.52649849072864
10,62.52649849072864
11,62.52649849072864
12,62.52649849072864
13,62.52649849072864
14,62.52649849072864
15,62.52649849072864
16,62.52649849072864
17,62.52649849072864
18,62.52649849072864
19,62.52649849072864
20,62.52649849072864
21,62.52649849072864
22,62.52649849072864
23,62.52649849072864
24,62.52649849072864
25,62.52649849072864
26,62.52649849072864
27,62.52649849072864
28,62.52649849072864
29,62.52649849072864
30,62.52649849072864
31,62.52649849072864
32,62.52649849072864
33,62.52649849072864
34,62.52649849072864
35,62.52649849072864
36,62.52649849072864
37,62.52649849072864
38,62.52649849072864
39,62.52649849072864
40,62.52649849072864
41,62.52649849072864
42,62.52649849072864
43,62.52649849072864
44,62.52649849072864
45,62.52649849072864
46,62.52649849072864
47,62.52649849072864
48,62.52649849072864
49,62.52649849072864
50,62.52649849072864
51,62.52649849072864
52,62.52649849072864
53,62.52649849072864
54,62.52649849072864
55,62.52649849072864
56,62.52649849072864
57,62.52649849072864
58,62.52649849072864
59,62.52649849072864
60,62.52649849072864
61,62.52649849072864
62,62.52649849072864
63,62.52649849072864
64,62.52649849072864
65,62.52649849072864
66,62.52649849072864
67,62.52649849072864
68,62.52649849072864
69,62.52649849072864
70,62.52649849072864
71,62.52649849072864
72,62.52649849072864
73,62.52649849072864
74,62.52649849072864
75,62.52649849072864
76,62.52649849072864
77,62.52649849072864
78,62.52649849072864
79,62.52649849072864
80,62.52649849072864
81,62.52649849072864
82,62.52649849072864
83,62.52649849072864
84,62.52649849072864
85,62.52649849072864
86,62.52649849072864
87,62.52649849072864
88,62.52649849072864
89,62.52649849072864
90,62.52649849072864
91,62.52649849072864
92,62.52649849072864
93,62.52649849072864
94,62.52649849072864
95,62.52649849072864
96,62.52649849072864
97,95.0
98,131.0
99,62.52649849072864
100,62.52649849072864
101,62.52649849072864
102,62.52649849072864
103,62.52649849072864
104,122.0
105,62.52649849072864
106,62.52649849072864
107,134.0
108,134.0
109,48.0
110,58.0
111,95.0
112,139.0
113,122.0
114,111.0
115,122.0
116,111.0
117,122.0
118,111.0
119,62.52649849072864
120,62.52649849072864
121,153.0
122,184.0
123,187.0
124,153.0
125,187.0
126,153.0
127,134.0
128,169.0
129,134.0
130,169.0
131,134.0
132,169.0
133,48.0
134,62.0
135,48.0
136,62.0
137,62.52649849072864
138,62.52649849072864
139,62.52649849072864
140,62.52649849072864
141,48.0
142,62.0
143,48.0
144,62.0
145,62.52649849072864
146,62.52649849072864
147,62.52649849072864
148,62.52649849072864
149,187.0
150,153.0
151,187.0
152,153.0
153,134.0
154,169.0
155,134.0
156,169.0
157,62.52649849072864
158,62.52649849072864
159,62.52649849072864
160,62.52649849072864
161,125.0
162,135.0
163,73.0
164,108.0
165,73.0
166,108.0
167,108.0
168,169.0
169,135.0
170,108.0
171,108.0
172,95.0
173,95.0
174,127.0
175,108.0
176,62.52649849072864
177,62.52649849072864
178,62.52649849072864
179,62.52649849072864
180,62.52649849072864
181,62.52649849072864
182,62.52649849072864
183,62.52649849072864
184,62.52649849072864
185,62.52649849072864
186,120.0
187,126.0
188,78.0
189,95.0
190,62.52649849072864
191,62.52649849072864
192,62.52649849072864
193,62.52649849072864
194,62.52649849072864
195,62.52649849072864
196,62.52649849072864
197,62.52649849072864
198,130.0
199,10.0
200,156.0
201,135.0
202,62.52649849072864
203,110.0
204,120.0
205,62.52649849072864
206,62.52649849072864
207,62.52649849072864
208,62.52649849072864
209,62.52649849072864
210,62.52649849072864
211,62.52649849072864
212,62.52649849072864
213,62.52649849072864
214,62.52649849072864
215,62.52649849072864
216,62.52649849072864
217,42.0
218,79.0
219,62.52649849072864
220,62.52649849072864
221,62.52649849072864
222,62.52649849072864
223,62.52649849072864
224,62.52649849072864
225,62.52649849072864
226,62.52649849072864
227,62.52649849072864
228,62.52649849072864
229,62.52649849072864
230,62.52649849072864
231,62.52649849072864
232,62.52649849072864
233,62.52649849072864
234,62.52649849072864
235,62.52649849072864
236,62.52649849072864
237,62.52649849072864
238,62.52649849072864
239,62.52649849072864
240,62.52649849072864
241,62.52649849072864
242,62.52649849072864
243,62.52649849072864
244,62.52649849072864
245,62.52649849072864
246,62.52649849072864
247,62.52649849072864
248,62.52649849072864
249,62.52649849072864
250,62.52649849072864
251,62.52649849072864
252,62.52649849072864
253,62.52649849072864
254,62.52649849072864
255,62.52649849072864
256,62.52649849072864
257,62.52649849072864
258,62.52649849072864
259,62.52649849072864
260,62.52649849072864
261,62.52649849072864
262,62.52649849072864
263,62.52649849072864
264,62.52649849072864
265,62.52649849072864
266,62.52649849072864
267,121.0
268,62.52649849072864
269,62.52649849072864
270,62.52649849072864
271,62.52649849072864
272,62.52649849072864
273,62.52649849072864
274,62.52649849072864
275,62.52649849072864
276,62.52649849072864
277,62.52649849072864
278,62.52649849072864
279,62.52649849072864
280,62.52649849072864
281,62.52649849072864
282,62.52649849072864
283,62.52649849072864
284,62.52649849072864
285,62.52649849072864
286,62.52649849072864
287,62.52649849072864
288,62.52649849072864
289,62.52649849072864
290,62.52649849072864
291,62.52649849072864
292,62.52649849072864
293,62.52649849072864
294,62.52649849072864
295,62.52649849072864
296,62.52649849072864
297,62.52649849072864
298,62.52649849072864
299,62.52649849072864
300,62.52649849072864
301,62.52649849072864
302,62.52649849072864
303,62.52649849072864
304,62.52649849072864
305,62.52649849072864
306,62.52649849072864
307,62.52649849072864
308,62.52649849072864
309,62.52649849072864
310,62.52649849072864
311,62.52649849072864
312,62.52649849072864
313,62.52649849072864
314,62.52649849072864
315,62.52649849072864
316,62.52649849072864
317,62.52649849072864
318,62.52649849072864
319,62.52649849072864
320,62.52649849072864
321,62.52649849072864
322,62.52649849072864
323,62.52649849072864
324,62.52649849072864
325,62.52649849072864
326,62.52649849072864
327,62.52649849072864
328,62.52649849072864
329,62.52649849072864
330,62.52649849072864
331,62.52649849072864
332,62.52649849072864
333,62.52649849072864
334,62.52649849072864
335,62.52649849072864
336,62.52649849072864
337,62.52649849072864
338,62.52649849072864
339,62.52649849072864
340,62.52649849072864
341,62.52649849072864
342,62.52649849072864
343,62.52649849072864
344,62.52649849072864
345,62.52649849072864
346,62.52649849072864
347,62.52649849072864
348,62.52649849072864
349,62.52649849072864
350,62.52649849072864
351,62.52649849072864
352,62.52649849072864
353,62.52649849072864
354,62.52649849072864
355,62.52649849072864
356,62.52649849072864
357,73.0
358,62.52649849072864
359,73.0
360,62.52649849072864
361,84.0
362,108.0
363,62.52649849072864
364,62.52649849072864
365,27.0
366,110.0
367,62.52649849072864
368,62.52649849072864
369,62.52649849072864
370,62.52649849072864
371,62.52649849072864
372,62.52649849072864
373,62.52649849072864
374,62.52649849072864
375,62.52649849072864
376,62.52649849072864
377,62.52649849072864
378,54.0
379,84.0
380,62.52649849072864
381,62.52649849072864
382,54.0
383,84.0
384,62.52649849072864
385,62.52649849072864
386,110.0
387,62.52649849072864
388,110.0
389,62.52649849072864
390,62.52649849072864
391,62.52649849072864
392,52.0
393,62.52649849072864
394,62.52649849072864
395,137.0
396,62.52649849072864
397,137.0
398,62.52649849072864
399,52.0
400,62.52649849072864
401,115.0
402,62.52649849072864
403,52.0
404,62.52649849072864
405,115.0
406,62.52649849072864
407,115.0
408,62.52649849072864
409,115.0
410,62.52649849072864
411,115.0
412,62.52649849072864
413,91.0
414,62.52649849072864
415,91.0
416,62.52649849072864
417,91.0
418,62.52649849072864
419,91.0
420,62.52649849072864
421,91.0
422,62.52649849072864
423,91.0
424,62.52649849072864
425,62.52649849072864
426,62.52649849072864
427,62.52649849072864
428,62.52649849072864
429,62.52649849072864
430,62.52649849072864
431,62.52649849072864
432,62.52649849072864
433,47.0
434,62.52649849072864
435,47.0
436,62.52649849072864
437,62.52649849072864
438,47.0
439,62.52649849072864
440,47.0
441,47.0
442,62.52649849072864
443,62.52649849072864
444,62.52649849072864
445,62.52649849072864
446,62.52649849072864
447,62.52649849072864
448,62.52649849072864
449,62.52649849072864
450,61.0
451,62.52649849072864
452,61.0
453,62.52649849072864
454,62.52649849072864
455,62.52649849072864
456,62.52649849072864
457,62.52649849072864
458,62.52649849072864
459,62.52649849072864
460,62.52649849072864
461,62.52649849072864
462,62.52649849072864
463,62.52649849072864
464,62.52649849072864
465,62.52649849072864
466,62.52649849072864
467,62.52649849072864
468,62.52649849072864
469,62.52649849072864
470,62.52649849072864
471,62.52649849072864
472,62.52649849072864
473,62.52649849072864
474,62.52649849072864
475,62.52649849072864
476,62.52649849072864
477,62.52649849072864
478,62.52649849072864
479,62.52649849072864
480,62.52649849072864
481,62.52649849072864
482,128.0
483,106.0
484,71.0
485,62.52649849072864
486,62.52649849072864
487,62.52649849072864
488,62.52649849072864
489,92.0
490,77.0
491,62.52649849072864
492,62.52649849072864
493,62.52649849072864
