,fuel_cost_12000_miles
7450,1548.0944902824476
7451,1548.0944902824476
7452,1548.0944902824476
7453,1548.0944902824476
7454,1548.0944902824476
7455,1548.0944902824476
7456,1548.0944902824476
7457,1548.0944902824476
7458,1548.0944902824476
7459,1548.0944902824476
7460,1548.0944902824476
7461,1548.0944902824476
7462,1548.0944902824476
7463,1548.0944902824476
7464,1548.0944902824476
7465,1548.0944902824476
7466,1548.0944902824476
7467,1548.0944902824476
7468,1548.0944902824476
7469,1548.0944902824476
7470,1548.0944902824476
7471,1548.0944902824476
7472,1548.0944902824476
7473,1548.0944902824476
7474,1548.0944902824476
7475,1548.0944902824476
7476,1548.0944902824476
7477,1548.0944902824476
7478,1548.0944902824476
7479,1548.0944902824476
7480,1548.0944902824476
7481,1548.0944902824476
7482,1548.0944902824476
7483,1548.0944902824476
7484,1548.0944902824476
7485,1548.0944902824476
7486,1548.0944902824476
7487,1548.0944902824476
7488,1548.0944902824476
7489,1548.0944902824476
7490,1548.0944902824476
7491,1548.0944902824476
7492,1548.0944902824476
7493,1548.0944902824476
7494,1548.0944902824476
7495,1548.0944902824476
7496,1548.0944902824476
7497,1548.0944902824476
7498,1548.0944902824476
7499,1548.0944902824476
7500,1548.0944902824476
7501,1548.0944902824476
7502,1548.0944902824476
7503,1548.0944902824476
7504,1548.0944902824476
7505,1548.0944902824476
7506,1548.0944902824476
7507,1548.0944902824476
7508,1548.0944902824476
7509,1548.0944902824476
7510,1548.0944902824476
7511,1548.0944902824476
7512,1548.0944902824476
7513,1548.0944902824476
7514,1548.0944902824476
7515,1548.0944902824476
7516,1548.0944902824476
7517,1548.0944902824476
7518,1548.0944902824476
7519,1548.0944902824476
7520,1548.0944902824476
7521,1548.0944902824476
7522,1548.0944902824476
7523,1548.0944902824476
7524,1548.0944902824476
7525,1548.0944902824476
7526,1548.0944902824476
7527,1548.0944902824476
7528,1548.0944902824476
7529,1548.0944902824476
7530,1548.0944902824476
7531,1548.0944902824476
7532,1548.0944902824476
7533,1548.0944902824476
7534,1548.0944902824476
7535,1548.0944902824476
7536,1548.0944902824476
7537,1548.0944902824476
7538,1548.0944902824476
7539,1548.0944902824476
7540,1548.0944902824476
7541,1548.0944902824476
7542,1548.0944902824476
7543,1548.0944902824476
7544,1548.0944902824476
7545,1548.0944902824476
7546,1548.0944902824476
7547,1548.0944902824476
7548,1548.0944902824476
7549,1548.0944902824476
7550,1548.0944902824476
7551,1548.0944902824476
7552,1548.0944902824476
7553,1548.0944902824476
7554,1548.0944902824476
7555,1548.0944902824476
7556,1548.0944902824476
7557,1548.0944902824476
7558,1548.0944902824476
7559,1548.0944902824476
7560,1548.0944902824476
7561,1548.0944902824476
7562,1548.0944902824476
7563,1548.0944902824476
7564,1548.0944902824476
7565,1548.0944902824476
7566,1548.0944902824476
7567,1548.0944902824476
7568,1548.0944902824476
7569,1548.0944902824476
7570,1548.0944902824476
7571,1548.0944902824476
7572,1548.0944902824476
7573,1548.0944902824476
7574,1548.0944902824476
7575,1548.0944902824476
7576,1548.0944902824476
7577,1548.0944902824476
7578,1548.0944902824476
7579,1548.0944902824476
7580,1548.0944902824476
7581,1548.0944902824476
7582,1548.0944902824476
7583,1548.0944902824476
7584,1548.0944902824476
7585,1548.0944902824476
7586,1548.0944902824476
7587,1548.0944902824476
7588,1548.0944902824476
7589,1548.0944902824476
7590,1548.0944902824476
7591,1548.0944902824476
7592,1548.0944902824476
7593,1548.0944902824476
7594,1548.0944902824476
7595,1548.0944902824476
7596,1548.0944902824476
7597,1548.0944902824476
7598,1548.0944902824476
7599,1548.0944902824476
7600,1548.0944902824476
7601,1548.0944902824476
7602,1548.0944902824476
7603,1548.0944902824476
7604,1548.0944902824476
7605,1548.0944902824476
7606,1548.0944902824476
7607,1548.0944902824476
7608,1548.0944902824476
7609,1548.0944902824476
7610,1548.0944902824476
7611,1548.0944902824476
7612,1548.0944902824476
7613,1548.0944902824476
7614,1548.0944902824476
7615,1548.0944902824476
7616,1548.0944902824476
7617,1548.0944902824476
7618,1548.0944902824476
7619,1548.0944902824476
7620,1548.0944902824476
7621,1548.0944902824476
7622,1548.0944902824476
7623,1548.0944902824476
7624,1548.0944902824476
7625,1548.0944902824476
7626,1548.0944902824476
7627,1548.0944902824476
7628,1548.0944902824476
7629,1548.0944902824476
7630,1548.0944902824476
7631,1548.0944902824476
7632,1548.0944902824476
7633,1548.0944902824476
7634,1548.0944902824476
7635,1548.0944902824476
7636,1548.0944902824476
7637,1548.0944902824476
7638,1548.0944902824476
7639,1548.0944902824476
7640,1548.0944902824476
7641,1548.0944902824476
7642,1548.0944902824476
7643,1548.0944902824476
7644,1548.0944902824476
7645,1548.0944902824476
7646,1548.0944902824476
7647,1548.0944902824476
7648,1548.0944902824476
7649,1548.0944902824476
7650,1548.0944902824476
7651,1548.0944902824476
7652,1548.0944902824476
7653,1548.0944902824476
7654,1548.0944902824476
7655,1548.0944902824476
7656,1548.0944902824476
7657,1548.0944902824476
7658,1548.0944902824476
7659,1548.0944902824476
7660,1548.0944902824476
7661,1548.0944902824476
7662,1548.0944902824476
7663,1548.0944902824476
7664,1548.0944902824476
7665,1548.0944902824476
7666,1548.0944902824476
7667,1548.0944902824476
7668,1548.0944902824476
7669,1548.0944902824476
7670,1548.0944902824476
7671,1548.0944902824476
7672,1548.0944902824476
7673,1548.0944902824476
7674,1548.0944902824476
7675,1548.0944902824476
7676,1548.0944902824476
7677,1548.0944902824476
7678,1548.0944902824476
7679,1548.0944902824476
7680,1548.0944902824476
7681,1548.0944902824476
7682,1548.0944902824476
7683,1548.0944902824476
7684,1548.0944902824476
7685,1548.0944902824476
7686,1548.0944902824476
7687,1548.0944902824476
7688,1548.0944902824476
7689,1548.0944902824476
7690,1548.0944902824476
7691,1548.0944902824476
7692,1548.0944902824476
7693,1548.0944902824476
7694,1548.0944902824476
7695,1548.0944902824476
7696,1548.0944902824476
7697,1548.0944902824476
7698,1548.0944902824476
7699,1548.0944902824476
7700,1548.0944902824476
7701,1548.0944902824476
7702,1548.0944902824476
7703,1548.0944902824476
7704,1548.0944902824476
7705,1548.0944902824476
7706,1548.0944902824476
7707,1548.0944902824476
7708,1548.0944902824476
7709,1548.0944902824476
7710,1548.0944902824476
7711,1548.0944902824476
7712,1548.0944902824476
7713,1548.0944902824476
7714,1548.0944902824476
7715,1548.0944902824476
7716,1548.0944902824476
7717,1548.0944902824476
7718,1548.0944902824476
7719,1548.0944902824476
7720,1548.0944902824476
7721,1548.0944902824476
7722,1548.0944902824476
7723,1548.0944902824476
7724,1548.0944902824476
7725,1548.0944902824476
7726,1548.0944902824476
7727,1548.0944902824476
7728,1548.0944902824476
7729,1548.0944902824476
7730,1548.0944902824476
7731,1548.0944902824476
7732,1548.0944902824476
7733,1548.0944902824476
7734,1548.0944902824476
7735,1548.0944902824476
7736,1548.0944902824476
7737,1548.0944902824476
7738,1548.0944902824476
7739,1548.0944902824476
7740,1548.0944902824476
7741,1548.0944902824476
7742,1548.0944902824476
7743,1548.0944902824476
7744,1548.0944902824476
7745,1548.0944902824476
7746,1548.0944902824476
7747,1548.0944902824476
7748,1548.0944902824476
7749,1548.0944902824476
7750,1548.0944902824476
7751,1548.0944902824476
7752,1548.0944902824476
7753,1548.0944902824476
7754,1548.0944902824476
7755,1548.0944902824476
7756,1548.0944902824476
7757,1548.0944902824476
7758,1548.0944902824476
7759,1548.0944902824476
7760,1548.0944902824476
7761,1548.0944902824476
7762,1548.0944902824476
7763,1548.0944902824476
7764,1548.0944902824476
7765,1548.0944902824476
7766,1548.0944902824476
7767,1548.0944902824476
7768,1548.0944902824476
7769,1548.0944902824476
7770,1548.0944902824476
7771,1548.0944902824476
7772,1548.0944902824476
7773,1548.0944902824476
7774,1548.0944902824476
7775,1548.0944902824476
7776,1548.0944902824476
7777,1548.0944902824476
7778,1548.0944902824476
7779,1548.0944902824476
7780,1548.0944902824476
7781,1548.0944902824476
7782,1548.0944902824476
7783,1548.0944902824476
7784,1548.0944902824476
7785,1548.0944902824476
7786,1548.0944902824476
7787,1548.0944902824476
7788,1548.0944902824476
7789,1548.0944902824476
7790,1548.0944902824476
7791,1548.0944902824476
7792,1548.0944902824476
7793,1548.0944902824476
7794,1548.0944902824476
7795,1548.0944902824476
7796,1548.0944902824476
7797,1548.0944902824476
7798,1548.0944902824476
7799,1548.0944902824476
7800,1548.0944902824476
7801,1548.0944902824476
7802,1548.0944902824476
7803,1548.0944902824476
7804,1548.0944902824476
7805,1548.0944902824476
7806,1548.0944902824476
7807,1548.0944902824476
7808,1548.0944902824476
7809,1548.0944902824476
7810,1548.0944902824476
7811,1548.0944902824476
7812,1548.0944902824476
7813,1548.0944902824476
7814,1548.0944902824476
7815,1548.0944902824476
7816,1548.0944902824476
7817,1548.0944902824476
7818,1548.0944902824476
7819,1548.0944902824476
7820,1548.0944902824476
7821,1548.0944902824476
7822,1548.0944902824476
7823,1548.0944902824476
7824,1548.0944902824476
7825,1548.0944902824476
7826,1548.0944902824476
7827,1548.0944902824476
7828,1548.0944902824476
7829,1548.0944902824476
7830,1548.0944902824476
7831,1548.0944902824476
7832,1548.0944902824476
7833,1548.0944902824476
7834,1548.0944902824476
7835,1548.0944902824476
7836,1548.0944902824476
7837,1548.0944902824476
7838,1548.0944902824476
7839,1548.0944902824476
7840,1548.0944902824476
7841,1548.0944902824476
7842,1548.0944902824476
7843,1548.0944902824476
7844,1548.0944902824476
7845,1548.0944902824476
7846,1548.0944902824476
7847,1548.0944902824476
7848,1548.0944902824476
7849,1548.0944902824476
7850,1548.0944902824476
7851,1548.0944902824476
7852,1548.0944902824476
7853,1548.0944902824476
7854,1548.0944902824476
7855,1548.0944902824476
7856,1548.0944902824476
7857,1548.0944902824476
7858,1548.0944902824476
7859,1548.0944902824476
7860,1548.0944902824476
7861,1548.0944902824476
7862,1548.0944902824476
7863,1548.0944902824476
7864,1548.0944902824476
7865,1548.0944902824476
7866,1548.0944902824476
7867,1548.0944902824476
7868,1548.0944902824476
7869,1548.0944902824476
7870,1548.0944902824476
7871,1548.0944902824476
7872,1548.0944902824476
7873,1548.0944902824476
7874,1548.0944902824476
7875,1548.0944902824476
7876,1548.0944902824476
7877,1548.0944902824476
7878,1548.0944902824476
7879,1548.0944902824476
7880,1548.0944902824476
7881,1548.0944902824476
7882,1548.0944902824476
7883,1548.0944902824476
7884,1548.0944902824476
7885,1548.0944902824476
7886,1548.0944902824476
7887,1548.0944902824476
7888,1548.0944902824476
7889,1548.0944902824476
7890,1548.0944902824476
7891,1548.0944902824476
7892,1548.0944902824476
7893,1548.0944902824476
7894,1548.0944902824476
7895,1548.0944902824476
7896,1548.0944902824476
7897,1548.0944902824476
7898,1548.0944902824476
7899,1548.0944902824476
7900,1548.0944902824476
7901,1548.0944902824476
7902,1548.0944902824476
7903,1548.0944902824476
7904,1548.0944902824476
7905,1548.0944902824476
7906,1548.0944902824476
7907,1548.0944902824476
7908,1548.0944902824476
7909,1548.0944902824476
7910,1548.0944902824476
7911,1548.0944902824476
7912,1548.0944902824476
7913,1548.0944902824476
7914,1548.0944902824476
7915,1548.0944902824476
7916,1548.0944902824476
7917,1548.0944902824476
7918,1548.0944902824476
7919,1548.0944902824476
7920,1548.0944902824476
7921,1548.0944902824476
7922,1548.0944902824476
7923,1548.0944902824476
7924,1548.0944902824476
7925,1548.0944902824476
7926,1548.0944902824476
7927,1548.0944902824476
7928,1548.0944902824476
7929,1548.0944902824476
7930,1548.0944902824476
7931,1548.0944902824476
7932,1548.0944902824476
7933,1548.0944902824476
7934,1548.0944902824476
7935,1548.0944902824476
7936,1548.0944902824476
7937,1548.0944902824476
7938,1548.0944902824476
7939,1548.0944902824476
7940,1548.0944902824476
7941,1548.0944902824476
7942,1548.0944902824476
7943,1548.0944902824476
7944,1548.0944902824476
7945,1548.0944902824476
7946,1548.0944902824476
7947,1548.0944902824476
7948,1548.0944902824476
7949,1548.0944902824476
7950,1548.0944902824476
7951,1548.0944902824476
7952,1548.0944902824476
7953,1548.0944902824476
7954,1548.0944902824476
7955,1548.0944902824476
7956,1548.0944902824476
7957,1548.0944902824476
7958,1548.0944902824476
7959,1548.0944902824476
7960,1548.0944902824476
7961,1548.0944902824476
7962,1548.0944902824476
7963,1548.0944902824476
7964,1548.0944902824476
7965,1548.0944902824476
7966,1548.0944902824476
7967,1548.0944902824476
7968,1548.0944902824476
7969,1548.0944902824476
7970,1548.0944902824476
7971,1548.0944902824476
7972,1548.0944902824476
7973,1548.0944902824476
7974,1548.0944902824476
7975,1548.0944902824476
7976,1548.0944902824476
7977,1548.0944902824476
7978,1548.0944902824476
7979,1548.0944902824476
7980,1548.0944902824476
7981,1548.0944902824476
7982,1548.0944902824476
7983,1548.0944902824476
7984,1548.0944902824476
7985,1548.0944902824476
7986,1548.0944902824476
7987,1548.0944902824476
7988,1548.0944902824476
7989,1548.0944902824476
7990,1548.0944902824476
7991,1548.0944902824476
7992,1548.0944902824476
7993,1548.0944902824476
7994,1548.0944902824476
7995,1548.0944902824476
7996,1548.0944902824476
7997,1548.0944902824476
7998,1548.0944902824476
7999,1548.0944902824476
8000,1548.0944902824476
8001,1548.0944902824476
8002,1548.0944902824476
8003,1548.0944902824476
8004,1548.0944902824476
8005,1548.0944902824476
8006,1548.0944902824476
8007,1548.0944902824476
8008,1548.0944902824476
8009,1548.0944902824476
8010,1548.0944902824476
8011,1548.0944902824476
8012,1548.0944902824476
8013,1548.0944902824476
8014,1548.0944902824476
8015,1548.0944902824476
8016,1548.0944902824476
8017,1548.0944902824476
8018,1548.0944902824476
8019,1548.0944902824476
8020,1548.0944902824476
8021,1548.0944902824476
8022,1548.0944902824476
8023,1548.0944902824476
8024,1548.0944902824476
8025,1548.0944902824476
8026,1548.0944902824476
8027,1548.0944902824476
8028,1548.0944902824476
8029,1548.0944902824476
8030,1548.0944902824476
8031,1548.0944902824476
8032,1548.0944902824476
8033,1548.0944902824476
8034,1548.0944902824476
8035,1548.0944902824476
8036,1548.0944902824476
8037,1548.0944902824476
8038,1548.0944902824476
8039,1548.0944902824476
8040,1548.0944902824476
8041,1548.0944902824476
8042,1548.0944902824476
8043,1548.0944902824476
8044,1548.0944902824476
8045,1548.0944902824476
8046,1548.0944902824476
8047,1548.0944902824476
8048,1548.0944902824476
8049,1548.0944902824476
8050,1548.0944902824476
8051,1548.0944902824476
8052,1548.0944902824476
8053,1548.0944902824476
8054,1548.0944902824476
8055,1548.0944902824476
8056,1548.0944902824476
8057,1548.0944902824476
8058,1548.0944902824476
8059,1548.0944902824476
8060,1548.0944902824476
8061,1548.0944902824476
8062,1548.0944902824476
8063,1548.0944902824476
8064,1548.0944902824476
8065,1548.0944902824476
8066,1548.0944902824476
8067,1548.0944902824476
8068,1548.0944902824476
8069,1548.0944902824476
8070,1548.0944902824476
8071,1548.0944902824476
8072,1548.0944902824476
8073,1548.0944902824476
8074,1548.0944902824476
8075,1548.0944902824476
8076,1548.0944902824476
8077,1548.0944902824476
8078,1548.0944902824476
8079,1548.0944902824476
8080,1548.0944902824476
8081,1548.0944902824476
8082,1548.0944902824476
8083,1548.0944902824476
8084,1548.0944902824476
8085,1548.0944902824476
8086,1548.0944902824476
8087,1548.0944902824476
8088,1548.0944902824476
8089,1548.0944902824476
8090,1548.0944902824476
8091,1548.0944902824476
8092,1548.0944902824476
8093,1548.0944902824476
8094,1548.0944902824476
8095,1548.0944902824476
8096,1548.0944902824476
8097,1548.0944902824476
8098,1548.0944902824476
8099,1548.0944902824476
8100,1548.0944902824476
8101,1548.0944902824476
8102,1548.0944902824476
8103,1548.0944902824476
8104,1548.0944902824476
8105,1548.0944902824476
8106,1548.0944902824476
8107,1548.0944902824476
8108,1548.0944902824476
8109,1548.0944902824476
8110,1548.0944902824476
8111,1548.0944902824476
8112,1548.0944902824476
8113,1548.0944902824476
8114,1548.0944902824476
8115,1548.0944902824476
8116,1548.0944902824476
8117,1548.0944902824476
8118,1548.0944902824476
8119,1548.0944902824476
8120,1548.0944902824476
8121,1548.0944902824476
8122,1548.0944902824476
8123,1548.0944902824476
8124,1548.0944902824476
8125,1548.0944902824476
8126,1548.0944902824476
8127,1548.0944902824476
8128,1548.0944902824476
8129,1548.0944902824476
8130,1548.0944902824476
8131,1548.0944902824476
8132,1548.0944902824476
8133,1548.0944902824476
8134,1548.0944902824476
8135,1548.0944902824476
8136,1548.0944902824476
8137,1548.0944902824476
8138,1548.0944902824476
8139,1548.0944902824476
8140,1548.0944902824476
8141,1548.0944902824476
8142,1548.0944902824476
8143,1548.0944902824476
8144,1548.0944902824476
8145,1548.0944902824476
8146,1548.0944902824476
8147,1548.0944902824476
8148,1548.0944902824476
8149,1548.0944902824476
8150,1548.0944902824476
8151,1548.0944902824476
8152,1548.0944902824476
8153,1548.0944902824476
8154,1548.0944902824476
8155,1548.0944902824476
8156,1548.0944902824476
8157,1548.0944902824476
8158,1548.0944902824476
8159,1548.0944902824476
8160,1548.0944902824476
8161,1548.0944902824476
8162,1548.0944902824476
8163,1548.0944902824476
8164,1548.0944902824476
8165,1548.0944902824476
8166,1548.0944902824476
8167,1548.0944902824476
8168,1548.0944902824476
8169,1548.0944902824476
8170,1548.0944902824476
8171,1548.0944902824476
8172,1548.0944902824476
8173,1548.0944902824476
8174,1548.0944902824476
8175,1548.0944902824476
8176,1548.0944902824476
8177,1548.0944902824476
8178,1548.0944902824476
8179,1548.0944902824476
8180,1548.0944902824476
8181,1548.0944902824476
8182,1548.0944902824476
8183,1548.0944902824476
8184,1548.0944902824476
8185,1548.0944902824476
8186,1548.0944902824476
8187,1548.0944902824476
8188,1548.0944902824476
8189,1548.0944902824476
8190,1548.0944902824476
8191,1548.0944902824476
8192,1548.0944902824476
8193,1548.0944902824476
8194,1548.0944902824476
8195,1548.0944902824476
8196,1548.0944902824476
8197,1548.0944902824476
8198,1548.0944902824476
8199,1548.0944902824476
8200,1548.0944902824476
8201,1548.0944902824476
8202,1548.0944902824476
8203,1548.0944902824476
8204,1548.0944902824476
8205,1548.0944902824476
8206,1548.0944902824476
8207,1548.0944902824476
8208,1548.0944902824476
8209,1548.0944902824476
8210,1548.0944902824476
8211,1548.0944902824476
8212,1548.0944902824476
8213,1548.0944902824476
8214,1548.0944902824476
8215,1548.0944902824476
8216,1548.0944902824476
8217,1548.0944902824476
8218,1548.0944902824476
8219,1548.0944902824476
8220,1548.0944902824476
8221,1548.0944902824476
8222,1548.0944902824476
8223,1548.0944902824476
8224,1548.0944902824476
8225,1548.0944902824476
8226,1548.0944902824476
8227,1548.0944902824476
8228,1548.0944902824476
8229,1548.0944902824476
8230,1548.0944902824476
8231,1548.0944902824476
8232,1548.0944902824476
8233,1548.0944902824476
8234,1548.0944902824476
8235,1548.0944902824476
8236,1548.0944902824476
8237,1548.0944902824476
8238,1548.0944902824476
8239,1548.0944902824476
8240,1548.0944902824476
8241,1548.0944902824476
8242,1548.0944902824476
8243,1548.0944902824476
8244,1548.0944902824476
8245,1548.0944902824476
8246,1548.0944902824476
8247,1548.0944902824476
8248,1548.0944902824476
8249,1548.0944902824476
8250,1548.0944902824476
8251,1548.0944902824476
8252,1548.0944902824476
8253,1548.0944902824476
8254,1548.0944902824476
8255,1548.0944902824476
8256,1548.0944902824476
8257,1548.0944902824476
8258,1548.0944902824476
8259,1548.0944902824476
8260,1548.0944902824476
8261,1548.0944902824476
8262,1548.0944902824476
8263,1548.0944902824476
8264,1548.0944902824476
8265,1548.0944902824476
8266,1548.0944902824476
8267,1548.0944902824476
8268,1548.0944902824476
8269,1548.0944902824476
8270,1548.0944902824476
8271,1548.0944902824476
8272,1548.0944902824476
8273,1548.0944902824476
8274,1548.0944902824476
8275,1548.0944902824476
8276,1548.0944902824476
8277,1548.0944902824476
8278,1548.0944902824476
8279,1548.0944902824476
8280,1548.0944902824476
8281,1548.0944902824476
8282,1548.0944902824476
8283,1548.0944902824476
8284,1548.0944902824476
8285,1548.0944902824476
8286,1548.0944902824476
8287,1548.0944902824476
8288,1548.0944902824476
8289,1548.0944902824476
8290,1548.0944902824476
8291,1548.0944902824476
8292,1548.0944902824476
8293,1548.0944902824476
8294,1548.0944902824476
8295,1548.0944902824476
8296,1548.0944902824476
8297,1548.0944902824476
8298,1548.0944902824476
8299,1548.0944902824476
8300,1548.0944902824476
8301,1548.0944902824476
8302,1548.0944902824476
8303,1548.0944902824476
8304,1548.0944902824476
8305,1548.0944902824476
8306,1548.0944902824476
8307,1548.0944902824476
8308,1548.0944902824476
8309,1548.0944902824476
8310,1548.0944902824476
8311,1548.0944902824476
8312,1548.0944902824476
8313,1548.0944902824476
8314,1548.0944902824476
8315,1548.0944902824476
8316,1548.0944902824476
8317,1548.0944902824476
8318,1548.0944902824476
8319,1548.0944902824476
8320,1548.0944902824476
8321,1548.0944902824476
8322,1548.0944902824476
8323,1548.0944902824476
8324,1548.0944902824476
8325,1548.0944902824476
8326,1548.0944902824476
8327,1548.0944902824476
8328,1548.0944902824476
8329,1548.0944902824476
8330,1548.0944902824476
8331,1548.0944902824476
8332,1548.0944902824476
8333,1548.0944902824476
8334,1548.0944902824476
8335,1548.0944902824476
8336,1548.0944902824476
8337,1548.0944902824476
8338,1548.0944902824476
8339,1548.0944902824476
8340,1548.0944902824476
8341,1548.0944902824476
8342,1548.0944902824476
8343,1548.0944902824476
8344,1548.0944902824476
8345,1548.0944902824476
8346,1548.0944902824476
8347,1548.0944902824476
8348,1548.0944902824476
8349,1548.0944902824476
8350,1548.0944902824476
8351,1548.0944902824476
8352,1548.0944902824476
8353,1548.0944902824476
8354,1548.0944902824476
8355,1548.0944902824476
8356,1548.0944902824476
8357,1548.0944902824476
8358,1548.0944902824476
8359,1548.0944902824476
8360,1548.0944902824476
8361,1548.0944902824476
8362,1548.0944902824476
8363,1548.0944902824476
8364,1548.0944902824476
8365,1548.0944902824476
8366,1548.0944902824476
8367,1548.0944902824476
8368,1548.0944902824476
8369,1548.0944902824476
8370,1548.0944902824476
8371,1548.0944902824476
8372,1548.0944902824476
8373,1548.0944902824476
8374,1548.0944902824476
8375,1548.0944902824476
8376,1548.0944902824476
8377,1548.0944902824476
8378,1548.0944902824476
8379,1548.0944902824476
8380,1548.0944902824476
8381,1548.0944902824476
8382,1548.0944902824476
8383,1548.0944902824476
8384,1548.0944902824476
8385,1548.0944902824476
8386,1548.0944902824476
8387,1548.0944902824476
8388,1548.0944902824476
8389,1548.0944902824476
8390,1548.0944902824476
8391,1548.0944902824476
8392,1548.0944902824476
8393,1548.0944902824476
8394,1548.0944902824476
8395,1548.0944902824476
8396,1548.0944902824476
8397,1548.0944902824476
8398,1548.0944902824476
8399,1548.0944902824476
8400,1548.0944902824476
8401,1548.0944902824476
8402,1548.0944902824476
8403,1548.0944902824476
8404,1548.0944902824476
8405,1548.0944902824476
8406,1548.0944902824476
8407,1548.0944902824476
8408,1548.0944902824476
8409,1548.0944902824476
8410,1548.0944902824476
8411,1548.0944902824476
8412,1548.0944902824476
8413,1548.0944902824476
8414,1548.0944902824476
8415,1548.0944902824476
8416,1548.0944902824476
8417,1548.0944902824476
8418,1548.0944902824476
8419,1548.0944902824476
8420,1548.0944902824476
8421,1548.0944902824476
8422,1548.0944902824476
8423,1548.0944902824476
8424,1548.0944902824476
8425,1548.0944902824476
8426,1548.0944902824476
8427,1548.0944902824476
8428,1548.0944902824476
8429,1548.0944902824476
8430,1548.0944902824476
8431,1548.0944902824476
8432,1548.0944902824476
8433,1548.0944902824476
8434,1548.0944902824476
8435,1548.0944902824476
8436,1548.0944902824476
8437,1548.0944902824476
8438,1548.0944902824476
8439,1548.0944902824476
8440,1548.0944902824476
8441,1548.0944902824476
8442,1548.0944902824476
8443,1548.0944902824476
8444,1548.0944902824476
8445,1548.0944902824476
8446,1548.0944902824476
8447,1548.0944902824476
8448,1548.0944902824476
8449,1548.0944902824476
8450,1548.0944902824476
8451,1548.0944902824476
8452,1548.0944902824476
8453,1548.0944902824476
8454,1548.0944902824476
8455,1548.0944902824476
8456,1548.0944902824476
8457,1548.0944902824476
8458,1548.0944902824476
8459,1548.0944902824476
8460,1548.0944902824476
8461,1548.0944902824476
8462,1548.0944902824476
8463,1548.0944902824476
8464,1548.0944902824476
8465,1548.0944902824476
8466,1548.0944902824476
8467,1548.0944902824476
8468,1548.0944902824476
8469,1548.0944902824476
8470,1548.0944902824476
8471,1548.0944902824476
8472,1548.0944902824476
8473,1548.0944902824476
8474,1548.0944902824476
8475,1548.0944902824476
8476,1548.0944902824476
8477,1548.0944902824476
8478,1548.0944902824476
8479,1548.0944902824476
8480,1548.0944902824476
8481,1548.0944902824476
8482,1548.0944902824476
8483,1548.0944902824476
8484,1548.0944902824476
8485,1548.0944902824476
8486,1548.0944902824476
8487,1548.0944902824476
8488,1548.0944902824476
8489,1548.0944902824476
8490,1548.0944902824476
8491,1548.0944902824476
8492,1548.0944902824476
8493,1548.0944902824476
8494,1548.0944902824476
8495,1548.0944902824476
8496,1548.0944902824476
8497,1548.0944902824476
8498,1548.0944902824476
8499,1548.0944902824476
8500,1548.0944902824476
8501,1548.0944902824476
8502,1548.0944902824476
8503,1548.0944902824476
8504,1548.0944902824476
8505,1548.0944902824476
8506,1548.0944902824476
8507,1548.0944902824476
8508,1548.0944902824476
8509,1548.0944902824476
8510,1548.0944902824476
8511,1548.0944902824476
8512,1548.0944902824476
8513,1548.0944902824476
8514,1548.0944902824476
8515,1548.0944902824476
8516,1548.0944902824476
8517,1548.0944902824476
8518,1548.0944902824476
8519,1548.0944902824476
8520,1548.0944902824476
8521,1548.0944902824476
8522,1548.0944902824476
8523,1548.0944902824476
8524,1548.0944902824476
8525,1548.0944902824476
8526,1548.0944902824476
8527,1548.0944902824476
8528,1548.0944902824476
8529,1548.0944902824476
8530,1548.0944902824476
8531,1548.0944902824476
8532,1548.0944902824476
8533,1548.0944902824476
8534,1548.0944902824476
8535,1548.0944902824476
8536,1548.0944902824476
8537,1548.0944902824476
8538,1548.0944902824476
8539,1548.0944902824476
8540,1548.0944902824476
8541,1548.0944902824476
8542,1548.0944902824476
8543,1548.0944902824476
8544,1548.0944902824476
8545,1548.0944902824476
8546,1548.0944902824476
8547,1548.0944902824476
8548,1548.0944902824476
8549,1548.0944902824476
8550,1548.0944902824476
8551,1548.0944902824476
8552,1548.0944902824476
8553,1548.0944902824476
8554,1548.0944902824476
8555,1548.0944902824476
8556,1548.0944902824476
8557,1548.0944902824476
8558,1548.0944902824476
8559,1548.0944902824476
8560,1548.0944902824476
8561,1548.0944902824476
8562,1548.0944902824476
8563,1548.0944902824476
8564,1548.0944902824476
8565,1548.0944902824476
8566,1548.0944902824476
8567,1548.0944902824476
8568,1548.0944902824476
8569,1548.0944902824476
8570,1548.0944902824476
8571,1548.0944902824476
8572,1548.0944902824476
8573,1548.0944902824476
8574,1548.0944902824476
8575,1548.0944902824476
8576,1548.0944902824476
8577,1548.0944902824476
8578,1548.0944902824476
8579,1548.0944902824476
8580,1548.0944902824476
8581,1548.0944902824476
8582,1548.0944902824476
8583,1548.0944902824476
8584,1548.0944902824476
8585,1548.0944902824476
8586,1548.0944902824476
8587,1548.0944902824476
8588,1548.0944902824476
8589,1548.0944902824476
8590,1548.0944902824476
8591,1548.0944902824476
8592,1548.0944902824476
8593,1548.0944902824476
8594,1548.0944902824476
8595,1548.0944902824476
8596,1548.0944902824476
8597,1548.0944902824476
8598,1548.0944902824476
8599,1548.0944902824476
8600,1548.0944902824476
8601,1548.0944902824476
8602,1548.0944902824476
8603,1548.0944902824476
8604,1548.0944902824476
8605,1548.0944902824476
8606,1548.0944902824476
8607,1548.0944902824476
8608,1548.0944902824476
8609,1548.0944902824476
8610,1548.0944902824476
8611,1548.0944902824476
8612,1548.0944902824476
8613,1548.0944902824476
8614,1548.0944902824476
