,emissions_co_[mg/km]
20817,161.0
20818,79.0
20819,154.0
20820,31.0
20821,154.0
20822,31.0
20823,79.0
20824,79.0
20825,31.0
20826,31.0
20827,210.0
20828,210.0
20829,376.0
20830,121.0
20831,121.0
20832,380.0
20833,417.0
20834,380.0
20835,417.0
20836,380.0
20837,417.0
20838,157.0
20839,66.0
20840,157.0
20841,63.0
20842,319.0
20843,312.0
20844,319.0
20845,312.0
20846,79.0
20847,79.0
20848,31.0
20849,31.0
20850,79.0
20851,79.0
20852,30.0
20853,31.0
20854,210.0
20855,210.0
20856,264.0
20857,264.0
20858,309.0
20859,121.0
20860,46.0
20861,16.0
20862,16.0
20863,82.0
20864,82.0
20865,90.0
20866,90.0
20867,359.0
20868,359.0
20869,488.0
20870,20.0
20871,45.0
20872,20.0
20873,20.0
20874,45.0
20875,45.0
20876,20.0
20877,20.0
20878,45.0
20879,45.0
20880,260.0
20881,260.0
20882,100.0
20883,100.0
20884,359.0
20885,359.0
20886,463.0
20887,15.0
20888,15.0
20889,14.0
20890,14.0
20891,14.0
20892,14.0
20893,260.0
20894,260.0
20895,260.0
20896,260.0
20897,270.0
20898,270.0
20899,270.0
20900,270.0
20901,270.0
20902,270.0
20903,463.0
20904,33.0
20905,33.0
20906,210.0
20907,210.0
20908,376.0
20909,376.0
20910,451.0
20911,310.0
20912,635.0
20913,33.0
20914,33.0
20915,210.0
20916,210.0
20917,376.0
20918,376.0
20919,310.0
20920,210.0
20921,376.0
20922,348.0
20923,451.0
20924,498.0
20925,313.0
20926,312.0
20927,313.0
20928,312.0
20929,313.0
20930,312.0
20931,372.0
20932,312.0
20933,372.0
20934,312.0
20935,372.0
20936,312.0
20937,221.0
20938,185.0
20939,221.0
20940,185.0
20941,392.0
20942,654.0
20943,27.0
20944,95.0
20945,88.0
20946,14.0
20947,87.0
20948,14.0
20949,87.0
20950,14.0
20951,480.0
20952,361.0
20953,480.0
20954,361.0
20955,480.0
20956,159.0
20957,333.0
20958,32.0
20959,86.0
20960,477.0
20961,412.0
20962,477.0
20963,412.0
20964,699.0
20965,405.0
20966,699.0
20967,405.0
20968,740.0
20969,691.0
20970,691.0
20971,51.0
20972,424.0
20973,236.0
20974,454.0
20975,473.0
20976,278.0
20977,223.0
20978,352.0
20979,325.0
20980,236.0
20981,464.0
20982,400.0
20983,120.0
20984,90.0
20985,631.0
20986,98.0
20987,529.0
20988,389.0
20989,310.0
20990,210.0
20991,674.0
20992,310.0
20993,210.0
20994,272.0
20995,249.0
20996,175.0
20997,175.0
20998,235.0
20999,253.0
21000,129.0
21001,129.0
21002,29.0
21003,129.0
21004,24.0
21005,129.0
21006,24.0
21007,129.0
21008,24.0
21009,129.0
21010,129.0
21011,129.0
21012,104.0
21013,164.0
21014,313.0
21015,403.0
21016,429.0
21017,173.0
21018,413.0
21019,382.0
21020,382.0
21021,566.0
21022,705.0
21023,483.0
21024,301.0
21025,595.0
21026,201.0
21027,358.0
21028,251.0
21029,341.0
21030,280.0
21031,586.0
21032,218.0
21033,318.0
21034,197.0
21035,111.0
21036,76.0
21037,490.0
21038,510.0
21039,206.0
21040,236.0
21041,211.0
21042,324.0
21043,264.0
21044,228.0
21045,530.0
21046,137.0
21047,137.0
21048,450.0
21049,658.0
21050,452.0
21051,452.0
21052,558.0
21053,558.0
21054,582.0
21055,625.0
21056,595.0
21057,52.0
21058,274.0
21059,370.0
21060,350.0
21061,487.0
21062,204.0
21063,199.0
21064,251.0
21065,275.0
21066,75.0
21067,301.0
21068,334.0
21069,466.0
21070,56.0
21071,451.0
21072,265.0
21073,607.0
21074,100.0
21075,33.0
21076,210.0
21077,328.0
21078,589.0
21079,154.0
21080,164.0
21081,479.0
21082,425.0
21083,421.0
21084,138.0
21085,130.0
21086,740.0
21087,119.0
21088,485.0
21089,937.0
21090,688.0
21091,329.0
21092,26.0
21093,572.0
21094,358.0
21095,138.0
21096,178.0
21097,130.0
21098,108.0
21099,91.0
21100,529.0
21101,89.0
21102,550.0
21103,520.0
21104,52.0
21105,628.0
21106,793.0
21107,726.0
21108,31.0
21109,77.0
21110,529.0
21111,11.0
21112,89.0
21113,520.0
21114,52.0
21115,472.0
21116,964.0
21117,726.0
21118,20.0
21119,77.0
21120,529.0
21121,8.0
21122,89.0
21123,520.0
21124,51.0
21125,23.0
21126,760.0
21127,775.0
21128,499.0
21129,359.0
21130,84.0
21131,111.0
21132,111.0
21133,111.0
21134,111.0
21135,392.0
21136,392.0
21137,392.0
21138,392.0
21139,392.0
21140,392.0
21141,292.0
21142,662.0
21143,475.0
21144,662.0
21145,475.0
21146,414.0
21147,386.0
21148,414.0
21149,386.0
21150,543.0
21151,462.0
21152,543.0
21153,462.0
21154,411.0
21155,442.0
21156,411.0
21157,442.0
21158,617.0
21159,617.0
21160,662.0
21161,414.0
21162,386.0
21163,475.0
21164,711.0
21165,646.0
21166,451.0
21167,277.0
21168,276.0
21169,436.0
21170,418.0
21171,301.0
21172,193.0
21173,166.0
21174,289.0
21175,306.0
21176,422.0
21177,451.0
21178,277.0
21179,276.0
21180,436.0
21181,418.0
21182,380.0
21183,690.0
21184,250.0
21185,600.0
21186,460.0
21187,500.0
21188,500.0
21189,370.0
21190,200.0
21191,200.0
21192,448.0
21193,355.0
21194,207.0
21195,709.0
21196,602.0
21197,864.0
21198,309.0
21199,293.0
21200,309.0
21201,293.0
21202,182.0
21203,125.0
21204,125.0
21205,474.0
21206,309.0
21207,293.0
21208,774.0
21209,844.0
21210,602.0
21211,864.0
21212,182.0
21213,125.0
21214,474.0
21215,498.0
21216,552.0
21217,224.0
21218,208.0
21219,300.0
21220,326.0
21221,692.0
21222,419.0
21223,424.0
21224,236.0
21225,109.0
21226,380.0
21227,666.0
21228,668.0
21229,382.0
21230,476.0
21231,310.0
21232,257.0
21233,685.0
21234,616.0
21235,479.0
21236,474.0
21237,103.0
21238,103.0
21239,788.0
21240,559.0
21241,382.0
21242,310.0
21243,257.0
21244,685.0
21245,616.0
21246,479.0
21247,474.0
21248,103.0
21249,103.0
21250,788.0
21251,559.0
21252,355.0
21253,389.0
21254,569.0
21255,307.0
21256,420.0
21257,470.0
21258,140.0
21259,236.0
21260,206.0
21261,284.0
21262,532.0
21263,370.0
21264,240.0
21265,92.0
21266,225.0
21267,696.0
21268,623.0
21269,326.0
21270,409.0
21271,140.0
21272,284.0
21273,140.0
21274,370.0
21275,336.0
21276,240.0
21277,326.0
21278,225.0
21279,542.0
21280,623.0
21281,521.0
21282,386.0
21283,386.0
21284,409.0
21285,284.0
21286,140.0
21287,370.0
21288,336.0
21289,240.0
21290,92.0
21291,255.0
21292,395.0
21293,521.0
21294,409.0
21295,284.0
21296,140.0
21297,370.0
21298,336.0
21299,240.0
21300,92.0
21301,255.0
21302,395.0
21303,521.0
21304,425.0
21305,563.0
21306,408.0
21307,370.0
21308,256.0
21309,323.0
21310,598.0
21311,907.0
21312,355.0
21313,307.0
21314,498.0
21315,245.0
21316,421.0
21317,332.0
21318,224.0
21319,234.0
21320,208.0
21321,300.0
21322,692.0
21323,419.0
21324,424.0
21325,303.0
21326,303.0
21327,64.0
21328,24.0
21329,540.0
21330,620.0
21331,770.0
21332,770.0
21333,790.0
21334,560.0
21335,430.0
21336,268.0
21337,212.0
21338,268.0
21339,212.0
21340,470.0
21341,112.0
21342,51.0
21343,91.0
21344,540.0
21345,620.0
21346,560.0
21347,430.0
21348,770.0
21349,770.0
21350,790.0
21351,268.0
21352,212.0
21353,268.0
21354,212.0
21355,470.0
21356,166.0
21357,51.0
21358,91.0
21359,540.0
21360,620.0
21361,560.0
21362,430.0
21363,770.0
21364,770.0
21365,790.0
21366,268.0
21367,212.0
21368,268.0
21369,212.0
21370,64.0
21371,24.0
21372,540.0
21373,620.0
21374,650.0
21375,430.0
21376,770.0
21377,790.0
21378,268.0
21379,212.0
21380,470.0
21381,181.0
21382,173.0
21383,51.0
21384,540.0
21385,620.0
21386,650.0
21387,430.0
21388,770.0
21389,790.0
21390,268.0
21391,212.0
21392,470.0
21393,181.0
21394,91.0
21395,51.0
21396,540.0
21397,620.0
21398,650.0
21399,430.0
21400,770.0
21401,790.0
21402,268.0
21403,212.0
21404,201.0
21405,14.0
21406,400.0
21407,460.0
21408,540.0
21409,400.0
21410,480.0
21411,650.0
21412,480.0
21413,510.0
21414,630.0
21415,700.0
21416,201.0
21417,14.0
21418,400.0
21419,460.0
21420,540.0
21421,400.0
21422,480.0
21423,650.0
21424,480.0
21425,510.0
21426,630.0
21427,700.0
21428,201.0
21429,14.0
21430,489.0
21431,449.0
21432,217.0
21433,332.0
21434,411.0
21435,372.0
21436,411.0
21437,372.0
21438,201.0
21439,14.0
21440,489.0
21441,449.0
21442,217.0
21443,332.0
21444,411.0
21445,372.0
21446,411.0
21447,372.0
21448,196.0
21449,24.0
21450,814.0
21451,20.0
21452,391.0
21453,51.0
21454,242.0
21455,200.0
21456,58.0
21457,191.0
21458,58.0
21459,257.0
21460,270.0
21461,391.0
21462,290.0
21463,51.0
21464,200.0
21465,153.0
21466,191.0
21467,58.0
21468,500.0
21469,280.0
21470,250.0
21471,67.0
21472,401.0
21473,481.0
21474,302.0
21475,172.0
21476,156.0
21477,276.0
21478,419.0
21479,51.0
21480,203.0
21481,277.0
21482,24.0
21483,62.0
21484,60.0
21485,30.0
21486,260.0
21487,395.0
21488,391.0
21489,51.0
21490,58.0
21491,191.0
21492,563.0
21493,310.0
21494,310.0
21495,280.0
21496,184.0
21497,302.0
21498,20.0
21499,67.0
21500,563.0
21501,694.0
21502,310.0
21503,28.0
21504,20.0
21505,67.0
21506,302.0
21507,172.0
21508,64.0
21509,157.0
21510,41.0
21511,95.0
21512,114.0
21513,228.0
21514,308.0
21515,179.0
21516,113.0
21517,215.0
21518,33.0
21519,137.0
21520,121.0
21521,150.0
21522,319.0
21523,92.0
21524,78.0
21525,356.0
21526,187.0
21527,64.0
21528,157.0
21529,41.0
21530,114.0
21531,228.0
21532,308.0
21533,179.0
21534,113.0
21535,215.0
21536,33.0
21537,137.0
21538,78.0
21539,356.0
21540,550.0
21541,237.0
21542,51.0
21543,60.0
21544,115.0
21545,98.0
21546,58.0
21547,113.0
21548,272.0
21549,392.0
21550,350.0
21551,173.0
21552,266.0
21553,337.0
21554,78.0
21555,175.0
21556,422.0
21557,389.0
21558,810.0
21559,740.0
21560,810.0
21561,740.0
21562,810.0
21563,740.0
21564,311.0
21565,810.0
21566,740.0
21567,810.0
21568,740.0
21569,810.0
21570,740.0
21571,810.0
21572,740.0
21573,311.0
21574,663.0
21575,555.0
21576,663.0
21577,555.0
21578,377.0
21579,377.0
21580,565.0
21581,377.0
21582,377.0
21583,565.0
21584,270.0
21585,110.0
21586,270.0
21587,110.0
21588,270.0
21589,110.0
21590,200.0
21591,200.0
21592,780.0
21593,780.0
21594,200.0
21595,780.0
21596,940.0
21597,940.0
21598,660.0
21599,660.0
21600,960.0
21601,26.0
21602,720.0
21603,260.0
21604,780.0
21605,100.0
21606,260.0
21607,100.0
21608,280.0
21609,310.0
21610,690.0
21611,310.0
21612,720.0
21613,110.0
21614,300.0
21615,250.0
21616,390.0
21617,880.0
21618,364.0
21619,178.0
21620,284.0
21621,179.0
21622,226.0
21623,192.0
21624,222.0
21625,230.0
21626,226.0
21627,484.0
21628,248.0
21629,330.0
21630,248.0
21631,330.0
21632,233.0
21633,140.0
21634,242.0
21635,242.0
21636,566.0
21637,242.0
21638,566.0
21639,242.0
21640,242.0
21641,188.0
21642,191.0
21643,188.0
21644,191.0
21645,173.0
21646,172.0
21647,182.0
21648,182.0
21649,450.0
21650,450.0
21651,182.0
21652,493.0
21653,141.0
21654,141.0
21655,536.0
21656,536.0
21657,607.0
21658,425.0
21659,360.0
21660,563.0
21661,328.0
21662,557.0
21663,510.0
21664,557.0
21665,319.0
21666,319.0
21667,389.0
21668,319.0
21669,399.0
21670,435.0
21671,399.0
21672,233.0
21673,233.0
21674,350.0
21675,388.0
21676,432.0
21677,324.0
21678,242.0
21679,242.0
21680,222.0
21681,129.0
21682,248.0
21683,307.0
21684,449.0
21685,457.0
21686,176.0
21687,94.0
21688,476.0
21689,811.0
21690,584.0
21691,196.0
21692,209.0
21693,480.0
21694,450.0
21695,480.0
21696,170.0
21697,170.0
21698,490.0
21699,350.0
21700,490.0
21701,350.0
21702,20.0
21703,20.0
21704,110.0
21705,110.0
21706,350.0
21707,370.0
21708,180.0
21709,80.0
21710,40.0
21711,40.0
21712,20.0
21713,680.0
21714,620.0
21715,370.0
21716,2000.0
21717,70.0
21718,180.0
21719,390.0
21720,270.0
21721,120.0
21722,160.0
21723,570.0
21724,370.0
21725,410.0
21726,100.0
21727,210.0
21728,580.0
21729,390.0
21730,490.0
21731,150.0
21732,70.0
21733,422.0
21734,274.0
21735,248.0
21736,274.0
21737,248.0
21738,456.0
21739,544.0
21740,544.0
21741,179.0
21742,303.0
21743,464.0
21744,464.0
21745,320.0
21746,355.0
21747,367.0
21748,21.0
21749,452.0
21750,347.0
21751,261.0
21752,225.0
21753,281.0
21754,225.0
21755,281.0
21756,243.0
21757,243.0
21758,446.0
21759,395.0
21760,395.0
21761,446.0
21762,395.0
21763,395.0
21764,202.0
21765,141.0
21766,141.0
21767,202.0
21768,141.0
21769,141.0
21770,278.0
21771,287.0
21772,287.0
21773,278.0
21774,287.0
21775,657.0
21776,657.0
21777,657.0
21778,657.0
21779,343.0
21780,439.0
21781,412.0
21782,357.0
21783,232.0
21784,135.0
21785,296.0
21786,249.0
21787,712.0
21788,263.0
21789,712.0
21790,400.0
21791,173.0
21792,343.0
21793,439.0
21794,412.0
21795,357.0
21796,232.0
21797,135.0
21798,296.0
21799,249.0
21800,712.0
21801,263.0
21802,400.0
21803,173.0
21804,138.0
21805,278.0
21806,391.0
21807,633.0
21808,488.0
21809,112.0
21810,295.0
21811,474.0
21812,138.0
21813,278.0
21814,310.0
21815,533.0
21816,488.0
21817,112.0
21818,474.0
21819,295.0
21820,184.0
21821,123.0
21822,123.0
21823,192.0
21824,291.0
21825,192.0
21826,320.0
21827,465.0
21828,392.0
21829,465.0
21830,392.0
21831,320.0
21832,269.0
21833,392.0
21834,465.0
21835,465.0
21836,465.0
21837,325.0
21838,386.0
21839,386.0
21840,325.0
21841,325.0
21842,355.0
21843,596.0
21844,469.0
21845,596.0
21846,469.0
21847,596.0
21848,623.0
21849,596.0
21850,623.0
21851,596.0
21852,469.0
21853,596.0
21854,469.0
21855,469.0
21856,21.0
21857,124.0
21858,191.0
21859,67.0
21860,124.0
21861,191.0
21862,67.0
21863,124.0
21864,191.0
21865,191.0
21866,336.0
21867,270.0
21868,336.0
21869,452.0
21870,691.0
21871,452.0
21872,123.0
21873,123.0
21874,291.0
21875,192.0
21876,320.0
21877,269.0
21878,392.0
21879,465.0
21880,465.0
21881,386.0
21882,386.0
21883,325.0
21884,325.0
21885,355.0
21886,367.0
21887,355.0
21888,367.0
21889,355.0
21890,367.0
21891,355.0
21892,367.0
21893,191.0
21894,191.0
21895,124.0
21896,67.0
21897,124.0
21898,67.0
21899,270.0
21900,336.0
21901,452.0
21902,452.0
21903,426.0
21904,355.0
21905,235.0
21906,73.0
21907,114.0
21908,16.0
21909,320.0
21910,858.0
21911,594.0
21912,619.0
21913,426.0
21914,567.0
21915,355.0
21916,210.0
21917,45.0
21918,114.0
21919,16.0
21920,320.0
21921,858.0
21922,594.0
21923,619.0
21924,648.0
21925,365.0
21926,365.0
21927,31.0
21928,143.0
21929,143.0
21930,31.0
21931,99.0
21932,99.0
21933,731.0
21934,731.0
21935,478.0
21936,440.0
21937,478.0
21938,440.0
21939,212.0
21940,268.0
21941,268.0
21942,275.0
21943,102.0
21944,365.0
21945,143.0
21946,31.0
21947,143.0
21948,31.0
21949,99.0
21950,99.0
21951,636.0
21952,636.0
21953,478.0
21954,440.0
21955,478.0
21956,440.0
21957,212.0
21958,268.0
21959,268.0
21960,275.0
21961,102.0
21962,262.0
21963,299.0
21964,298.0
21965,262.0
21966,288.0
21967,299.0
21968,298.0
21969,232.0
21970,648.0
21971,232.0
21972,365.0
21973,617.0
21974,617.0
21975,365.0
21976,365.0
21977,365.0
21978,98.0
21979,31.0
21980,31.0
21981,31.0
21982,143.0
21983,143.0
21984,31.0
21985,98.0
21986,31.0
21987,98.0
21988,151.0
21989,99.0
21990,99.0
21991,151.0
21992,151.0
21993,731.0
21994,731.0
21995,731.0
21996,731.0
21997,227.0
21998,212.0
21999,478.0
22000,440.0
22001,478.0
22002,440.0
22003,478.0
22004,227.0
22005,478.0
22006,227.0
22007,478.0
22008,212.0
22009,268.0
22010,268.0
22011,268.0
22012,268.0
22013,268.0
22014,212.0
22015,102.0
22016,275.0
22017,102.0
22018,275.0
22019,365.0
22020,365.0
22021,365.0
22022,365.0
22023,365.0
22024,31.0
22025,98.0
22026,143.0
22027,31.0
22028,98.0
22029,31.0
22030,143.0
22031,31.0
22032,98.0
22033,31.0
22034,151.0
22035,99.0
22036,151.0
22037,99.0
22038,151.0
22039,636.0
22040,636.0
22041,636.0
22042,636.0
22043,478.0
22044,227.0
22045,478.0
22046,440.0
22047,478.0
22048,227.0
22049,478.0
22050,440.0
22051,478.0
22052,227.0
22053,212.0
22054,268.0
22055,268.0
22056,212.0
22057,268.0
22058,268.0
22059,275.0
22060,275.0
22061,102.0
22062,102.0
22063,295.0
22064,199.0
22065,199.0
22066,329.0
22067,191.0
22068,530.0
22069,646.0
22070,120.0
22071,240.0
22072,390.0
22073,120.0
22074,205.0
22075,115.0
22076,251.0
22077,584.0
22078,394.0
22079,450.0
22080,434.0
22081,188.0
22082,377.0
22083,343.0
22084,244.0
22085,283.0
22086,68.0
22087,170.0
22088,93.0
22089,47.0
22090,100.0
22091,151.0
22092,178.0
22093,84.0
22094,43.0
22095,103.0
22096,132.0
22097,74.0
22098,33.0
22099,271.0
22100,329.0
22101,317.0
22102,404.0
22103,415.0
22104,365.0
22105,188.0
22106,343.0
22107,355.0
22108,232.0
22109,204.0
22110,100.0
22111,98.0
22112,194.0
22113,81.0
22114,177.0
22115,152.0
22116,39.0
22117,311.0
22118,62.0
22119,377.0
22120,343.0
22121,244.0
22122,34.0
22123,68.0
22124,93.0
22125,48.0
22126,47.0
22127,34.0
22128,84.0
22129,30.0
22130,103.0
22131,62.0
22132,271.0
22133,329.0
22134,145.0
22135,163.0
22136,193.0
22137,199.0
22138,512.0
22139,446.0
22140,388.0
22141,140.0
22142,112.0
22143,42.0
22144,48.0
22145,390.0
22146,91.0
22147,163.0
22148,193.0
22149,199.0
22150,512.0
22151,388.0
22152,140.0
22153,112.0
22154,42.0
22155,48.0
22156,446.0
22157,390.0
22158,91.0
22159,193.0
22160,99.0
22161,199.0
22162,446.0
22163,173.0
22164,72.0
22165,112.0
22166,99.0
22167,140.0
22168,70.0
22169,42.0
22170,48.0
22171,512.0
22172,388.0
22173,390.0
22174,91.0
22175,193.0
22176,99.0
22177,199.0
22178,446.0
22179,173.0
22180,72.0
22181,112.0
22182,99.0
22183,140.0
22184,70.0
22185,42.0
22186,48.0
22187,512.0
22188,388.0
22189,390.0
22190,244.0
22191,559.0
22192,509.0
22193,295.0
22194,770.0
22195,514.0
22196,280.0
22197,194.0
22198,194.0
22199,135.0
22200,135.0
22201,144.0
22202,152.0
22203,454.0
22204,279.0
22205,545.0
22206,348.0
22207,196.0
22208,24.0
22209,814.0
22210,775.0
22211,20.0
22212,17.0
22213,163.0
22214,231.0
22215,156.0
22216,179.0
22217,445.0
22218,424.0
22219,257.0
22220,234.0
22221,642.0
22222,40.0
22223,107.0
22224,116.0
22225,140.0
22226,110.0
22227,135.0
22228,35.0
22229,76.0
22230,70.0
22231,156.0
22232,266.0
22233,71.0
22234,375.0
22235,156.0
22236,48.0
22237,375.0
22238,71.0
22239,391.0
22240,434.0
22241,434.0
22242,212.0
22243,212.0
22244,204.0
22245,204.0
22246,209.0
22247,434.0
22248,308.0
22249,308.0
22250,538.0
22251,212.0
22252,209.0
22253,209.0
22254,434.0
22255,306.0
22256,308.0
22257,538.0
22258,212.0
22259,209.0
22260,209.0
22261,122.0
22262,344.0
22263,97.0
22264,275.0
22265,48.0
22266,156.0
22267,375.0
22268,122.0
22269,344.0
22270,139.0
22271,258.0
22272,48.0
22273,156.0
22274,375.0
22275,219.0
22276,122.0
22277,344.0
22278,97.0
22279,275.0
22280,48.0
22281,156.0
22282,375.0
22283,219.0
22284,122.0
22285,344.0
22286,97.0
22287,275.0
22288,48.0
22289,156.0
22290,375.0
22291,219.0
22292,447.0
22293,123.0
22294,354.0
22295,261.0
22296,189.0
22297,56.0
22298,89.0
22299,219.0
22300,125.0
22301,138.0
22302,79.0
22303,115.0
22304,183.0
22305,121.0
22306,142.0
22307,448.0
22308,95.0
22309,270.0
22310,497.0
22311,280.0
22312,174.0
22313,72.0
22314,263.0
22315,88.0
22316,143.0
22317,436.0
22318,283.0
22319,500.0
22320,588.0
22321,153.0
22322,95.0
22323,188.0
22324,85.0
22325,235.0
22326,199.0
22327,207.0
22328,96.0
22329,34.0
22330,232.0
22331,278.0
22332,301.0
22333,306.0
22334,141.0
22335,201.0
22336,295.0
22337,194.0
22338,243.0
22339,160.0
22340,97.0
22341,48.0
22342,448.0
22343,178.0
22344,270.0
22345,497.0
22346,280.0
22347,174.0
22348,51.0
22349,72.0
22350,263.0
22351,88.0
22352,143.0
22353,420.0
22354,438.0
22355,548.0
22356,467.0
22357,156.0
22358,126.0
22359,202.0
22360,32.0
22361,83.0
22362,47.0
22363,107.0
22364,91.0
22365,216.0
22366,155.0
22367,194.0
22368,193.0
22369,166.0
22370,251.0
22371,89.0
22372,91.0
22373,320.0
22374,231.0
22375,369.0
22376,480.0
22377,175.0
22378,144.0
22379,154.0
22380,132.0
22381,192.0
22382,201.0
22383,158.0
22384,76.0
22385,87.0
22386,226.0
22387,211.0
22388,131.0
22389,138.0
22390,199.0
22391,364.0
22392,527.0
22393,475.0
22394,52.0
22395,568.0
22396,192.0
22397,131.0
22398,172.0
22399,305.0
22400,566.0
22401,358.0
22402,527.0
22403,475.0
22404,52.0
22405,568.0
22406,192.0
22407,131.0
22408,172.0
22409,305.0
22410,566.0
22411,358.0
22412,398.0
22413,124.0
22414,691.0
22415,358.0
22416,398.0
22417,192.0
22418,157.0
22419,234.0
22420,691.0
22421,358.0
22422,271.0
22423,214.0
22424,512.0
22425,267.0
22426,398.0
22427,124.0
22428,691.0
22429,358.0
22430,398.0
22431,192.0
22432,157.0
22433,234.0
22434,691.0
22435,358.0
22436,639.0
22437,636.0
22438,529.0
22439,286.0
22440,313.0
22441,528.0
22442,734.0
22443,528.0
22444,734.0
22445,212.0
22446,761.0
22447,494.0
22448,66.0
22449,658.0
22450,617.0
22451,119.0
22452,131.0
22453,308.0
22454,179.0
22455,103.0
22456,196.0
22457,33.0
22458,55.0
22459,79.0
22460,356.0
22461,215.0
22462,335.0
22463,378.0
22464,308.0
22465,379.0
22466,277.0
22467,118.0
22468,39.0
22469,225.0
22470,424.0
22471,425.0
22472,212.0
22473,761.0
22474,494.0
22475,66.0
22476,658.0
22477,617.0
22478,56.0
22479,131.0
22480,308.0
22481,179.0
22482,103.0
22483,196.0
22484,33.0
22485,55.0
22486,79.0
22487,356.0
22488,215.0
22489,335.0
22490,378.0
22491,308.0
22492,446.0
22493,617.0
22494,481.0
22495,51.0
22496,682.0
22497,705.0
22498,115.0
22499,44.0
22500,10.0
22501,17.0
22502,610.0
22503,636.0
22504,634.0
22505,617.0
22506,643.0
22507,666.0
22508,166.0
22509,217.0
22510,208.0
22511,234.0
22512,887.0
22513,462.0
22514,749.0
22515,446.0
22516,617.0
22517,481.0
22518,51.0
22519,682.0
22520,705.0
22521,115.0
22522,44.0
22523,10.0
22524,17.0
22525,610.0
22526,636.0
22527,634.0
22528,617.0
22529,643.0
22530,666.0
22531,166.0
22532,217.0
22533,208.0
22534,234.0
22535,887.0
22536,462.0
22537,749.0
22538,326.0
22539,214.0
22540,139.0
22541,205.0
22542,145.0
22543,358.0
22544,150.0
22545,20.0
22546,728.0
22547,700.0
22548,604.0
22549,425.0
22550,697.0
22551,232.0
22552,294.0
22553,350.0
22554,222.0
22555,244.0
22556,217.0
22557,389.0
22558,280.0
22559,205.0
22560,841.0
22561,599.0
22562,808.0
22563,828.0
22564,446.0
22565,150.0
22566,20.0
22567,728.0
22568,700.0
22569,604.0
22570,425.0
22571,697.0
22572,232.0
22573,294.0
22574,350.0
22575,222.0
22576,244.0
22577,217.0
22578,389.0
22579,280.0
22580,205.0
22581,841.0
22582,599.0
22583,808.0
22584,828.0
22585,446.0
22586,173.0
22587,168.0
22588,274.0
22589,467.0
22590,467.0
22591,843.0
22592,422.0
22593,422.0
22594,152.0
22595,152.0
22596,819.0
22597,715.0
22598,219.0
22599,46.0
22600,64.0
22601,740.0
22602,686.0
22603,520.0
22604,446.0
22605,526.0
22606,224.0
22607,107.0
22608,418.0
22609,402.0
22610,200.0
22611,261.0
22612,420.0
22613,305.0
22614,480.0
22615,155.0
22616,277.0
22617,326.0
22618,226.0
22619,457.0
22620,44.0
22621,37.0
22622,214.0
22623,325.0
22624,145.0
22625,166.0
22626,274.0
22627,463.0
22628,277.0
22629,159.0
22630,450.0
22631,490.0
22632,158.0
22633,185.0
22634,284.0
22635,354.0
22636,284.0
22637,239.0
22638,430.0
22639,408.0
22640,430.0
22641,296.0
22642,336.0
22643,296.0
22644,560.0
22645,560.0
22646,545.0
22647,163.0
22648,346.0
22649,433.0
22650,268.0
22651,210.0
22652,388.0
22653,554.0
22654,283.0
22655,294.0
22656,294.0
22657,294.0
22658,294.0
22659,294.0
22660,560.0
22661,560.0
22662,560.0
22663,647.0
22664,647.0
22665,647.0
22666,647.0
22667,307.0
22668,120.0
22669,307.0
22670,120.0
22671,385.0
22672,251.0
22673,385.0
22674,251.0
22675,49.0
22676,51.0
22677,49.0
22678,51.0
22679,49.0
22680,51.0
22681,347.0
22682,194.0
22683,347.0
22684,194.0
22685,347.0
22686,194.0
22687,347.0
22688,194.0
22689,132.0
22690,25.0
22691,132.0
22692,25.0
22693,132.0
22694,25.0
22695,405.0
22696,385.0
22697,405.0
22698,385.0
22699,405.0
22700,385.0
22701,293.0
22702,132.0
22703,293.0
22704,132.0
22705,341.0
22706,171.0
22707,341.0
22708,171.0
22709,180.0
22710,276.0
22711,180.0
22712,276.0
22713,312.0
22714,312.0
22715,252.0
22716,77.0
22717,252.0
22718,77.0
22719,164.0
22720,251.0
22721,379.0
22722,249.0
22723,249.0
22724,249.0
22725,379.0
22726,249.0
22727,379.0
22728,54.0
22729,79.0
22730,54.0
22731,79.0
22732,54.0
22733,79.0
22734,54.0
22735,79.0
22736,129.0
22737,172.0
22738,129.0
22739,172.0
22740,129.0
22741,172.0
22742,129.0
22743,172.0
22744,365.0
22745,205.0
22746,365.0
22747,205.0
22748,365.0
22749,205.0
22750,365.0
22751,205.0
22752,199.0
22753,322.0
22754,199.0
22755,322.0
22756,199.0
22757,322.0
22758,199.0
22759,322.0
22760,171.0
22761,217.0
22762,171.0
22763,217.0
22764,171.0
22765,217.0
22766,171.0
22767,217.0
22768,154.0
22769,154.0
22770,154.0
22771,474.0
22772,339.0
22773,474.0
22774,339.0
22775,474.0
22776,339.0
22777,474.0
22778,339.0
22779,583.0
22780,284.0
22781,583.0
22782,284.0
22783,583.0
22784,284.0
22785,248.0
22786,139.0
22787,248.0
22788,139.0
22789,191.0
22790,200.0
22791,191.0
22792,200.0
22793,177.0
22794,186.0
22795,177.0
22796,186.0
22797,88.0
22798,103.0
22799,88.0
22800,103.0
22801,327.0
22802,189.0
22803,327.0
22804,189.0
22805,124.0
22806,67.0
22807,124.0
22808,67.0
22809,181.0
22810,181.0
22811,584.0
22812,278.0
22813,356.0
