,emissions_co_[mg/km]
57977,181.0
57978,181.0
57979,181.0
57980,186.0
57981,186.0
57982,186.0
57983,193.0
57984,193.0
57985,193.0
57986,234.0
57987,234.0
57988,233.0
57989,233.0
57990,112.0
57991,112.0
57992,320.0
57993,320.0
57994,453.0
57995,453.0
57996,261.0
57997,261.0
57998,377.0
57999,377.0
58000,488.0
58001,488.0
58002,129.0
58003,129.0
58004,309.0
58005,309.0
58006,309.0
58007,312.0
58008,312.0
58009,312.0
58010,253.0
58011,253.0
58012,253.0
58013,276.0
58014,276.0
58015,276.0
58016,221.0
58017,221.0
58018,221.0
58019,188.0
58020,188.0
58021,188.0
58022,126.0
58023,126.0
58024,126.0
58025,181.0
58026,181.0
58027,181.0
58028,193.0
58029,193.0
58030,193.0
58031,234.0
58032,234.0
58033,186.0
58034,186.0
58035,186.0
58036,233.0
58037,233.0
58038,112.0
58039,112.0
58040,320.0
58041,320.0
58042,453.0
58043,453.0
58044,261.0
58045,261.0
58046,488.0
58047,488.0
58048,377.0
58049,377.0
58050,253.0
58051,253.0
58052,253.0
58053,253.0
58054,276.0
58055,276.0
58056,276.0
58057,276.0
58058,221.0
58059,221.0
58060,221.0
58061,221.0
58062,188.0
58063,188.0
58064,188.0
58065,188.0
58066,181.0
58067,181.0
58068,181.0
58069,234.0
58070,234.0
58071,234.0
58072,186.0
58073,186.0
58074,186.0
58075,186.0
58076,193.0
58077,193.0
58078,193.0
58079,193.0
58080,233.0
58081,233.0
58082,233.0
58083,112.0
58084,112.0
58085,112.0
58086,453.0
58087,453.0
58088,453.0
58089,320.0
58090,320.0
58091,320.0
58092,261.0
58093,261.0
58094,261.0
58095,488.0
58096,88.0
58097,88.0
58098,88.0
58099,107.0
58100,107.0
58101,107.0
58102,77.0
58103,77.0
58104,77.0
58105,77.0
58106,196.0
58107,196.0
58108,104.0
58109,104.0
58110,226.0
58111,226.0
58112,226.0
58113,226.0
58114,164.0
58115,164.0
58116,117.0
58117,117.0
58118,117.0
58119,211.0
58120,211.0
58121,394.0
58122,394.0
58123,394.0
58124,594.0
58125,594.0
58126,594.0
58127,399.0
58128,399.0
58129,399.0
58130,196.0
58131,196.0
58132,196.0
58133,185.0
58134,185.0
58135,185.0
58136,69.0
58137,69.0
58138,373.0
58139,373.0
58140,88.0
58141,88.0
58142,88.0
58143,107.0
58144,107.0
58145,107.0
58146,394.0
58147,394.0
58148,394.0
58149,594.0
58150,593.0
58151,594.0
58152,399.0
58153,399.0
58154,399.0
58155,77.0
58156,77.0
58157,77.0
58158,77.0
58159,196.0
58160,196.0
58161,104.0
58162,104.0
58163,226.0
58164,226.0
58165,226.0
58166,226.0
58167,117.0
58168,117.0
58169,117.0
58170,167.0
58171,167.0
58172,211.0
58173,211.0
58174,196.0
58175,196.0
58176,196.0
58177,185.0
58178,185.0
58179,185.0
58180,69.0
58181,69.0
58182,373.0
58183,373.0
58184,117.0
58185,117.0
58186,117.0
58187,253.0
58188,253.0
58189,253.0
58190,185.0
58191,185.0
58192,185.0
58193,69.0
58194,69.0
58195,69.0
58196,107.0
58197,107.0
58198,107.0
58199,594.0
58200,594.0
58201,594.0
58202,394.0
58203,394.0
58204,394.0
58205,399.0
58206,399.0
58207,399.0
58208,167.0
58209,167.0
58210,226.0
58211,226.0
58212,211.0
58213,211.0
58214,226.0
58215,226.0
58216,117.0
58217,117.0
58218,117.0
58219,185.0
58220,185.0
58221,185.0
58222,205.0
58223,373.0
58224,594.0
58225,594.0
58226,594.0
58227,394.0
58228,394.0
58229,394.0
58230,253.0
58231,253.0
58232,253.0
58233,373.0
58234,226.0
58235,226.0
58236,226.0
58237,117.0
58238,117.0
58239,117.0
58240,185.0
58241,185.0
58242,185.0
58243,107.0
58244,107.0
58245,107.0
58246,323.0
58247,323.0
58248,323.0
58249,341.0
58250,341.0
58251,341.0
58252,466.0
58253,466.0
58254,466.0
58255,373.0
58256,104.0
58257,104.0
58258,104.0
58259,77.0
58260,77.0
58261,77.0
58262,167.0
58263,167.0
58264,211.0
58265,211.0
58266,226.0
58267,226.0
58268,226.0
58269,226.0
58270,226.0
58271,117.0
58272,117.0
58273,117.0
58274,185.0
58275,185.0
58276,185.0
58277,205.0
58278,205.0
58279,187.0
58280,187.0
58281,187.0
58282,187.0
58283,377.0
58284,377.0
58285,377.0
58286,377.0
58287,224.0
58288,224.0
58289,224.0
58290,224.0
58291,132.0
58292,132.0
58293,132.0
58294,132.0
58295,96.0
58296,96.0
58297,96.0
58298,96.0
58299,157.0
58300,157.0
58301,157.0
58302,130.0
58303,130.0
58304,130.0
58305,266.0
58306,266.0
58307,266.0
58308,154.0
58309,154.0
58310,154.0
58311,673.0
58312,673.0
58313,100.0
58314,100.0
58315,100.0
58316,100.0
58317,100.0
58318,100.0
58319,100.0
58320,187.0
58321,187.0
58322,187.0
58323,187.0
58324,377.0
58325,377.0
58326,377.0
58327,377.0
58328,224.0
58329,224.0
58330,224.0
58331,224.0
58332,132.0
58333,132.0
58334,132.0
58335,132.0
58336,96.0
58337,96.0
58338,96.0
58339,96.0
58340,157.0
58341,157.0
58342,157.0
58343,130.0
58344,130.0
58345,130.0
58346,266.0
58347,266.0
58348,266.0
58349,154.0
58350,154.0
58351,154.0
58352,673.0
58353,673.0
58354,100.0
58355,100.0
58356,100.0
58357,100.0
58358,100.0
58359,100.0
58360,100.0
58361,130.0
58362,266.0
58363,154.0
58364,157.0
58365,157.0
58366,157.0
58367,130.0
58368,130.0
58369,130.0
58370,266.0
58371,266.0
58372,266.0
58373,154.0
58374,154.0
58375,154.0
58376,673.0
58377,226.0
58378,226.0
58379,226.0
58380,226.0
58381,226.0
58382,226.0
58383,226.0
58384,226.0
58385,208.0
58386,208.0
58387,208.0
58388,270.0
58389,270.0
58390,270.0
58391,270.0
58392,270.0
58393,270.0
58394,230.0
58395,230.0
58396,230.0
58397,230.0
58398,230.0
58399,230.0
58400,673.0
58401,662.0
58402,673.0
58403,673.0
58404,662.0
58405,673.0
58406,460.0
58407,332.0
58408,168.0
58409,389.0
58410,304.0
58411,367.0
58412,387.0
58413,375.0
58414,439.0
58415,439.0
58416,460.0
58417,332.0
58418,168.0
58419,389.0
58420,304.0
58421,367.0
58422,375.0
58423,387.0
58424,439.0
58425,439.0
58426,439.0
58427,439.0
58428,439.0
58429,439.0
58430,202.0
58431,202.0
58432,509.0
58433,509.0
58434,509.0
58435,509.0
58436,254.0
58437,254.0
58438,453.0
58439,453.0
58440,321.0
58441,321.0
58442,321.0
58443,211.0
58444,211.0
58445,211.0
58446,210.0
58447,210.0
58448,210.0
58449,371.0
58450,371.0
58451,371.0
58452,106.0
58453,106.0
58454,106.0
58455,312.0
58456,312.0
58457,262.0
58458,262.0
58459,262.0
58460,262.0
58461,261.0
58462,261.0
58463,261.0
58464,261.0
58465,203.0
58466,203.0
58467,203.0
58468,203.0
58469,171.0
58470,171.0
58471,171.0
58472,171.0
58473,63.0
58474,63.0
58475,63.0
58476,63.0
58477,495.0
58478,495.0
58479,495.0
58480,495.0
58481,60.0
58482,60.0
58483,60.0
58484,60.0
58485,112.0
58486,484.0
58487,484.0
58488,484.0
58489,484.0
58490,158.0
58491,158.0
58492,158.0
58493,158.0
58494,238.0
58495,238.0
58496,238.0
58497,216.0
58498,216.0
58499,53.0
58500,53.0
58501,120.0
58502,120.0
58503,185.0
58504,185.0
58505,241.0
58506,241.0
58507,120.0
58508,120.0
58509,120.0
58510,185.0
58511,185.0
58512,185.0
58513,100.0
58514,401.0
58515,401.0
58516,401.0
58517,401.0
58518,329.0
58519,329.0
58520,329.0
58521,329.0
58522,284.0
58523,284.0
58524,672.0
58525,401.0
58526,454.0
58527,454.0
58528,393.0
58529,393.0
58530,393.0
58531,522.0
58532,243.0
58533,295.0
58534,261.0
58535,326.2664533795635
58536,326.2664533795635
58537,50.0
58538,50.0
58539,176.0
58540,309.0
58541,285.0
58542,309.0
58543,285.0
58544,283.0
58545,224.0
58546,433.0
58547,262.0
58548,262.0
58549,173.0
58550,173.0
58551,173.0
58552,86.0
58553,86.0
58554,86.0
58555,119.0
58556,164.0
58557,164.0
58558,164.0
58559,216.0
58560,216.0
58561,216.0
58562,249.0
58563,249.0
58564,249.0
58565,169.0
58566,169.0
58567,169.0
58568,312.0
58569,293.0
58570,293.0
58571,312.0
58572,181.0
58573,102.0
58574,181.0
58575,102.0
58576,383.0
58577,250.0
58578,105.0
58579,346.0
58580,613.0
58581,256.0
58582,277.0
58583,256.0
58584,277.0
58585,263.0
58586,376.0
58587,281.0
58588,173.0
58589,173.0
58590,173.0
58591,86.0
58592,86.0
58593,86.0
58594,119.0
58595,164.0
58596,164.0
58597,164.0
58598,216.0
58599,216.0
58600,216.0
58601,249.0
58602,249.0
58603,249.0
58604,169.0
58605,169.0
58606,169.0
58607,277.0
58608,256.0
58609,256.0
58610,277.0
58611,181.0
58612,102.0
58613,181.0
58614,102.0
58615,263.0
58616,105.0
58617,281.0
58618,376.0
58619,173.0
58620,173.0
58621,173.0
58622,86.0
58623,86.0
58624,86.0
58625,119.0
58626,164.0
58627,164.0
58628,164.0
58629,216.0
58630,216.0
58631,216.0
58632,249.0
58633,249.0
58634,249.0
58635,169.0
58636,169.0
58637,169.0
58638,312.0
58639,312.0
58640,293.0
58641,293.0
58642,181.0
58643,181.0
58644,102.0
58645,102.0
58646,102.0
58647,102.0
58648,383.0
58649,250.0
58650,105.0
58651,346.0
58652,613.0
58653,256.0
58654,277.0
58655,256.0
58656,277.0
58657,263.0
58658,281.0
58659,376.0
58660,173.0
58661,173.0
58662,173.0
58663,86.0
58664,86.0
58665,86.0
58666,119.0
58667,164.0
58668,164.0
58669,164.0
58670,216.0
58671,216.0
58672,216.0
58673,249.0
58674,249.0
58675,249.0
58676,169.0
58677,169.0
58678,169.0
58679,256.0
58680,256.0
58681,277.0
58682,277.0
58683,102.0
58684,102.0
58685,181.0
58686,181.0
58687,263.0
58688,105.0
58689,281.0
58690,376.0
58691,164.0
58692,164.0
58693,216.0
58694,216.0
58695,249.0
58696,249.0
58697,169.0
58698,169.0
58699,288.0
58700,288.0
58701,263.0
58702,263.0
58703,181.0
58704,181.0
58705,102.0
58706,102.0
58707,102.0
58708,102.0
58709,105.0
58710,383.0
58711,250.0
58712,346.0
58713,613.0
58714,256.0
58715,277.0
58716,256.0
58717,277.0
58718,263.0
58719,232.0
58720,376.0
58721,281.0
58722,102.0
58723,102.0
58724,169.0
58725,169.0
58726,249.0
58727,249.0
58728,216.0
58729,216.0
58730,164.0
58731,164.0
58732,102.0
58733,102.0
58734,181.0
58735,181.0
58736,102.0
58737,102.0
58738,256.0
58739,256.0
58740,263.0
58741,323.0
58742,376.0
58743,281.0
58744,145.0
58745,145.0
58746,216.0
58747,216.0
58748,288.0
58749,288.0
58750,263.0
58751,263.0
58752,181.0
58753,181.0
58754,102.0
58755,102.0
58756,105.0
58757,383.0
58758,250.0
58759,346.0
58760,613.0
58761,249.0
58762,249.0
58763,169.0
58764,169.0
58765,256.0
58766,256.0
58767,277.0
58768,277.0
58769,263.0
58770,323.0
58771,376.0
58772,281.0
58773,216.0
58774,216.0
58775,145.0
58776,145.0
58777,249.0
58778,249.0
58779,169.0
58780,169.0
58781,102.0
58782,102.0
58783,181.0
58784,181.0
58785,256.0
58786,256.0
58787,376.0
58788,281.0
58789,99.0
58790,99.0
58791,95.0
58792,95.0
58793,269.0
58794,269.0
58795,143.0
58796,143.0
58797,329.0
58798,329.0
58799,264.0
58800,264.0
58801,205.0
58802,205.0
58803,149.0
58804,149.0
58805,149.0
58806,149.0
58807,572.0
58808,572.0
58809,404.0
58810,404.0
58811,304.0
58812,304.0
58813,106.0
58814,106.0
58815,329.0
58816,329.0
58817,149.0
58818,149.0
58819,149.0
58820,149.0
58821,95.0
58822,95.0
58823,95.0
58824,99.0
58825,99.0
58826,99.0
58827,143.0
58828,143.0
58829,143.0
58830,269.0
58831,269.0
58832,269.0
58833,264.0
58834,264.0
58835,264.0
58836,329.0
58837,329.0
58838,329.0
58839,149.0
58840,149.0
58841,149.0
58842,205.0
58843,205.0
58844,149.0
58845,149.0
58846,149.0
58847,149.0
58848,404.0
58849,404.0
58850,404.0
58851,298.0
58852,196.0
58853,196.0
58854,298.0
58855,99.0
58856,99.0
58857,95.0
58858,95.0
58859,269.0
58860,269.0
58861,143.0
58862,143.0
58863,329.0
58864,329.0
58865,264.0
58866,264.0
58867,205.0
58868,205.0
58869,149.0
58870,149.0
58871,149.0
58872,149.0
58873,572.0
58874,572.0
58875,404.0
58876,404.0
58877,264.0
58878,264.0
58879,404.0
58880,404.0
58881,95.0
58882,95.0
58883,95.0
58884,99.0
58885,99.0
58886,99.0
58887,143.0
58888,143.0
58889,143.0
58890,269.0
58891,269.0
58892,269.0
58893,140.0
58894,140.0
58895,182.0
58896,182.0
58897,313.0
58898,313.0
58899,232.0
58900,232.0
58901,274.0
58902,274.0
58903,175.0
58904,175.0
58905,214.0
58906,214.0
58907,151.0
58908,151.0
58909,214.0
58910,214.0
58911,151.0
58912,151.0
58913,147.0
58914,147.0
58915,128.0
58916,128.0
58917,147.0
58918,128.0
58919,147.0
58920,128.0
58921,166.0
58922,166.0
58923,143.0
58924,143.0
58925,221.0
58926,145.0
58927,250.0
58928,250.0
58929,238.0
58930,133.0
58931,341.0
58932,141.0
58933,141.0
58934,148.0
58935,148.0
58936,157.0
58937,148.0
58938,157.0
58939,157.0
58940,82.0
58941,82.0
58942,82.0
58943,272.0
58944,140.0
58945,313.0
58946,313.0
58947,232.0
58948,232.0
58949,140.0
58950,140.0
58951,182.0
58952,182.0
58953,274.0
58954,274.0
58955,175.0
58956,175.0
58957,214.0
58958,214.0
58959,151.0
58960,151.0
58961,213.0
58962,213.0
58963,151.0
58964,151.0
58965,147.0
58966,147.0
58967,128.0
58968,128.0
58969,147.0
58970,128.0
58971,147.0
58972,128.0
58973,157.0
58974,148.0
58975,157.0
58976,148.0
58977,157.0
58978,148.0
58979,221.0
58980,145.0
58981,294.0
58982,250.0
58983,250.0
58984,341.0
58985,133.0
58986,200.0
58987,200.0
58988,110.0
58989,110.0
58990,253.0
58991,253.0
58992,278.0
58993,278.0
58994,285.0
58995,285.0
58996,278.0
58997,278.0
58998,247.0
58999,247.0
59000,124.0
59001,124.0
59002,124.0
59003,124.0
59004,253.0
59005,253.0
59006,67.0
59007,67.0
59008,389.0
59009,389.0
59010,264.0
59011,264.0
59012,246.0
59013,246.0
59014,246.0
59015,246.0
59016,406.0
59017,406.0
59018,298.0
59019,298.0
59020,226.0
59021,226.0
59022,271.0
59023,329.0
59024,271.0
59025,329.0
59026,271.0
59027,329.0
59028,271.0
59029,329.0
59030,205.0
59031,205.0
59032,283.0
59033,283.0
59034,274.0
59035,274.0
59036,175.0
59037,175.0
59038,279.0
59039,279.0
59040,239.0
59041,239.0
59042,295.0
59043,295.0
59044,239.0
59045,239.0
59046,147.0
59047,147.0
59048,128.0
59049,128.0
59050,147.0
59051,147.0
59052,128.0
59053,128.0
59054,166.0
59055,166.0
59056,143.0
59057,143.0
59058,506.0
59059,506.0
59060,391.0
59061,391.0
59062,294.0
59063,294.0
59064,503.0
59065,204.0
59066,341.0
59067,214.0
59068,214.0
59069,151.0
59070,151.0
59071,213.0
59072,213.0
59073,151.0
59074,151.0
59075,221.0
59076,307.0
59077,238.0
59078,282.0
59079,272.0
59080,140.0
59081,295.0
59082,295.0
59083,278.0
59084,278.0
59085,147.0
59086,147.0
59087,128.0
59088,128.0
59089,253.0
59090,253.0
59091,67.0
59092,67.0
59093,533.0
59094,533.0
59095,391.0
59096,391.0
59097,294.0
59098,503.0
59099,204.0
59100,341.0
59101,189.0
59102,189.0
59103,151.0
59104,151.0
59105,221.0
59106,307.0
59107,282.0
59108,272.0
59109,140.0
59110,274.0
59111,274.0
59112,175.0
59113,175.0
59114,279.0
59115,279.0
59116,239.0
59117,239.0
59118,295.0
59119,295.0
59120,239.0
59121,239.0
59122,147.0
59123,147.0
59124,128.0
59125,128.0
59126,147.0
59127,147.0
59128,128.0
59129,128.0
59130,506.0
59131,506.0
59132,391.0
59133,391.0
59134,294.0
59135,294.0
59136,503.0
59137,204.0
59138,341.0
59139,214.0
59140,214.0
59141,151.0
59142,151.0
59143,213.0
59144,213.0
59145,151.0
59146,151.0
59147,221.0
59148,307.0
59149,282.0
59150,333.0
59151,333.0
59152,333.0
59153,333.0
59154,333.0
59155,333.0
59156,400.0
59157,400.0
59158,400.0
59159,285.0
59160,285.0
59161,285.0
59162,314.0
59163,314.0
59164,314.0
59165,145.0
59166,145.0
59167,145.0
59168,178.0
59169,178.0
59170,178.0
59171,65.0
59172,65.0
59173,65.0
59174,317.0
59175,317.0
59176,317.0
59177,212.0
59178,212.0
59179,212.0
59180,165.0
59181,165.0
59182,268.0
59183,268.0
59184,268.0
59185,394.0
59186,394.0
59187,137.0
59188,137.0
59189,524.0
59190,72.0
59191,72.0
59192,72.0
59193,72.0
59194,231.0
59195,231.0
59196,211.0
59197,372.0
59198,60.0
59199,285.0
59200,285.0
59201,65.0
59202,65.0
59203,333.0
59204,333.0
59205,333.0
59206,333.0
59207,333.0
59208,333.0
59209,400.0
59210,400.0
59211,400.0
59212,285.0
59213,285.0
59214,285.0
59215,314.0
59216,314.0
59217,314.0
59218,145.0
59219,145.0
59220,145.0
59221,178.0
59222,178.0
59223,178.0
59224,65.0
59225,65.0
59226,65.0
59227,317.0
59228,317.0
59229,317.0
59230,212.0
59231,212.0
59232,212.0
59233,165.0
59234,165.0
59235,394.0
59236,394.0
59237,52.0
59238,52.0
59239,232.0
59240,232.0
59241,211.0
59242,373.0
59243,52.0
59244,52.0
59245,211.0
59246,211.0
59247,52.0
59248,52.0
59249,170.0
59250,170.0
59251,170.0
59252,250.0
59253,250.0
59254,250.0
59255,241.0
59256,241.0
59257,234.0
59258,234.0
59259,211.0
59260,211.0
59261,174.0
59262,174.0
59263,184.0
59264,184.0
59265,115.0
59266,524.0
59267,174.0
59268,174.0
59269,184.0
59270,184.0
59271,115.0
59272,524.0
59273,174.0
59274,174.0
59275,115.0
59276,524.0
59277,184.0
59278,184.0
59279,100.0
59280,100.0
59281,100.0
59282,100.0
59283,100.0
59284,100.0
59285,100.0
59286,100.0
59287,240.0
59288,240.0
59289,240.0
59290,240.0
59291,68.0
59292,68.0
59293,541.0
59294,541.0
59295,72.0
59296,72.0
59297,100.0
59298,100.0
59299,240.0
59300,240.0
59301,98.0
59302,98.0
59303,68.0
59304,68.0
59305,73.0
59306,73.0
59307,298.0
59308,100.0
59309,100.0
59310,222.0
59311,145.0
59312,222.0
59313,145.0
59314,220.0
59315,145.0
59316,220.0
59317,145.0
59318,216.0
59319,103.0
59320,216.0
59321,103.0
59322,476.0
59323,476.0
59324,187.0
59325,187.0
59326,103.0
59327,103.0
59328,187.0
59329,187.0
59330,191.0
59331,191.0
59332,191.0
59333,145.0
59334,145.0
59335,145.0
59336,321.0
59337,321.0
59338,321.0
59339,206.0
59340,100.0
59341,100.0
59342,100.0
59343,100.0
59344,100.0
59345,100.0
59346,100.0
59347,100.0
59348,100.0
59349,100.0
59350,145.0
59351,191.0
59352,145.0
59353,191.0
59354,145.0
59355,191.0
59356,321.0
59357,321.0
59358,321.0
59359,206.0
59360,91.0
59361,91.0
59362,91.0
59363,91.0
59364,187.0
59365,187.0
59366,162.0
59367,162.0
59368,117.0
59369,117.0
59370,192.0
59371,185.0
59372,343.0
59373,187.0
59374,187.0
59375,162.0
59376,162.0
59377,117.0
59378,117.0
59379,192.0
59380,343.0
59381,463.0
59382,377.0
59383,471.0
59384,314.0
59385,570.0
59386,436.0
59387,556.0
59388,317.0
59389,528.0
59390,467.0
59391,658.0
59392,722.0
59393,722.0
59394,430.0
59395,430.0
59396,429.0
59397,579.0
59398,505.0
59399,505.0
59400,503.0
59401,503.0
59402,462.0
59403,511.0
59404,511.0
59405,469.0
59406,469.0
59407,731.0
59408,590.0
59409,731.0
59410,590.0
59411,599.0
59412,374.0
59413,779.0
59414,547.0
59415,779.0
59416,547.0
59417,599.0
59418,375.0
59419,799.0
59420,366.0
59421,231.0
59422,231.0
59423,515.0
59424,515.0
59425,231.0
59426,655.0
59427,417.0
59428,417.0
59429,417.0
59430,655.0
59431,417.0
59432,62.0
59433,62.0
59434,417.0
59435,417.0
59436,417.0
59437,51.0
59438,51.0
59439,417.0
59440,51.0
59441,261.0
59442,301.0
59443,278.0
59444,299.0
59445,278.0
59446,278.0
59447,435.0
59448,301.0
59449,299.0
59450,218.0
59451,149.0
59452,218.0
59453,466.0
59454,302.0
59455,302.0
59456,142.0
59457,150.0
59458,105.0
59459,466.0
59460,301.0
59461,302.0
59462,150.0
59463,142.0
59464,340.0
59465,479.0
59466,457.0
59467,515.0
59468,231.0
59469,435.0
59470,301.0
59471,299.0
59472,218.0
59473,218.0
59474,218.0
59475,457.0
59476,105.0
59477,142.0
59478,150.0
59479,302.0
59480,466.0
59481,479.0
59482,340.0
59483,301.0
59484,417.0
59485,52.0
59486,52.0
59487,417.0
59488,147.0
59489,197.0
59490,436.0
59491,563.0
59492,283.0
59493,283.0
59494,326.2664533795635
59495,590.0
59496,486.0
59497,246.0
59498,155.0
59499,719.0
59500,192.0
59501,181.0
59502,301.0
59503,458.0
59504,458.0
59505,458.0
59506,63.0
59507,63.0
59508,532.0
59509,532.0
59510,379.0
59511,379.0
59512,850.0
59513,850.0
59514,440.0
59515,318.0
59516,140.0
59517,242.0
59518,425.0
59519,699.0
59520,536.0
59521,87.0
59522,400.0
59523,532.0
59524,553.0
59525,460.0
59526,255.0
59527,320.0
59528,371.0
59529,379.0
59530,103.0
59531,532.0
59532,417.0
59533,532.0
59534,417.0
59535,379.0
59536,379.0
59537,94.0
59538,94.0
59539,293.0
59540,164.0
59541,53.0
59542,53.0
59543,110.0
59544,534.0
59545,552.0
59546,66.0
59547,293.0
59548,293.0
59549,118.0
59550,53.0
59551,110.0
59552,53.0
59553,534.0
59554,552.0
59555,66.0
59556,110.0
59557,401.0
59558,287.0
59559,309.0
59560,179.0
59561,196.0
59562,171.0
59563,164.0
59564,164.0
59565,164.0
59566,196.0
59567,259.0
59568,169.0
59569,169.0
59570,110.0
59571,164.0
59572,169.0
59573,164.0
59574,169.0
59575,164.0
59576,110.0
59577,164.0
59578,110.0
59579,110.0
59580,57.0
59581,416.0
59582,60.0
59583,60.0
59584,416.0
59585,98.0
59586,73.0
59587,98.0
59588,73.0
59589,98.0
59590,60.0
59591,73.0
59592,408.0
59593,168.0
59594,139.0
59595,625.0
59596,644.0
59597,336.0
59598,370.0
59599,115.0
59600,582.0
59601,582.0
59602,32.0
59603,24.0
59604,345.0
59605,672.0
59606,155.0
59607,311.0
59608,345.0
59609,359.0
59610,225.0
59611,345.0
59612,258.0
59613,271.0
59614,311.0
59615,311.0
59616,354.0
59617,345.0
59618,258.0
59619,271.0
59620,175.0
59621,359.0
59622,459.0
59623,371.0
59624,670.0
59625,196.0
59626,161.0
59627,532.0
59628,196.0
59629,532.0
59630,204.0
59631,204.0
59632,204.0
59633,150.0
59634,289.0
59635,77.0
59636,757.0
59637,48.0
59638,757.0
59639,77.0
59640,494.0
59641,439.0
59642,433.0
59643,567.0
59644,508.0
59645,302.0
59646,369.0
59647,234.0
59648,222.0
59649,464.0
59650,576.0
59651,595.0
59652,737.0
59653,808.0
59654,393.0
59655,350.0
59656,348.0
59657,389.0
59658,351.0
59659,351.0
59660,276.0
59661,177.0
59662,225.0
59663,225.0
59664,214.0
59665,322.0
59666,221.0
59667,221.0
59668,324.0
59669,324.0
59670,214.0
59671,221.0
59672,324.0
59673,542.0
59674,420.0
59675,476.0
59676,291.0
59677,303.0
59678,224.0
59679,125.0
59680,150.0
59681,250.0
59682,264.0
59683,206.0
59684,473.0
59685,363.0
59686,441.0
59687,226.0
59688,218.0
59689,164.0
59690,239.0
59691,366.0
59692,474.0
59693,296.0
59694,354.0
59695,252.0
59696,189.0
59697,593.0
59698,555.0
59699,388.0
59700,346.0
59701,388.0
59702,346.0
59703,388.0
59704,166.0
59705,202.0
59706,216.0
59707,490.0
59708,459.0
59709,352.0
59710,352.0
59711,459.0
59712,202.0
59713,216.0
59714,166.0
59715,352.0
59716,352.0
59717,472.0
59718,317.0
59719,240.0
59720,243.0
59721,243.0
59722,357.0
59723,365.0
59724,69.0
59725,408.0
59726,312.0
59727,65.0
59728,387.0
59729,387.0
59730,328.0
59731,353.0
59732,314.0
59733,328.0
59734,302.0
59735,577.0
59736,437.0
59737,401.0
59738,405.0
59739,241.0
59740,241.0
59741,171.0
59742,161.0
59743,217.0
59744,910.0
59745,910.0
59746,690.0
59747,690.0
59748,138.0
59749,138.0
59750,138.0
59751,138.0
59752,138.0
59753,138.0
59754,138.0
59755,138.0
59756,271.0
59757,271.0
59758,271.0
59759,271.0
59760,271.0
59761,271.0
59762,271.0
59763,271.0
59764,271.0
59765,271.0
59766,175.0
59767,175.0
59768,175.0
59769,175.0
59770,175.0
59771,175.0
59772,175.0
59773,175.0
59774,175.0
59775,175.0
59776,133.0
59777,133.0
59778,133.0
59779,133.0
59780,133.0
59781,133.0
59782,133.0
59783,133.0
59784,336.0
59785,336.0
59786,36.0
59787,36.0
59788,79.0
59789,79.0
59790,79.0
59791,79.0
59792,79.0
59793,79.0
59794,79.0
59795,79.0
59796,189.0
59797,138.0
59798,271.0
59799,175.0
59800,133.0
59801,42.0
59802,79.0
59803,321.0
59804,386.0
59805,303.0
59806,472.0
59807,301.0
59808,442.0
59809,442.0
59810,321.0
59811,386.0
59812,472.0
59813,301.0
59814,442.0
59815,442.0
59816,497.0
59817,370.0
59818,497.0
59819,206.0
59820,344.0
59821,195.0
59822,195.0
59823,195.0
59824,160.0
59825,160.0
59826,160.0
59827,135.0
59828,135.0
59829,181.0
59830,181.0
59831,298.0
59832,298.0
59833,298.0
59834,303.0
59835,303.0
59836,305.0
59837,305.0
59838,318.0
59839,436.0
59840,436.0
59841,448.0
59842,448.0
59843,452.0
59844,452.0
59845,417.0
59846,417.0
59847,417.0
59848,471.0
59849,471.0
59850,507.0
59851,507.0
59852,471.0
59853,471.0
59854,507.0
59855,507.0
59856,729.0
59857,729.0
59858,248.0
59859,248.0
59860,332.0
59861,332.0
59862,248.0
59863,248.0
59864,224.0
59865,224.0
59866,329.0
59867,329.0
59868,145.0
59869,145.0
59870,244.0
59871,244.0
59872,145.0
59873,145.0
59874,239.0
59875,436.0
59876,436.0
59877,448.0
59878,448.0
59879,452.0
59880,452.0
59881,298.0
59882,284.0
59883,471.0
59884,471.0
59885,507.0
59886,507.0
59887,471.0
59888,471.0
59889,507.0
59890,507.0
59891,729.0
59892,729.0
59893,239.0
59894,248.0
59895,248.0
59896,332.0
59897,332.0
59898,248.0
59899,248.0
59900,224.0
59901,224.0
59902,329.0
59903,329.0
59904,145.0
59905,145.0
59906,244.0
59907,244.0
59908,145.0
59909,145.0
59910,264.0
59911,264.0
59912,215.0
59913,264.0
59914,264.0
59915,786.0
59916,786.0
59917,786.0
59918,215.0
59919,379.0
59920,264.0
59921,264.0
59922,264.0
59923,786.0
59924,786.0
59925,215.0
59926,468.0
59927,468.0
59928,468.0
59929,287.0
59930,287.0
59931,294.0
59932,294.0
59933,295.0
59934,295.0
59935,215.0
59936,468.0
59937,294.0
59938,295.0
59939,295.0
59940,295.0
59941,55.0
59942,43.0
59943,43.0
59944,469.0
59945,294.0
59946,294.0
59947,43.0
59948,55.0
59949,55.0
59950,55.0
59951,242.0
59952,43.0
59953,774.0
59954,774.0
59955,680.0
59956,680.0
59957,136.0
59958,136.0
59959,136.0
59960,136.0
59961,774.0
59962,774.0
59963,680.0
59964,680.0
59965,428.0
59966,491.0
59967,136.0
59968,136.0
59969,136.0
59970,136.0
59971,774.0
59972,774.0
