,fuel_cost_10000-12000_miles
38821,541.8692
38822,541.8692
38823,541.8692
38824,541.8692
38825,541.8692
38826,541.8692
38827,541.8692
38828,541.8692
38829,541.8692
38830,541.8692
38831,541.8692
38832,541.8692
38833,541.8692
38834,541.8692
38835,541.8692
38836,541.8692
38837,541.8692
38838,541.8692
38839,541.8692
38840,541.8692
38841,541.8692
38842,541.8692
38843,541.8692
38844,541.8692
38845,541.8692
38846,541.8692
38847,541.8692
38848,541.8692
38849,541.8692
38850,541.8692
38851,541.8692
38852,541.8692
38853,541.8692
38854,541.8692
38855,541.8692
38856,541.8692
38857,541.8692
38858,541.8692
38859,541.8692
38860,541.8692
38861,541.8692
38862,541.8692
38863,541.8692
38864,541.8692
38865,541.8692
38866,541.8692
38867,541.8692
38868,541.8692
38869,541.8692
38870,541.8692
38871,541.8692
38872,541.8692
38873,541.8692
38874,541.8692
38875,541.8692
38876,541.8692
38877,541.8692
38878,541.8692
38879,541.8692
38880,541.8692
38881,541.8692
38882,541.8692
38883,541.8692
38884,541.8692
38885,541.8692
38886,541.8692
38887,541.8692
38888,541.8692
38889,541.8692
38890,541.8692
38891,541.8692
38892,541.8692
38893,541.8692
38894,541.8692
38895,541.8692
38896,541.8692
38897,541.8692
38898,541.8692
38899,541.8692
38900,541.8692
38901,541.8692
38902,541.8692
38903,541.8692
38904,541.8692
38905,541.8692
38906,541.8692
38907,541.8692
38908,541.8692
38909,541.8692
38910,541.8692
38911,541.8692
38912,541.8692
38913,541.8692
38914,541.8692
38915,541.8692
38916,541.8692
38917,541.8692
38918,541.8692
38919,541.8692
38920,541.8692
38921,541.8692
38922,541.8692
38923,541.8692
38924,541.8692
38925,541.8692
38926,541.8692
38927,541.8692
38928,541.8692
38929,541.8692
38930,541.8692
38931,541.8692
38932,541.8692
38933,541.8692
38934,541.8692
38935,541.8692
38936,541.8692
38937,541.8692
38938,541.8692
38939,541.8692
38940,541.8692
38941,541.8692
38942,541.8692
38943,541.8692
38944,541.8692
38945,541.8692
38946,541.8692
38947,541.8692
38948,541.8692
38949,541.8692
38950,541.8692
38951,541.8692
38952,541.8692
38953,541.8692
38954,541.8692
38955,541.8692
38956,541.8692
38957,541.8692
38958,541.8692
38959,541.8692
38960,541.8692
38961,541.8692
38962,541.8692
38963,541.8692
38964,541.8692
38965,541.8692
38966,541.8692
38967,541.8692
38968,541.8692
38969,541.8692
38970,541.8692
38971,541.8692
38972,541.8692
38973,541.8692
38974,541.8692
38975,541.8692
38976,541.8692
38977,541.8692
38978,541.8692
38979,541.8692
38980,541.8692
38981,541.8692
38982,541.8692
38983,541.8692
38984,541.8692
38985,541.8692
38986,541.8692
38987,541.8692
38988,541.8692
38989,541.8692
38990,541.8692
38991,541.8692
38992,541.8692
38993,541.8692
38994,541.8692
38995,541.8692
38996,541.8692
38997,541.8692
38998,541.8692
38999,541.8692
39000,541.8692
39001,541.8692
39002,541.8692
39003,541.8692
39004,541.8692
39005,541.8692
39006,541.8692
39007,541.8692
39008,541.8692
39009,541.8692
39010,541.8692
39011,541.8692
39012,541.8692
39013,541.8692
39014,541.8692
39015,541.8692
39016,541.8692
39017,541.8692
39018,541.8692
39019,541.8692
39020,541.8692
39021,541.8692
39022,541.8692
39023,541.8692
39024,541.8692
39025,541.8692
39026,541.8692
39027,541.8692
39028,541.8692
39029,541.8692
39030,541.8692
39031,541.8692
39032,541.8692
39033,541.8692
39034,541.8692
39035,541.8692
39036,541.8692
39037,541.8692
39038,541.8692
39039,541.8692
39040,541.8692
39041,541.8692
39042,541.8692
39043,541.8692
39044,541.8692
39045,541.8692
39046,541.8692
39047,541.8692
39048,541.8692
39049,541.8692
39050,541.8692
39051,541.8692
39052,541.8692
39053,541.8692
39054,541.8692
39055,541.8692
39056,541.8692
39057,541.8692
39058,541.8692
39059,541.8692
39060,541.8692
39061,541.8692
39062,541.8692
39063,541.8692
39064,541.8692
39065,541.8692
39066,541.8692
39067,541.8692
39068,541.8692
39069,541.8692
39070,541.8692
39071,541.8692
39072,541.8692
39073,541.8692
39074,541.8692
39075,541.8692
39076,541.8692
39077,541.8692
39078,541.8692
39079,541.8692
39080,541.8692
39081,541.8692
39082,541.8692
39083,541.8692
39084,541.8692
39085,541.8692
39086,541.8692
39087,541.8692
39088,541.8692
39089,541.8692
39090,541.8692
39091,541.8692
39092,541.8692
39093,541.8692
39094,541.8692
39095,541.8692
39096,541.8692
39097,541.8692
39098,541.8692
39099,541.8692
39100,541.8692
39101,541.8692
39102,541.8692
39103,541.8692
39104,541.8692
39105,541.8692
39106,541.8692
39107,541.8692
39108,541.8692
39109,541.8692
39110,541.8692
39111,541.8692
39112,541.8692
39113,541.8692
39114,541.8692
39115,541.8692
39116,541.8692
39117,541.8692
39118,541.8692
39119,541.8692
39120,541.8692
39121,541.8692
39122,541.8692
39123,541.8692
39124,541.8692
39125,541.8692
39126,541.8692
39127,541.8692
39128,541.8692
39129,541.8692
39130,541.8692
39131,541.8692
39132,541.8692
39133,541.8692
39134,541.8692
39135,541.8692
39136,541.8692
39137,541.8692
39138,541.8692
39139,541.8692
39140,541.8692
39141,541.8692
39142,541.8692
39143,541.8692
39144,541.8692
39145,541.8692
39146,541.8692
39147,541.8692
39148,541.8692
39149,541.8692
39150,541.8692
39151,541.8692
39152,541.8692
39153,541.8692
39154,541.8692
39155,541.8692
39156,541.8692
39157,541.8692
39158,541.8692
39159,541.8692
39160,541.8692
39161,541.8692
39162,541.8692
39163,541.8692
39164,541.8692
39165,541.8692
39166,541.8692
39167,541.8692
39168,541.8692
39169,541.8692
39170,541.8692
39171,541.8692
39172,541.8692
39173,541.8692
39174,541.8692
39175,541.8692
39176,541.8692
39177,541.8692
39178,541.8692
39179,541.8692
39180,541.8692
39181,541.8692
39182,541.8692
39183,541.8692
39184,541.8692
39185,541.8692
39186,541.8692
39187,541.8692
39188,541.8692
39189,541.8692
39190,541.8692
39191,541.8692
39192,541.8692
39193,541.8692
39194,541.8692
39195,541.8692
39196,541.8692
39197,541.8692
39198,541.8692
39199,541.8692
39200,541.8692
39201,541.8692
39202,541.8692
39203,541.8692
39204,541.8692
39205,541.8692
39206,541.8692
39207,541.8692
39208,541.8692
39209,541.8692
39210,541.8692
39211,541.8692
39212,541.8692
39213,541.8692
39214,541.8692
39215,541.8692
39216,541.8692
39217,541.8692
39218,541.8692
39219,541.8692
39220,541.8692
39221,541.8692
39222,541.8692
39223,541.8692
39224,541.8692
39225,541.8692
39226,541.8692
39227,541.8692
39228,541.8692
39229,541.8692
39230,541.8692
39231,541.8692
39232,541.8692
39233,541.8692
39234,541.8692
39235,541.8692
39236,541.8692
39237,541.8692
39238,541.8692
39239,541.8692
39240,541.8692
39241,541.8692
39242,541.8692
39243,541.8692
39244,541.8692
39245,541.8692
39246,541.8692
39247,541.8692
39248,541.8692
39249,541.8692
39250,541.8692
39251,541.8692
39252,541.8692
39253,541.8692
39254,541.8692
39255,541.8692
39256,541.8692
39257,541.8692
39258,541.8692
39259,541.8692
39260,541.8692
39261,541.8692
39262,541.8692
39263,541.8692
39264,541.8692
39265,541.8692
39266,541.8692
39267,541.8692
39268,541.8692
39269,541.8692
39270,541.8692
39271,541.8692
39272,541.8692
39273,541.8692
39274,541.8692
39275,541.8692
39276,541.8692
39277,541.8692
39278,541.8692
39279,541.8692
39280,541.8692
39281,541.8692
39282,541.8692
39283,541.8692
39284,541.8692
39285,541.8692
39286,541.8692
39287,541.8692
39288,541.8692
39289,541.8692
39290,541.8692
39291,541.8692
39292,541.8692
39293,541.8692
39294,541.8692
39295,541.8692
39296,541.8692
39297,541.8692
39298,541.8692
39299,541.8692
39300,541.8692
39301,541.8692
39302,541.8692
39303,541.8692
39304,541.8692
39305,541.8692
39306,541.8692
39307,541.8692
39308,541.8692
39309,541.8692
39310,541.8692
39311,541.8692
39312,541.8692
39313,541.8692
39314,541.8692
39315,541.8692
39316,541.8692
39317,541.8692
39318,541.8692
39319,541.8692
39320,541.8692
39321,541.8692
39322,541.8692
39323,541.8692
39324,541.8692
39325,541.8692
39326,541.8692
39327,541.8692
39328,541.8692
39329,541.8692
39330,541.8692
39331,541.8692
39332,541.8692
39333,541.8692
39334,541.8692
39335,541.8692
39336,541.8692
39337,541.8692
39338,541.8692
39339,541.8692
39340,541.8692
39341,541.8692
39342,541.8692
39343,541.8692
39344,541.8692
39345,541.8692
39346,541.8692
39347,541.8692
39348,541.8692
39349,541.8692
39350,541.8692
39351,541.8692
39352,541.8692
39353,541.8692
39354,541.8692
39355,541.8692
39356,541.8692
39357,541.8692
39358,541.8692
39359,541.8692
39360,541.8692
39361,541.8692
39362,541.8692
39363,541.8692
39364,541.8692
39365,541.8692
39366,541.8692
39367,541.8692
39368,541.8692
39369,541.8692
39370,541.8692
39371,541.8692
39372,541.8692
39373,541.8692
39374,541.8692
39375,541.8692
39376,541.8692
39377,541.8692
39378,541.8692
39379,541.8692
39380,541.8692
39381,541.8692
39382,541.8692
39383,541.8692
39384,541.8692
39385,541.8692
39386,541.8692
39387,541.8692
39388,541.8692
39389,541.8692
39390,541.8692
39391,541.8692
39392,541.8692
39393,541.8692
39394,541.8692
39395,541.8692
39396,541.8692
39397,541.8692
39398,541.8692
39399,541.8692
39400,541.8692
39401,541.8692
39402,541.8692
39403,541.8692
39404,541.8692
39405,541.8692
39406,541.8692
39407,541.8692
39408,541.8692
39409,541.8692
39410,541.8692
39411,541.8692
39412,541.8692
39413,541.8692
39414,541.8692
39415,541.8692
39416,541.8692
39417,541.8692
39418,541.8692
39419,541.8692
39420,541.8692
39421,541.8692
39422,541.8692
39423,541.8692
39424,541.8692
39425,541.8692
39426,541.8692
39427,541.8692
39428,541.8692
39429,541.8692
39430,541.8692
39431,541.8692
39432,541.8692
39433,541.8692
39434,541.8692
39435,541.8692
39436,541.8692
39437,541.8692
39438,541.8692
39439,541.8692
39440,541.8692
39441,541.8692
39442,541.8692
39443,541.8692
39444,541.8692
39445,541.8692
39446,541.8692
39447,541.8692
39448,541.8692
39449,541.8692
39450,541.8692
39451,541.8692
39452,541.8692
39453,541.8692
39454,541.8692
39455,541.8692
39456,541.8692
39457,541.8692
39458,541.8692
39459,541.8692
39460,541.8692
39461,541.8692
39462,541.8692
39463,541.8692
39464,541.8692
39465,541.8692
39466,541.8692
39467,541.8692
39468,541.8692
39469,541.8692
39470,541.8692
39471,541.8692
39472,541.8692
39473,541.8692
39474,541.8692
39475,541.8692
39476,541.8692
39477,541.8692
39478,541.8692
39479,541.8692
39480,541.8692
39481,541.8692
39482,541.8692
39483,541.8692
39484,541.8692
39485,541.8692
39486,541.8692
39487,541.8692
39488,541.8692
39489,541.8692
39490,541.8692
39491,541.8692
39492,541.8692
39493,541.8692
39494,541.8692
39495,541.8692
39496,541.8692
39497,541.8692
39498,541.8692
39499,541.8692
39500,541.8692
39501,541.8692
39502,541.8692
39503,541.8692
39504,541.8692
39505,541.8692
39506,541.8692
39507,541.8692
39508,541.8692
39509,541.8692
39510,541.8692
39511,541.8692
39512,541.8692
39513,541.8692
39514,541.8692
39515,541.8692
39516,541.8692
39517,541.8692
39518,541.8692
39519,541.8692
39520,541.8692
39521,541.8692
39522,541.8692
39523,541.8692
39524,541.8692
39525,541.8692
39526,541.8692
39527,541.8692
39528,541.8692
39529,541.8692
39530,541.8692
39531,541.8692
39532,541.8692
39533,541.8692
39534,541.8692
39535,541.8692
39536,541.8692
39537,541.8692
39538,541.8692
39539,541.8692
39540,541.8692
39541,541.8692
39542,541.8692
39543,541.8692
39544,541.8692
39545,541.8692
39546,541.8692
39547,541.8692
39548,541.8692
39549,541.8692
39550,541.8692
39551,541.8692
39552,541.8692
39553,541.8692
39554,541.8692
39555,541.8692
39556,541.8692
39557,541.8692
39558,541.8692
39559,541.8692
39560,541.8692
39561,541.8692
39562,541.8692
39563,541.8692
39564,541.8692
39565,541.8692
39566,541.8692
39567,541.8692
39568,541.8692
39569,541.8692
39570,541.8692
39571,541.8692
39572,541.8692
39573,541.8692
39574,541.8692
39575,541.8692
39576,541.8692
39577,541.8692
39578,541.8692
39579,541.8692
39580,541.8692
39581,541.8692
39582,541.8692
39583,541.8692
39584,541.8692
39585,541.8692
39586,541.8692
39587,541.8692
39588,541.8692
39589,541.8692
39590,541.8692
39591,541.8692
39592,541.8692
39593,541.8692
39594,541.8692
39595,541.8692
39596,541.8692
39597,541.8692
39598,541.8692
39599,541.8692
39600,541.8692
39601,541.8692
39602,541.8692
39603,541.8692
39604,541.8692
39605,541.8692
39606,541.8692
39607,541.8692
39608,541.8692
39609,541.8692
39610,541.8692
39611,541.8692
39612,541.8692
39613,541.8692
39614,541.8692
39615,541.8692
39616,541.8692
39617,541.8692
39618,541.8692
39619,541.8692
39620,541.8692
39621,541.8692
39622,541.8692
39623,541.8692
39624,541.8692
39625,541.8692
39626,541.8692
39627,541.8692
39628,541.8692
39629,541.8692
39630,541.8692
39631,541.8692
39632,541.8692
39633,541.8692
39634,541.8692
39635,541.8692
39636,541.8692
39637,541.8692
39638,541.8692
39639,541.8692
39640,541.8692
39641,541.8692
39642,541.8692
39643,541.8692
39644,541.8692
39645,541.8692
39646,541.8692
39647,541.8692
39648,541.8692
39649,541.8692
39650,541.8692
39651,541.8692
39652,541.8692
39653,541.8692
39654,541.8692
39655,541.8692
39656,541.8692
39657,541.8692
39658,541.8692
39659,541.8692
39660,541.8692
39661,541.8692
39662,541.8692
39663,541.8692
39664,541.8692
39665,541.8692
39666,541.8692
39667,541.8692
39668,541.8692
39669,541.8692
39670,541.8692
39671,541.8692
39672,541.8692
39673,541.8692
39674,541.8692
39675,541.8692
39676,541.8692
39677,541.8692
39678,541.8692
39679,541.8692
39680,541.8692
39681,541.8692
39682,541.8692
39683,541.8692
39684,541.8692
39685,541.8692
39686,541.8692
39687,541.8692
39688,541.8692
39689,541.8692
39690,541.8692
39691,541.8692
39692,541.8692
39693,541.8692
39694,541.8692
39695,541.8692
39696,541.8692
39697,541.8692
39698,541.8692
39699,541.8692
39700,541.8692
39701,541.8692
39702,541.8692
39703,541.8692
39704,541.8692
39705,541.8692
39706,541.8692
39707,541.8692
39708,541.8692
39709,541.8692
39710,541.8692
39711,541.8692
39712,541.8692
39713,541.8692
39714,541.8692
39715,541.8692
39716,541.8692
39717,541.8692
39718,541.8692
39719,541.8692
39720,541.8692
39721,541.8692
39722,541.8692
39723,541.8692
39724,541.8692
39725,541.8692
39726,541.8692
39727,541.8692
39728,541.8692
39729,541.8692
39730,541.8692
39731,541.8692
39732,541.8692
39733,541.8692
39734,541.8692
39735,541.8692
39736,541.8692
39737,541.8692
39738,541.8692
39739,541.8692
39740,541.8692
39741,541.8692
39742,541.8692
39743,541.8692
39744,541.8692
39745,541.8692
39746,541.8692
39747,541.8692
39748,541.8692
39749,541.8692
39750,541.8692
39751,541.8692
39752,541.8692
39753,541.8692
39754,541.8692
39755,541.8692
39756,541.8692
39757,541.8692
39758,541.8692
39759,541.8692
39760,541.8692
39761,541.8692
39762,541.8692
39763,541.8692
39764,541.8692
39765,541.8692
39766,541.8692
39767,541.8692
39768,541.8692
39769,541.8692
39770,541.8692
39771,541.8692
39772,541.8692
39773,541.8692
39774,541.8692
39775,541.8692
39776,541.8692
39777,541.8692
39778,541.8692
39779,541.8692
39780,541.8692
39781,541.8692
39782,541.8692
39783,541.8692
39784,541.8692
39785,541.8692
39786,541.8692
39787,541.8692
39788,541.8692
39789,541.8692
39790,541.8692
39791,541.8692
39792,541.8692
39793,541.8692
39794,541.8692
39795,541.8692
39796,541.8692
39797,541.8692
39798,541.8692
39799,541.8692
39800,541.8692
39801,541.8692
39802,541.8692
39803,541.8692
39804,541.8692
39805,541.8692
39806,541.8692
39807,541.8692
39808,541.8692
39809,541.8692
39810,541.8692
39811,541.8692
39812,541.8692
39813,541.8692
39814,541.8692
39815,541.8692
39816,541.8692
39817,541.8692
39818,541.8692
39819,541.8692
39820,541.8692
39821,541.8692
39822,541.8692
39823,541.8692
39824,541.8692
39825,541.8692
39826,541.8692
39827,541.8692
39828,541.8692
39829,541.8692
39830,541.8692
39831,541.8692
39832,541.8692
39833,541.8692
39834,541.8692
39835,541.8692
39836,541.8692
39837,541.8692
39838,541.8692
39839,541.8692
39840,541.8692
39841,541.8692
39842,541.8692
39843,541.8692
39844,541.8692
39845,541.8692
39846,541.8692
39847,541.8692
39848,541.8692
39849,541.8692
39850,541.8692
39851,541.8692
39852,541.8692
39853,541.8692
39854,541.8692
39855,541.8692
39856,541.8692
39857,541.8692
39858,541.8692
39859,541.8692
39860,541.8692
39861,541.8692
39862,541.8692
39863,541.8692
39864,541.8692
39865,541.8692
39866,541.8692
39867,541.8692
39868,541.8692
39869,541.8692
39870,541.8692
39871,541.8692
39872,541.8692
39873,541.8692
39874,541.8692
39875,541.8692
39876,541.8692
39877,541.8692
39878,541.8692
39879,541.8692
39880,541.8692
39881,541.8692
39882,541.8692
39883,541.8692
39884,541.8692
39885,541.8692
39886,541.8692
39887,541.8692
39888,541.8692
39889,541.8692
39890,541.8692
39891,541.8692
39892,541.8692
39893,541.8692
39894,541.8692
39895,541.8692
39896,541.8692
39897,541.8692
39898,541.8692
39899,541.8692
39900,541.8692
39901,541.8692
39902,541.8692
39903,541.8692
39904,541.8692
39905,541.8692
39906,541.8692
39907,541.8692
39908,541.8692
39909,541.8692
39910,541.8692
39911,541.8692
39912,541.8692
39913,541.8692
39914,541.8692
39915,541.8692
39916,541.8692
39917,541.8692
39918,541.8692
39919,541.8692
39920,541.8692
39921,541.8692
39922,541.8692
39923,541.8692
39924,541.8692
39925,541.8692
39926,541.8692
39927,541.8692
39928,541.8692
39929,541.8692
39930,541.8692
39931,541.8692
39932,541.8692
39933,541.8692
39934,541.8692
39935,541.8692
39936,541.8692
39937,541.8692
39938,541.8692
39939,541.8692
39940,541.8692
39941,541.8692
39942,541.8692
39943,541.8692
39944,541.8692
39945,541.8692
39946,541.8692
39947,541.8692
39948,541.8692
39949,541.8692
39950,541.8692
39951,541.8692
39952,541.8692
39953,541.8692
39954,541.8692
39955,541.8692
39956,541.8692
39957,541.8692
39958,541.8692
39959,541.8692
39960,541.8692
39961,541.8692
39962,541.8692
39963,541.8692
39964,541.8692
39965,541.8692
39966,541.8692
39967,541.8692
39968,541.8692
39969,541.8692
39970,541.8692
39971,541.8692
39972,541.8692
39973,541.8692
39974,541.8692
39975,541.8692
39976,541.8692
39977,541.8692
39978,541.8692
39979,541.8692
39980,541.8692
39981,541.8692
39982,541.8692
39983,541.8692
39984,541.8692
39985,541.8692
39986,541.8692
39987,541.8692
39988,541.8692
39989,541.8692
39990,541.8692
39991,541.8692
39992,541.8692
39993,541.8692
39994,541.8692
39995,541.8692
39996,541.8692
39997,541.8692
39998,541.8692
39999,541.8692
40000,541.8692
40001,541.8692
40002,541.8692
40003,541.8692
40004,541.8692
40005,541.8692
40006,541.8692
40007,541.8692
40008,541.8692
40009,541.8692
40010,541.8692
40011,541.8692
40012,541.8692
40013,541.8692
40014,541.8692
40015,541.8692
40016,541.8692
40017,541.8692
40018,541.8692
40019,541.8692
40020,541.8692
40021,541.8692
40022,541.8692
40023,541.8692
40024,541.8692
40025,541.8692
40026,541.8692
40027,541.8692
40028,541.8692
40029,541.8692
40030,541.8692
40031,541.8692
40032,541.8692
40033,541.8692
40034,541.8692
40035,541.8692
40036,541.8692
40037,541.8692
40038,541.8692
40039,541.8692
40040,541.8692
40041,541.8692
40042,541.8692
40043,541.8692
40044,541.8692
40045,541.8692
40046,541.8692
40047,541.8692
40048,541.8692
40049,541.8692
40050,541.8692
40051,541.8692
40052,541.8692
40053,541.8692
40054,541.8692
40055,541.8692
40056,541.8692
40057,541.8692
40058,541.8692
40059,541.8692
40060,541.8692
40061,541.8692
40062,541.8692
40063,541.8692
40064,541.8692
40065,541.8692
40066,541.8692
40067,541.8692
40068,541.8692
40069,541.8692
40070,541.8692
40071,541.8692
40072,541.8692
40073,541.8692
40074,541.8692
40075,541.8692
40076,541.8692
40077,541.8692
40078,541.8692
40079,541.8692
40080,541.8692
40081,541.8692
40082,541.8692
40083,541.8692
40084,541.8692
40085,541.8692
40086,541.8692
40087,541.8692
40088,541.8692
40089,541.8692
40090,541.8692
40091,541.8692
40092,541.8692
40093,541.8692
40094,541.8692
40095,541.8692
40096,541.8692
40097,541.8692
40098,541.8692
40099,541.8692
40100,541.8692
40101,541.8692
40102,541.8692
40103,541.8692
40104,541.8692
40105,541.8692
40106,541.8692
40107,541.8692
40108,541.8692
40109,541.8692
40110,541.8692
40111,541.8692
40112,541.8692
40113,541.8692
40114,541.8692
40115,541.8692
40116,541.8692
40117,541.8692
40118,541.8692
40119,541.8692
40120,541.8692
40121,541.8692
40122,541.8692
40123,541.8692
40124,541.8692
40125,541.8692
40126,541.8692
40127,541.8692
40128,541.8692
40129,541.8692
40130,541.8692
40131,541.8692
40132,541.8692
40133,541.8692
40134,541.8692
40135,541.8692
40136,541.8692
40137,541.8692
40138,541.8692
40139,541.8692
40140,541.8692
40141,541.8692
40142,541.8692
40143,541.8692
40144,541.8692
40145,541.8692
40146,541.8692
40147,541.8692
40148,541.8692
40149,541.8692
40150,541.8692
40151,541.8692
40152,541.8692
40153,541.8692
40154,541.8692
40155,541.8692
40156,541.8692
40157,541.8692
40158,541.8692
40159,541.8692
40160,541.8692
40161,541.8692
40162,541.8692
40163,541.8692
40164,541.8692
40165,541.8692
40166,541.8692
40167,541.8692
40168,541.8692
40169,541.8692
40170,541.8692
40171,541.8692
40172,541.8692
40173,541.8692
40174,541.8692
40175,541.8692
40176,541.8692
40177,541.8692
40178,541.8692
40179,541.8692
40180,541.8692
40181,541.8692
40182,541.8692
40183,541.8692
40184,541.8692
40185,541.8692
40186,541.8692
40187,541.8692
40188,541.8692
40189,541.8692
40190,541.8692
40191,541.8692
40192,541.8692
40193,541.8692
40194,541.8692
40195,541.8692
40196,541.8692
40197,541.8692
40198,541.8692
40199,541.8692
40200,541.8692
40201,541.8692
40202,541.8692
40203,541.8692
40204,541.8692
40205,541.8692
40206,541.8692
40207,541.8692
40208,541.8692
40209,541.8692
40210,541.8692
40211,541.8692
40212,541.8692
40213,541.8692
40214,541.8692
40215,541.8692
40216,541.8692
40217,541.8692
40218,541.8692
40219,541.8692
40220,541.8692
40221,541.8692
40222,541.8692
40223,541.8692
40224,541.8692
40225,541.8692
40226,541.8692
40227,541.8692
40228,541.8692
40229,541.8692
40230,541.8692
40231,541.8692
40232,541.8692
40233,541.8692
40234,541.8692
40235,541.8692
40236,541.8692
40237,541.8692
40238,541.8692
40239,541.8692
40240,541.8692
40241,541.8692
40242,541.8692
40243,541.8692
40244,541.8692
40245,541.8692
40246,541.8692
40247,541.8692
40248,541.8692
40249,541.8692
40250,541.8692
40251,541.8692
40252,541.8692
40253,541.8692
40254,541.8692
40255,541.8692
40256,541.8692
40257,541.8692
40258,541.8692
40259,541.8692
40260,541.8692
40261,541.8692
40262,541.8692
40263,541.8692
40264,541.8692
40265,541.8692
40266,541.8692
40267,541.8692
40268,541.8692
40269,541.8692
40270,541.8692
40271,541.8692
40272,541.8692
40273,541.8692
40274,541.8692
40275,541.8692
40276,541.8692
40277,541.8692
40278,541.8692
40279,541.8692
40280,541.8692
40281,541.8692
40282,541.8692
40283,541.8692
40284,541.8692
40285,541.8692
40286,541.8692
40287,541.8692
40288,541.8692
40289,541.8692
40290,541.8692
40291,541.8692
40292,541.8692
40293,541.8692
40294,541.8692
40295,541.8692
40296,541.8692
40297,541.8692
40298,541.8692
40299,541.8692
40300,541.8692
40301,541.8692
40302,541.8692
40303,541.8692
40304,541.8692
40305,541.8692
40306,541.8692
40307,541.8692
40308,541.8692
40309,541.8692
40310,541.8692
40311,541.8692
40312,541.8692
40313,541.8692
40314,541.8692
40315,541.8692
40316,541.8692
40317,541.8692
40318,541.8692
40319,541.8692
40320,541.8692
40321,541.8692
40322,541.8692
40323,541.8692
40324,541.8692
40325,541.8692
40326,541.8692
40327,541.8692
40328,541.8692
40329,541.8692
40330,541.8692
40331,541.8692
40332,541.8692
40333,541.8692
40334,541.8692
40335,541.8692
40336,541.8692
40337,541.8692
40338,541.8692
40339,541.8692
40340,541.8692
40341,541.8692
40342,541.8692
40343,541.8692
40344,541.8692
40345,541.8692
40346,541.8692
40347,541.8692
40348,541.8692
40349,541.8692
40350,541.8692
40351,541.8692
40352,541.8692
40353,541.8692
40354,541.8692
40355,541.8692
40356,541.8692
40357,541.8692
40358,541.8692
40359,541.8692
40360,541.8692
40361,541.8692
40362,541.8692
40363,541.8692
40364,541.8692
40365,541.8692
40366,541.8692
40367,541.8692
40368,541.8692
40369,541.8692
40370,541.8692
40371,541.8692
40372,541.8692
40373,541.8692
40374,541.8692
40375,541.8692
40376,541.8692
40377,541.8692
40378,541.8692
40379,541.8692
40380,541.8692
40381,541.8692
40382,541.8692
40383,541.8692
40384,541.8692
40385,541.8692
40386,541.8692
40387,541.8692
40388,541.8692
40389,541.8692
40390,541.8692
40391,541.8692
40392,541.8692
40393,541.8692
40394,541.8692
40395,541.8692
40396,541.8692
40397,541.8692
40398,541.8692
40399,541.8692
40400,541.8692
40401,541.8692
40402,541.8692
40403,541.8692
40404,541.8692
40405,541.8692
40406,541.8692
40407,541.8692
40408,541.8692
40409,541.8692
40410,541.8692
40411,541.8692
40412,541.8692
40413,541.8692
40414,541.8692
40415,541.8692
40416,541.8692
40417,541.8692
40418,541.8692
40419,541.8692
40420,541.8692
40421,541.8692
40422,541.8692
40423,541.8692
40424,541.8692
40425,541.8692
40426,541.8692
40427,541.8692
40428,541.8692
40429,541.8692
40430,541.8692
40431,541.8692
40432,541.8692
40433,541.8692
40434,541.8692
40435,541.8692
40436,541.8692
40437,541.8692
40438,541.8692
40439,541.8692
40440,541.8692
40441,541.8692
40442,541.8692
40443,541.8692
40444,541.8692
40445,541.8692
40446,541.8692
40447,541.8692
40448,541.8692
40449,541.8692
40450,541.8692
40451,541.8692
40452,541.8692
40453,541.8692
40454,541.8692
40455,541.8692
40456,541.8692
40457,541.8692
40458,541.8692
40459,541.8692
40460,541.8692
40461,541.8692
40462,541.8692
40463,541.8692
40464,541.8692
40465,541.8692
40466,541.8692
40467,541.8692
40468,541.8692
40469,541.8692
40470,541.8692
40471,541.8692
40472,541.8692
40473,541.8692
40474,541.8692
40475,541.8692
40476,541.8692
40477,541.8692
40478,541.8692
40479,541.8692
40480,541.8692
40481,541.8692
40482,541.8692
40483,541.8692
40484,541.8692
40485,541.8692
40486,541.8692
40487,541.8692
40488,541.8692
40489,541.8692
40490,541.8692
40491,541.8692
40492,541.8692
40493,541.8692
40494,541.8692
40495,541.8692
40496,541.8692
40497,541.8692
40498,541.8692
40499,541.8692
40500,541.8692
40501,541.8692
40502,541.8692
40503,541.8692
40504,541.8692
40505,541.8692
40506,541.8692
40507,541.8692
40508,541.8692
40509,541.8692
40510,541.8692
40511,541.8692
40512,541.8692
40513,541.8692
40514,541.8692
40515,541.8692
40516,541.8692
40517,541.8692
40518,541.8692
40519,541.8692
40520,541.8692
40521,541.8692
40522,541.8692
40523,541.8692
40524,541.8692
40525,541.8692
40526,541.8692
40527,541.8692
40528,541.8692
40529,541.8692
40530,541.8692
40531,541.8692
40532,541.8692
40533,541.8692
40534,541.8692
40535,541.8692
40536,541.8692
40537,541.8692
40538,541.8692
40539,541.8692
40540,541.8692
40541,541.8692
40542,541.8692
40543,541.8692
40544,541.8692
40545,541.8692
40546,541.8692
40547,541.8692
40548,541.8692
40549,541.8692
40550,541.8692
40551,541.8692
40552,541.8692
40553,541.8692
40554,541.8692
40555,541.8692
40556,541.8692
40557,541.8692
40558,541.8692
40559,541.8692
40560,541.8692
40561,541.8692
40562,541.8692
40563,541.8692
40564,541.8692
40565,541.8692
40566,541.8692
40567,541.8692
